No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Parte Padre 2	Batch ID	No.Parte	Cantidad	A	B	C	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
666162	24/09/2015	ZSCR	551	030-1	NA	'054	A2C92704001	A2C92704001	NA	A2C9663160092	6	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD BOT	78	HALB	S.Real/AutoBF	1018.26	PSAD_DAIMLER STAR2_ISC_	NO	
666165	24/09/2015	ZSCR	551	040-3	NA	'054	5WK44421	5WK44421	NA	A2C53108387	60	3011	054	 	1403	"pan head screw SF-M3,5x 10,00 1241"	4	ROH	NA	12	PS_HONDA HRS6_J.JUAN CH	NO	
666165	24/09/2015	ZSCR	551	040-3	NA	'054	5WK44421	5WK44421	NA	A2C53397769	15	3011	054	 	1403	housing	4	ROH	NA	342.9	PS_HONDA HRS6_J.JUAN CH	NO	
666167	24/09/2015	ZSCR	551	040-3	NA	'054	5WK44321	5WK44321	NA	A2C53108387	65	3011	054	 	1403	"pan head screw SF-M3,5x 10,00 1241"	1	ROH	NA	13	PS_HONDA HRS6_J.JUAN CH	NO	
666167	24/09/2015	ZSCR	551	040-3	NA	'054	5WK44421	5WK44421	NA	A2C53397769	10	3011	054	 	1403	housing	4	ROH	NA	228.6	PS_HONDA HRS6_J.JUAN CH	NO	
666176	24/09/2015	ZSCR	551	040-3	NA	'054	5WK44567	5WK44567	NA	A2C53397769	1	3011	054	 	1403	housing	4	ROH	NA	22.86	PS_HONDA HRS6_J.JUAN CH	NO	
666178	24/09/2015	ZSCR	551	035-1	NA	'054	5WK44058	5WK44058	NA	A2C53324560	70	3011	054	 	1351	certification label spool part p	4	ROH	NA	37.1	PS_ARAMIS III_.	NO	
666180	24/09/2015	ZSCR	551	040-3	NA	'054	5WK44421	5WK44421	NA	A2C53397780	2	3011	054	 	1403	cover	4	ROH	NA	6.76	PS_HONDA HRS6_J.JUAN CH	NO	
666182	24/09/2015	ZSCR	551	040-3	NA	'054	5WK44675	5WK44675	NA	A2C53332369	3	3011	054	 	1403	base plate B	8	ROH	NA	27.72	PS_CHRYSLER MY2013_.	NO	4994365102
666187	24/09/2015	ZSCR	551	040-3	NA	'054	A2C37964110	A2C37964110	NA	A2C53424040	24	3011	054	 	1403	"pan head screw M3,5 x 12,00 1268"	26	ROH	NA	6.96	PSAD_VW20_.	NO	4994362956
666189	24/09/2015	ZSCR	551	040-3	NA	'054	5WK44285	5WK44285	NA	A2C00027389	6	3011	054	 	1403	cover	19	ROH	NA	16.98	PS_VW10 LC_.	NO	4994363474
666198	24/09/2015	MB1A	551	040-3	K96019	'054	NA	#N/A	NA	A2C95735801	1	3011	054	 	1095	pcb assy VW11	NA	HALB	S.Real	334.39	PS_VW11_.	NO	4994305002
666199	24/09/2015	MB1A	551	040-3	K96019	'054	NA	#N/A	NA	A2C95735801	1	3011	054	 	1095	pcb assy VW11	NA	HALB	S.Real	334.39	PS_VW11_.	NO	4994305002
666203	24/09/2015	ZSCR	551	040-5	NA	'054	A2C86852400	A2C86852400	87AB	A2C86852400	1	3011	054	 	1405	ACU HMCUD MY13 S10 12 06 0 0 0 4DR FL	36	FERT	NA	244.18	PS_HYUNDAI_.	NO	
666206	24/09/2015	MB1A	551	034-2	K96019	'054	NA	#N/A	NA	A2C95735801	4	3011	054	 	1095	pcb assy VW11	NA	HALB	S.Real	1337.56	PS_VW11_.	NO	4994305002
666235	24/09/2015	ZSCR	551	040-3	NA	'054	5WK44673	5WK44673	NA	A2C53332366	3	3011	054	 	1403	cover RAP T BK	6	ROH	NA	23.37	PS_FIAT BRAZIL_.	NO	4994365006
666237	24/09/2015	ZSCR	551	040-3	NA	'054	A2C82134700	A2C82134700	NA	A2C40000025	2	3011	054	 	1403	"C ELEC,AL,6.8mF,20%,35V"	22	ROH	NA	16.76	PS_SDM30_.	NO	4994363024
666239	24/09/2015	ZSCR	551	040-3	NA	'054	A2C82134600	A2C82134600	NA	A2C40000022	1	3011	054	 	1403	"C ELEC,AL,4.7mF,20%,35V"	7	ROH	NA	7.86	PS_SDM30_.	NO	4994384470
666239	24/09/2015	ZSCR	551	040-3	NA	'054	A2C82134600	A2C82134600	NA	A2C53338471	2	3011	054	 	1403	contact element	7	ROH	NA	2.2	PS_SDM30_.	NO	4994384470
666239	24/09/2015	ZSCR	551	040-3	NA	'054	A2C82134600	A2C82134600	NA	A2C53395714	1	3011	054	 	1403	housing WIC P BK A-A	7	ROH	NA	44.34	PS_SDM30_.	NO	4994384470
666242	24/09/2015	MB1A	551	040-1	K96019	'054	NA	#N/A	NA	A2C92961501	1	3011	054	 	1095	pcb assy GMSDM40 D_2-1	NA	HALB	S.Real/AutoBF	382.32	PS_SDM40_.	NO	4994305002
666243	24/09/2015	MB1A	551	040-1	K96019	'054	NA	#N/A	NA	A2C92961501	1	3011	054	 	1095	pcb assy GMSDM40 D_2-1	NA	HALB	S.Real/AutoBF	382.32	PS_SDM40_.	NO	4994305002
666244	24/09/2015	MB1A	551	040-1	K96019	'054	NA	#N/A	NA	A2C92961501	1	3011	054	 	1095	pcb assy GMSDM40 D_2-1	NA	HALB	S.Real/AutoBF	382.32	PS_SDM40_.	NO	4994305002
666245	24/09/2015	MB1A	551	040-1	K96019	'054	NA	#N/A	NA	A2C92961501	1	3011	054	 	1095	pcb assy GMSDM40 D_2-1	NA	HALB	S.Real/AutoBF	382.32	PS_SDM40_.	NO	4994305002
666260	24/09/2015	ZSCR	551	040-1	NA	'054	A2C83007700	A2C83007700	NA	A2C83007800	5	3011	054	 	1401	pcb assy VOLP1X P11P12P14	2	HALB	S.Real	1835.5	PSAD_VOLVO P15_.	NO	
666261	24/09/2015	ZSCR	551	040-1	NA	'054	A2C86329900	A2C86329900	NA	A2C8300780001	2	3011	054	 	1401	pcb assy VOLP1X P11P12P14	8	HALB	S.Real/AutoBF	594.32	PSAD_ASTON MARTIN_.	NO	
666262	24/09/2015	ZSCR	551	040-1	NA	'054	A2C84370400	A2C84370400	NA	A2C84370500	1	3011	054	 	1401	MRS*C3 AML-VH400 PCB TOP MAN. ASSEMBLY	1	HALB	S.Real	366.42	PSAD_ASTON MARTIN_.	NO	
666841	28/09/2015	MB1A	551	030-1	K96019	'054	NA	#N/A	NA	A2C94817900	6	3011	054	 	1095	pcb	NA	ROH	NA	113.76	PS_HONDA HRS7_.	NO	4994305002
666844	28/09/2015	MB1A	551	030-1	K96019	'054	NA	#N/A	NA	A2C9682950093	5	3011	054	 	1095	pcb assy HONHRS7 D_3 SMD TOP	NA	HALB	S.Real	638.35	PS_HONDA HRS7_.	NO	4994305002
666845	28/09/2015	MB1A	551	030-1	K96019	'054	NA	#N/A	NA	A2C9682950092	1	3011	054	 	1095	pcb assy HONHRS7 D_3 SMD BOT	NA	HALB	S.Real/AutoBF	96.72	PS_HONDA HRS7_.	NO	4994305002
666846	28/09/2015	MB1A	551	030-1	K96019	'054	NA	#N/A	NA	A2C9682930193	6	3011	054	 	1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	1669.62	PS_HONDA HRS7_.	NO	4994305002
666847	28/09/2015	ZSCR	551	030-1	NA	'054	A2C53429875A	A2C86852400	NA	A2C53429875B	24	3011	054	 	1301	Hyundai circuit board assy 12FL SMD Bot	36	HALB	S.Real/AutoBF	1983.6	PS_HYUNDAI_. (APROBACI	NO	
666848	28/09/2015	ZSCR	551	030-1	NA	'054	A2C96810400	A2C96810400	NA	A2C9841000092	4	3011	054	 	1301	pcb assy GMSDM30	85	HALB	S.Real/AutoBF	336.48	PS_SDM30_. (APROBACION	NO	
666849	28/09/2015	MB1A	551	030-1	K96019	'054	NA	#N/A	NA	A2C95735700	40	3011	054	 	1095	pcb 4-lay ImSn	NA	ROH	NA	540	PS_VW11_.	NO	4994305002
666851	28/09/2015	ZSCR	551	030-1	NA	'054	A2C5343547793	5WK44592	NA	A2C5343547792	6	3011	054	 	1301	pcb assy HONHRS5 V36 bottom side	11	HALB	S.Real/AutoBF	337.86	PS_HONDA HRS5_. (APROB	NO	
666852	28/09/2015	ZSCR	551	030-1	NA	'054	A2C92025300	A2C91739900	NA	A2C9202530092	36	3011	054	 	1301	pcb assy HONHRS5 V28 BOTTOM	5	HALB	S.Real/AutoBF	1922.4	PS_HONDA HRS5_. (APROB	NO	
666853	28/09/2015	ZSCR	551	030-1	NA	'054	A2C8145580093	A2C80612810	NA	A2C8145580092	12	3011	054	 	1301	pcb assy RENT4 V01 BOTTOM	50	HALB	S.Real/AutoBF	951.84	PS_RENAULT_. (APROBACI	NO	
666854	28/09/2015	ZSCR	551	030-1	NA	'054	5WK44467	5WK44467	NA	A2C53295039	6	3011	054	 	1301	pcb HONDA ACU16 main	1	ROH	NA	105.6	PS_HONDA HRS5_. (APROB	NO	
666855	28/09/2015	ZSCR	551	030-1	NA	'054	A2C33330515	A2C33330515	NA	A2C9663150092	36	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD BOT	97	HALB	S.Real/AutoBF	5659.2	PSAD_DAIMLER STAR2_ISC_	NO	
666864	28/09/2015	MB1A	551	030-1	K96019	'054	NA	#N/A	NA	A2C9573580193	3	3011	054	 	1095	pcb assy VW11 SMD TOP	NA	HALB	S.Real	792.99	PS_VW11_.	NO	4994305002
666866	28/09/2015	ZSCR	551	030-1	NA	'054	5WK44291	5WK44291	NA	A2C53395078	1	3011	054	 	1301	pcb assy	17	HALB	S.Real	81.11	OC_BOSE BMW_A.ANA TAPIA	NO	4994363481
666875	28/09/2015	MB1A	551	030-1	K96019	'054	NA	#N/A	NA	A2C9682930192	1	3011	054	 	1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real/AutoBF	170.51	PS_HONDA HRS7_.	NO	4994305002
666877	28/09/2015	MB1A	551	030-1	K96019	'054	NA	#N/A	NA	A2C9682930193	1	3011	054	 	1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	278.27	PS_HONDA HRS7_.	NO	4994305002
666878	28/09/2015	MB1A	551	030-1	K96019	'054	NA	#N/A	NA	A2C9682930193	1	3011	054	 	1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	278.27	PS_HONDA HRS7_.	NO	4994305002
666879	28/09/2015	MB1A	551	030-1	K96019	'054	NA	#N/A	NA	A2C9573580193	1	3011	054	 	1095	pcb assy VW11 SMD TOP	NA	HALB	S.Real	264.33	PS_VW11_.	NO	4994305002
666881	28/09/2015	MB1A	551	030-1	K96019	'054	NA	#N/A	NA	A2C96766600	1	3011	054	 	1095	pcb assy DAGSMC453 with SW	NA	HALB	S.Real/AutoBF	249.06	PSAD_DAIMLER SMART_F.FE	NO	4994305002
666883	28/09/2015	MB1A	551	030-1	K96019	'054	NA	#N/A	NA	A2C96766600	1	3011	054	 	1095	pcb assy DAGSMC453 with SW	NA	HALB	S.Real/AutoBF	249.06	PSAD_DAIMLER SMART_F.FE	NO	4994305002
666885	28/09/2015	MB1A	551	030-1	K96019	'054	NA	#N/A	NA	A2C96766600	1	3011	054	 	1095	pcb assy DAGSMC453 with SW	NA	HALB	S.Real/AutoBF	249.06	PSAD_DAIMLER SMART_F.FE	NO	4994305002
666887	28/09/2015	MB1A	551	030-1	K96019	'054	NA	#N/A	NA	A2C96766700	1	3011	054	 	1095	pcb assy DAGSMC453 with SW	NA	HALB	S.Real/AutoBF	350.57	PSAD_DAIMLER SMART_F.FE	NO	4994305002
666890	28/09/2015	MB1A	551	030-1	K96019	'054	NA	#N/A	NA	A2C96766600	1	3011	054	 	1095	pcb assy DAGSMC453 with SW	NA	HALB	S.Real/AutoBF	249.06	PSAD_DAIMLER SMART_F.FE	NO	4994305002
666892	28/09/2015	MB1A	551	030-1	K96019	'054	NA	#N/A	NA	A2C96829301	1	3011	054	 	1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	320.62	PS_HONDA HRS7_.	NO	4994305002
666895	28/09/2015	MB1A	551	030-1	K96019	'054	NA	#N/A	NA	A2C96829301	1	3011	054	 	1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	320.62	PS_HONDA HRS7_.	NO	4994305002
666899	28/09/2015	MB1A	551	030-1	K96019	'054	NA	#N/A	NA	A2C9682930193	1	3011	054	 	1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	278.27	PS_HONDA HRS7_.	NO	4994305002
666903	28/09/2015	MB1A	551	030-1	K96019	'054	NA	#N/A	NA	A2C9682930193	1	3011	054	 	1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	278.27	PS_HONDA HRS7_.	NO	4994305002
666907	28/09/2015	MB1A	551	030-1	K96019	'054	NA	#N/A	NA	A2C9682930193	1	3011	054	 	1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	278.27	PS_HONDA HRS7_.	NO	4994305002
666911	28/09/2015	MB1A	551	030-1	K96019	'054	NA	#N/A	NA	A2C9682930192	1	3011	054	 	1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real/AutoBF	170.51	PS_HONDA HRS7_.	NO	4994305002
666914	28/09/2015	MB1A	551	030-1	K96019	'054	NA	#N/A	NA	A2C9682930192	1	3011	054	 	1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real/AutoBF	170.51	PS_HONDA HRS7_.	NO	4994305002
666915	28/09/2015	MB1A	551	030-1	K96019	'054	NA	#N/A	NA	A2C9682930192	1	3011	054	 	1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real/AutoBF	170.51	PS_HONDA HRS7_.	NO	4994305002
666917	28/09/2015	MB1A	551	030-1	K96019	'054	NA	#N/A	NA	A2C9682930192	1	3011	054	 	1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real/AutoBF	170.51	PS_HONDA HRS7_.	NO	4994305002
666920	28/09/2015	MB1A	551	030-1	K96019	'054	NA	#N/A	NA	A2C94817900	1	3011	054	 	1095	pcb	NA	ROH	NA	18.96	PS_HONDA HRS7_.	NO	4994305002
666922	28/09/2015	MB1A	551	030-1	K96019	'054	NA	#N/A	NA	A2C9682930193	1	3011	054	 	1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	278.27	PS_HONDA HRS7_.	NO	4994305002
666927	28/09/2015	MB1A	551	030-1	K96019	'054	NA	#N/A	NA	A2C9682930192	1	3011	054	 	1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real/AutoBF	170.51	PS_HONDA HRS7_.	NO	4994305002
666928	28/09/2015	MB1A	551	030-1	K96019	'054	NA	#N/A	NA	A2C9682930192	1	3011	054	 	1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real/AutoBF	170.51	PS_HONDA HRS7_.	NO	4994305002
666929	28/09/2015	MB1A	551	030-1	K96019	'054	NA	#N/A	NA	A2C8522130193	1	3011	054	 	1095	pcb assy DAGSM D_3 SMD TOP	NA	HALB	S.Real	273.24	PSAD_DAIMLER SMART_F.FE	NO	4994305002
666930	28/09/2015	MB1A	551	030-1	K96019	'054	NA	#N/A	NA	A2C8522130193	1	3011	054	 	1095	pcb assy DAGSM D_3 SMD TOP	NA	HALB	S.Real	273.24	PSAD_DAIMLER SMART_F.FE	NO	4994305002
666945	28/09/2015	MB1A	551	030-1	K96019	'054	NA	#N/A	NA	A2C8522130193	1	3011	054	 	1095	pcb assy DAGSM D_3 SMD TOP	NA	HALB	S.Real	273.24	PSAD_DAIMLER SMART_F.FE	NO	4994305002
666946	28/09/2015	MB1A	551	030-1	K96019	'054	NA	#N/A	NA	A2C8522130193	1	3011	054	 	1095	pcb assy DAGSM D_3 SMD TOP	NA	HALB	S.Real	273.24	PSAD_DAIMLER SMART_F.FE	NO	4994305002
666947	28/09/2015	MB1A	551	030-1	K96019	'054	NA	#N/A	NA	A2C8522130193	1	3011	054	 	1095	pcb assy DAGSM D_3 SMD TOP	NA	HALB	S.Real	273.24	PSAD_DAIMLER SMART_F.FE	NO	4994305002
666948	28/09/2015	MB1A	551	030-1	K96019	'054	NA	#N/A	NA	A2C8522100193	1	3011	054	 	1095	pcb assy DAGSM D_2_ SMD TOP	NA	HALB	S.Real	176.21	PSAD_DAIMLER SMART_F.FE	NO	4994305002
666950	28/09/2015	MB1A	551	030-1	K96019	'054	NA	#N/A	NA	A2C95735700	1	3011	054	 	1095	pcb 4-lay ImSn	NA	ROH	NA	13.5	PS_VW11_.	NO	4994305002
666951	28/09/2015	MB1A	551	030-1	K96019	'054	NA	#N/A	NA	A2C95735700	120	3011	054	 	1095	pcb 4-lay ImSn	NA	ROH	NA	1620	PS_VW11_.	NO	4994305002
666952	28/09/2015	MB1A	551	030-1	K96019	'054	NA	#N/A	NA	A2C95735700	208	3011	054	 	1095	pcb 4-lay ImSn	NA	ROH	NA	2808	PS_VW11_.	NO	4994305002
666955	28/09/2015	MB1A	551	030-1	K96019	'054	NA	#N/A	NA	A2C95735700	72	3011	054	 	1095	pcb 4-lay ImSn	NA	ROH	NA	972	PS_VW11_.	NO	4994305002
666957	28/09/2015	MB1A	551	030-1	K96019	'054	NA	#N/A	NA	A2C9573580193	1	3011	054	 	1095	pcb assy VW11 SMD TOP	NA	HALB	S.Real	264.33	PS_VW11_.	NO	4994305002
666959	28/09/2015	MB1A	551	030-1	K96019	'054	NA	#N/A	NA	A2C9573580193	1	3011	054	 	1095	pcb assy VW11 SMD TOP	NA	HALB	S.Real	264.33	PS_VW11_.	NO	4994305002
666961	28/09/2015	MB1A	551	030-1	K96019	'054	NA	#N/A	NA	A2C9573580192	1	3011	054	 	1095	pcb assy VW11 SMD BOT	NA	HALB	S.Real/AutoBF	160.73	PS_VW11_.	NO	4994305002
666962	28/09/2015	MB1A	551	030-1	K96019	'054	NA	#N/A	NA	A2C9573580193	1	3011	054	 	1095	pcb assy VW11 SMD TOP	NA	HALB	S.Real	264.33	PS_VW11_.	NO	4994305002
666963	28/09/2015	MB1A	551	030-1	K96019	'054	NA	#N/A	NA	A2C9573580192	1	3011	054	 	1095	pcb assy VW11 SMD BOT	NA	HALB	S.Real/AutoBF	160.73	PS_VW11_.	NO	4994305002
666965	28/09/2015	MB1A	551	030-1	K96019	'054	NA	#N/A	NA	A2C9573580192	1	3011	054	 	1095	pcb assy VW11 SMD BOT	NA	HALB	S.Real/AutoBF	160.73	PS_VW11_.	NO	4994305002
666967	28/09/2015	MB1A	551	030-1	K96019	'054	NA	#N/A	NA	A2C9682930193	1	3011	054	 	1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	278.27	PS_HONDA HRS7_.	NO	4994305002
666968	28/09/2015	MB1A	551	030-1	K96019	'054	NA	#N/A	NA	A2C9682930193	1	3011	054	 	1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	278.27	PS_HONDA HRS7_.	NO	4994305002
666971	28/09/2015	MB1A	551	034-2	K96019	'054	NA	#N/A	NA	A2C95035705	1	3011	054	 	1095	ACU VW11 MY15 S20 16 06 0 1 0 NAR	NA	FERT	NA	355.84	PS_VW11_.	NO	4994305002
666973	28/09/2015	MB1A	551	040-3	K96019	'054	NA	#N/A	NA	A2C95035705	2	3011	054	 	1095	ACU VW11 MY15 S20 16 06 0 1 0 NAR	NA	FERT	NA	711.68	PS_VW11_.	NO	4994305002
666974	28/09/2015	MB1A	551	040-3	K96019	'054	NA	#N/A	NA	A2C8522140193	1	3011	054	 	1095	pcb assy DAGSM D_4 SMD TOP	NA	HALB	S.Real	177.45	PSAD_DAIMLER SMART_F.FE	NO	4994305002
666975	28/09/2015	MB1A	551	040-5	K96019	'054	NA	#N/A	2800	A2C90925800	2	3011	054	 	1095	ACU GMSDM40 MY16 S15 20 08 1 1 0 SDM40 I	NA	FERT	NA	1029.92	PS_SDM40_.	NO	4994305002
666976	28/09/2015	MB1A	551	040-5	K96019	'054	NA	#N/A	NA	A2C95735801	1	3011	054	 	1095	pcb assy VW11	NA	HALB	S.Real	334.39	PS_VW11_.	NO	4994305002
666977	28/09/2015	MB1A	551	040-3	K96019	'054	NA	#N/A	NA	A2C95735801	1	3011	054	 	1095	pcb assy VW11	NA	HALB	S.Real	334.39	PS_VW11_.	NO	4994305002
666979	28/09/2015	MB1A	551	040-3	K96019	'054	NA	#N/A	NA	A2C96829301	1	3011	054	 	1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	320.62	PS_HONDA HRS7_.	NO	4994305002
666981	28/09/2015	MB1A	551	040-1	K96019	'054	NA	#N/A	NA	A2C96829301	1	3011	054	 	1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	320.62	PS_HONDA HRS7_.	NO	4994305002
666982	28/09/2015	MB1A	551	040-5	K96019	'054	NA	#N/A	NA	A2C95735801	1	3011	054	 	1095	pcb assy VW11	NA	HALB	S.Real	334.39	PS_VW11_.	NO	4994305002
666983	28/09/2015	MB1A	551	034-2	K96019	'054	NA	#N/A	NA	A2C96829500	1	3011	054	 	1095	pcb assy HONHRS7 D_3	NA	HALB	S.Real	166.39	PS_HONDA HRS7_.	NO	4994305002
666984	28/09/2015	MB1A	551	040-5	K96019	'054	NA	#N/A	NA	A2C53330109	13	3011	054	 	1095	socket	NA	ROH	NA	227.37	PSAD_DAIMLER SMART_F.FE	NO	4994305002
666985	28/09/2015	MB1A	551	040-5	K96019	'054	NA	#N/A	NA	A2C87246300	3	3011	054	 	1095	"holder assy PTPSS CAPAssy5,7"	NA	ROH	NA	38.67	PS_VW11_.	NO	4994305002
667011	28/09/2015	MB1A	551	022-2	K96019	'054	NA	#N/A	NA	A2C86882300	4	3011	054	 	1095	cover with bushin	NA	ROH	NA	58.52	PSAD_STAR 22_.	NO	4994305002
667017	28/09/2015	MB1A	551	040-4	K96019	'054	NA	#N/A	NA	A2C92444800	4	3011	054	 	1095	pin header 100P H 4R PF 1018	NA	ROH	NA	207.04	PS_VW11_.	NO	4994305002
667018	28/09/2015	MB1A	551	040-5	K96019	'054	NA	#N/A	NA	A2C92444800	4	3011	054	 	1095	pin header 100P H 4R PF 1018	NA	ROH	NA	207.04	PS_VW11_.	NO	4994305002
667020	28/09/2015	MB1A	551	040-5	K96019	'054	NA	#N/A	NA	A2C91595300	2	3011	054	 	1095	multipoint connector124/ 55P H 2SYS 1018	NA	ROH	NA	94.9	PSAD_DAIMLER SMART_F.FE	NO	4994305002
667126	28/09/2015	MB1A	951	025-3	NA	'054	NA	#N/A		A2C89730900	18	3011	054	 	1253	ACU HONHRS6 MY14 S15 10 05 0 1 0 000	VUG021590	FERT	NA	" $6,333.84 "	PS_HONDA HRS6_J.JUAN CH	NO	4994305255
667131	28/09/2015	MB1A	951	025-3	NA	'054	NA	#N/A	1	5WK44427	71	3011	054	 	1253	ACU HONHRS5 MY12 S10 XX XX 0 0 0	VUG021590	FERT	NA	" $18,183.10 "	PS_HONDA HRS5_J.JUAN CH	NO	4994305255
667135	28/09/2015	MB1A	951	025-3	NA	'054	NA	#N/A	2800	A2C92078500	13	3011	054	 	1253	ACU HONHRS5 MY15 S10 09	VUG021590	FERT	NA	" $4,986.93 "	PS_HONDA HRS5_.	NO	4994305255
667137	28/09/2015	MB1A	951	025-3	NA	'054	NA	#N/A		5WK44682	3	3011	054	 	1253	ACU HONHRS6 MY13 S15 XX XX 0 0 0	VUG021590	FERT	NA	" $1,060.23 "	PS_HONDA HRS5_.	NO	4994305255
667139	28/09/2015	MB1A	951	025-3	NA	'054	NA	#N/A	2	5WK44592	3	3011	054	 	1253	ACU HONHRS5 MY13 S10 XX XX 0 0 0	VUG021590	FERT	NA	 $785.13 	PS_HONDA HRS5_.	NO	4994305255
667140	28/09/2015	MB1A	951	025-3	NA	'054	NA	#N/A	2800	A2C91374300	4	3011	054	 	1253	ACU HONHRS6 MY15 S15 10 04 0 1 0 000	VUG021590	FERT	NA	" $1,300.64 "	PS_HONDA HRS6_J.JUAN CH	NO	4994305255
667142	28/09/2015	MB1A	951	025-3	NA	'054	NA	#N/A	3	5WK44749	1	3011	054	 	1253	ACU HONHRS6 MY13 S15 XX XX 0 0 0	VUG021590	FERT	NA	 $353.58 	PS_HONDA HRS6_J.JUAN CH	NO	4994305255
667142	28/09/2015	MB1A	951	025-3	NA	'054	NA	#N/A	3	A2C81622200	2	3011	054	 	1253	ACU HONHRS5 MY13 S10 10 04 0 0 0 000	VUG021590	FERT	NA	 $512.20 	PS_HONDA HRS6_J.JUAN CH	NO	4994305255
667142	28/09/2015	MB1A	951	025-3	NA	'054	NA	#N/A	2800	A2C91374300	5	3011	054	 	1253	ACU HONHRS6 MY15 S15 10 04 0 1 0 000	VUG021590	FERT	NA	" $1,625.80 "	PS_HONDA HRS6_J.JUAN CH	NO	4994305255
667143	28/09/2015	MB1A	951	025-3	NA	'054	NA	#N/A	2800	A2C91374400	88	3011	054	 	1253	ACU HONHRS6 MY15 S15 10 04 0 1 0 000	VUG021590	FERT	NA	" $28,740.80 "	PS_HONDA HRS6_J.JUAN CH	NO	4994305255
667144	28/09/2015	MB1A	951	025-3	NA	'054	NA	#N/A	2800	A2C92079000	3	3011	054	 	1253	ACU HONHRS5 MY15 S10 08 04 0 0 0 000	VUG021590	FERT	NA	 $785.76 	PS_HONDA HRS6_J.JUAN CH	NO	4994305255
667146	28/09/2015	MB1A	951	025-3	NA	'054	NA	#N/A	3	5WK44516	18	3011	054	 	1253	ACU HONHRS5 MY12 S10 XX XX 0 0 0	VUG021590	FERT	NA	" $4,635.36 "	PS_HONDA HRS5_.	NO	4994305255
667148	28/09/2015	MB1A	951	025-3	NA	'054	NA	#N/A		5WK44749	32	3011	054	 	1253	ACU HONHRS6 MY13 S15 XX XX 0 0 0	VUG021590	FERT	NA	" $11,314.56 "	PS_HONDA HRS6_J.JUAN CH	NO	4994305255
667154	28/09/2015	MB1A	951	025-3	NA	'054	NA	#N/A		5WK44823	15	3011	054	 	1253	ACU HONHRS6 MY13 S15 XX XX 0 0 0	VUG021590	FERT	NA	" $3,276.30 "	PS_HONDA HRS6_J.JUAN CH	NO	4994305255
667158	28/09/2015	MB1A	951	025-3	NA	'054	NA	#N/A		5WK44753	110	3011	054	 	1253	ACU HONHRS6 MY13 S15 XX XX 0 0 0	VUG021590	FERT	NA	" $38,881.70 "	PS_HONDA HRS6_J.JUAN CH	NO	4994305255
667161	28/09/2015	MB1A	951	025-3	NA	'054	NA	#N/A	77AA	A2C95240700	10	3011	054	 	1253	ACU HONHRS6 MY15 S15 10 04 0 1 0 T6NA-A0	VUG021590	FERT	NA	" $3,291.60 "	PS_HONDA HRS6_J.JUAN CH	NO	4994305255
667163	28/09/2015	MB1A	951	025-3	NA	'054	NA	#N/A		5WK44689	6	3011	054	 	1253	ACU HONHRS5 MY12 S10 XX XX 0 0 0	VUG021590	FERT	NA	" $1,542.72 "	PS_HONDA HRS5_.	NO	4994305255
667166	28/09/2015	MB1A	951	025-3	NA	'054	NA	#N/A		A2C93017700	9	3011	054	 	1253	ACU HONHRS5 MY15 S10 09 04 0 0 0 000	VUG021590	FERT	NA	" $2,262.78 "	PS_HONDA HRS5_.	NO	4994305255
667167	28/09/2015	MB1A	951	025-3	NA	'054	NA	#N/A		A2C94504200	10	3011	054	 	1253	ACU HONHRS5 MY15 S10 05 02 0 0 0 000	VUG021590	FERT	NA	" $2,317.40 "	PS_HONDA HRS5_.	NO	4994305255
667169	28/09/2015	MB1A	951	025-3	NA	'054	NA	#N/A	87AB	A2C86832700	9	3011	054	 	1253	ACU HONHRS6 MY14 S15 08 04 0 1 0 000	VUG021590	FERT	NA	" $3,038.94 "	PS_HONDA HRS6_J.JUAN CH	NO	4994305255
