No.Item	Fecha	Txs SAP	Mov	Código Scrap	APD	Parte Padre	Batch ID	No.Parte	Cantidad	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
289045	11/04/2013	ZSCR	551	035-1	'045	A2C53396776T	NA	A2C00024090	85	1351	"4,EQ ISO,konvex 1206,68K,5%,63mW,NET RES"		ROH	NA	5.1	S4_PQ25_	NO	4966304219
289045	11/04/2013	ZSCR	551	035-1	'045	A2C53396778T	NA	A2C00030419	4	1351	"4,EQ ISO,0804,100K,5%,31mW,NET RES/"		ROH	NA	0.4	S4_PQ25_	NO	4966305015
289045	11/04/2013	ZSCR	551	035-1	'045	A2C53398079T	NA	A2C00030419	132	1351	"4,EQ ISO,0804,100K,5%,31mW,NET RES/"		ROH	NA	13.2	S4_PQ25_	NO	4966305283
289045	11/04/2013	ZSCR	551	035-1	'045	A2C31082800B	NA	A2C00030419	5	1351	"4,EQ ISO,0804,100K,5%,31mW,NET RES/"		ROH	NA	0.5	S4_PQ25_	NO	4966305799
289045	11/04/2013	ZSCR	551	035-1	'045	A2C31082700T	NA	A2C00030419	1	1351	"4,EQ ISO,0804,100K,5%,31mW,NET RES/"		ROH	NA	0.1	S4_PQ25_	NO	4966305403
289045	11/04/2013	ZSCR	551	035-1	'045	A2C53399258B	NA	A2C00030419	4	1351	"4,EQ ISO,0804,100K,5%,31mW,NET RES/"		ROH	NA	0.4	S4_PQ25_	NO	4966305094
289045	11/04/2013	ZSCR	551	035-1	'045	A2C53361994T	NA	A2C00030419	15	1351	"4,EQ ISO,0804,100K,5%,31mW,NET RES/"		ROH	NA	1.5	S4_PQ25_	NO	4966305223
289045	11/04/2013	ZSCR	551	035-1	'045	A2C53396776T	NA	A2C00030419	2	1351	"4,EQ ISO,0804,100K,5%,31mW,NET RES/"		ROH	NA	0.2	S4_PQ25_	NO	4966304219
289045	11/04/2013	ZSCR	551	035-1	'045	A2C53396778T	NA	A2C00032166	1	1351	"7,NPN,DARL,0.5A,50V,SO16,-40 to +105 C B"		ROH	NA	1.1	S4_PQ25_	NO	4966305015
289045	11/04/2013	ZSCR	551	035-1	'045	A2C31082700T	NA	A2C00032166	7	1351	"7,NPN,DARL,0.5A,50V,SO16,-40 to +105 C B"		ROH	NA	7.7	S4_PQ25_	NO	4966305403
289045	11/04/2013	ZSCR	551	035-1	'045	A2C53361994T	NA	A2C00032166	9	1351	"7,NPN,DARL,0.5A,50V,SO16,-40 to +105 C B"		ROH	NA	9.9	S4_PQ25_	NO	4966305223
289045	11/04/2013	ZSCR	551	035-1	'045	A2C53396778T	NA	A2C00034536	4	1351	"1,LATCH,TSSOP16,LOGIC/74HC259PW"		ROH	NA	2.72	S4_PQ25_	NO	4966305015
289045	11/04/2013	ZSCR	551	035-1	'045	A2C53399258B	NA	A2C00034536	1	1351	"1,LATCH,TSSOP16,LOGIC/74HC259PW"		ROH	NA	0.68	S4_PQ25_	NO	4966305094
289045	11/04/2013	ZSCR	551	035-1	'045	A2C53361994T	NA	A2C00034536	31	1351	"1,LATCH,TSSOP16,LOGIC/74HC259PW"		ROH	NA	21.08	S4_PQ25_	NO	4966305223
289045	11/04/2013	ZSCR	551	035-1	'045	A2C31082700T	NA	A2C00038535	2	1351	"560R,5%,TK200,1W,2512,LIN RES/"		ROH	NA	0.32	S4_PQ25_	NO	4966305403
289045	11/04/2013	ZSCR	551	035-1	'045	A2C31082700T	NA	A2C00044973	5	1351	"8,BUFFER,TSSOP20,LOGIC/74AHCT244PW"		ROH	NA	3.55	S4_PQ25_	NO	4966305403
289045	11/04/2013	ZSCR	551	035-1	'045	A2C31082700T	NA	A2C00045575	10	1351	"UPD76F0117GJ(A1),A1,LQFP144,FLASH,32bit,"		ROH	NA	300.7	S4_PQ25_	NO	4966305403
289045	11/04/2013	ZSCR	551	035-1	'045	A2C53396778T	NA	A2C00048062	1	1351	"TLE8262E,SBC,CAN/LIN,DSO36-EP,BUS DRIVER"		ROH	NA	14.06	S4_PQ25_	NO	4966305015
289045	11/04/2013	ZSCR	551	035-1	'045	A2C53399258B	NA	A2C00048064	1	1351	"TLE8264E,SBC,CAN/3LIN,DSO36-EP,BUS DRIVE"		ROH	NA	17.54	S4_PQ25_	NO	4966305094
289045	11/04/2013	ZSCR	551	035-1	'045	A2C53396778T	NA	A2C00050347	1	1351	"IC BUS DRIV/TJA1055T/5V,SO14"		ROH	NA	3.59	S4_PQ25_	NO	4966305015
289045	11/04/2013	ZSCR	551	035-1	'045	A2C53398079T	NA	A2C00050347	6	1351	"IC BUS DRIV/TJA1055T/5V,SO14"		ROH	NA	21.54	S4_PQ25_	NO	4966305283
289045	11/04/2013	ZSCR	551	035-1	'045	A2C53399258B	NA	A2C00050347	3	1351	"IC BUS DRIV/TJA1055T/5V,SO14"		ROH	NA	10.77	S4_PQ25_	NO	4966305094
289045	11/04/2013	ZSCR	551	035-1	'045	A2C53361994T	NA	A2C00050347	2	1351	"IC BUS DRIV/TJA1055T/5V,SO14"		ROH	NA	7.18	S4_PQ25_	NO	4966305223
289045	11/04/2013	ZSCR	551	035-1	'045	A2C53396776T	NA	A2C00050347	1	1351	"IC BUS DRIV/TJA1055T/5V,SO14"		ROH	NA	3.59	S4_PQ25_	NO	4966304219
289045	11/04/2013	ZSCR	551	035-1	'045	A2C53396778T	NA	A2C00050588	2	1351	"1,28V,10mOhm,TO252/DPAK,GENERAL PURPOSE,"		ROH	NA	8.02	S4_PQ25_	NO	4966305015
289045	11/04/2013	ZSCR	551	035-1	'045	A2C31082800B	NA	A2C00050588	16	1351	"1,28V,10mOhm,TO252/DPAK,GENERAL PURPOSE,"		ROH	NA	64.16	S4_PQ25_	NO	4966305799
289045	11/04/2013	ZSCR	551	035-1	'045	A2C53399258B	NA	A2C00050588	4	1351	"1,28V,10mOhm,TO252/DPAK,GENERAL PURPOSE,"		ROH	NA	16.04	S4_PQ25_	NO	4966305094
289045	11/04/2013	ZSCR	551	035-1	'045	A2C53361994T	NA	A2C00050588	13	1351	"1,28V,10mOhm,TO252/DPAK,GENERAL PURPOSE,"		ROH	NA	52.13	S4_PQ25_	NO	4966305223
289045	11/04/2013	ZSCR	551	035-1	'045	A2C53396778T	NA	A2C00050686	1	1351	"2,36V,50mOhm,PowerSSO-24,GENERAL PURPOSE"		ROH	NA	4.42	S4_PQ25_	NO	4966305015
289045	11/04/2013	ZSCR	551	035-1	'045	A2C53398079T	NA	A2C00050686	49	1351	"2,36V,50mOhm,PowerSSO-24,GENERAL PURPOSE"		ROH	NA	216.58	S4_PQ25_	NO	4966305283
289045	11/04/2013	ZSCR	551	035-1	'045	A2C53396776T	NA	A2C00050686	2	1351	"2,36V,50mOhm,PowerSSO-24,GENERAL PURPOSE"		ROH	NA	8.84	S4_PQ25_	NO	4966304219
289045	11/04/2013	ZSCR	551	035-1	'045	A2C53396778T	NA	A2C00050782	1	1351	"IC BUS DRIV/SN65HVD1050A,SOIC 8"		ROH	NA	2.19	S4_PQ25_	NO	4966305015
289045	11/04/2013	ZSCR	551	035-1	'045	A2C31082700T	NA	A2C00057661	33	1351	"TLE7245G/8,48V,1.5Ohm,SO24L,SPIDER relay"		ROH	NA	216.48	S4_PQ25_	NO	4966305403
289045	11/04/2013	ZSCR	551	035-1	'045	A2C31082800B	NA	A2C52004299	19	1351	"T BIP/BCR133S or PUMH11,SOT363"		ROH	NA	3.04	S4_PQ25_	NO	4966305799
289045	11/04/2013	ZSCR	551	035-1	'045	A2C53396778T	NA	A2C53111032	12	1351	receiver		ROH	NA	341.52	S4_PQ25_	NO	4966305015
289045	11/04/2013	ZSCR	551	035-1	'045	A2C31082800B	NA	A2C53111032	4	1351	receiver		ROH	NA	113.84	S4_PQ25_	NO	4966305799
289045	11/04/2013	ZSCR	551	035-1	'045	A2C53399258B	NA	A2C53111032	4	1351	receiver		ROH	NA	113.84	S4_PQ25_	NO	4966305094
289045	11/04/2013	ZSCR	551	035-1	'045	A2C53396776T	NA	A2C53252204	7	1351	receiver		ROH	NA	238.35	S4_PQ25_	NO	4966304219
289047	11/04/2013	ZSCR	551	035-1	'045	A2C3233790093	NA	A2C00010416	4	1351	"470pF,10%,50V,X7R,0402,TINNED,CER CAP/VJ"		ROH	NA	0.08	S1_GLOBAL A_	NO	4966304339
289047	11/04/2013	ZSCR	551	035-1	'045	A2C3233790092	NA	A2C00010472	112	1351	"R LIN,47K,5%,TK200,63mW,0402"		ROH	NA	1.12	S1_GLOBAL A_	NO	4966304209
289047	11/04/2013	ZSCR	551	035-1	'045	A2C3233790093	NA	A2C00010739	7	1351	"10nF,10%,16V,X7R,0402,TINNED,CER CAP/"		ROH	NA	0.14	S1_GLOBAL A_	NO	4966304339
289047	11/04/2013	ZSCR	551	035-1	'045	A2C3233790093	NA	A2C00021664	1	1351	"15pF,1%,50V,C0G,0402,Sn,CER CAP/RF appli"		ROH	NA	0.03	S1_GLOBAL A_	NO	4966304339
289047	11/04/2013	ZSCR	551	035-1	'045	A2C3233790093	NA	A2C00021766	6	1351	"3.3pF,0.1pF,50V,C0G,0402,TINNED,CER CAP/"		ROH	NA	0.12	S1_GLOBAL A_	NO	4966304339
289047	11/04/2013	ZSCR	551	035-1	'045	A2C3233790093	NA	A2C00025034	5	1351	"2.7pF,0.1pF,50V,C0G,0402,TINNED,CER CAP/"		ROH	NA	0.1	S1_GLOBAL A_	NO	4966304339
289047	11/04/2013	ZSCR	551	035-1	'045	A2C3233790093	NA	A2C00029765	25	1351	"15nF,10%,25V,X7R,0402,TINNED,CER CAP/C10"		ROH	NA	0.25	S1_GLOBAL A_	NO	4966304339
289047	11/04/2013	ZSCR	551	035-1	'045	A2C3233790093	NA	A2C00031962	9	1351	"4.7pF,0.1pF,50V,C0G,0402,TINNED,CER CAP/"		ROH	NA	0.18	S1_GLOBAL A_	NO	4966304339
289047	11/04/2013	ZSCR	551	035-1	'045	A2C8350450093	NA	A2C00043840	4	1351	"EEPROM,16KBit,2k x 8,60ns,SO8,-40C,125C,"		ROH	NA	6.64	S1_GLOBAL A_	NO	4966304816
289047	11/04/2013	ZSCR	551	035-1	'045	A2C3233790092	NA	A2C00061304	3	1351	"IC MCU BLK/UPD78F1804MCA-CAB,A1,SSOP30,F"		ROH	NA	10.47	S1_GLOBAL A_	NO	4966304209
289047	11/04/2013	ZSCR	551	035-1	'045	A2C3233790093	NA	A2C00834400	7	1351	"Q QUARTZ/-,9.506MHz,5032_G"		ROH	NA	16.73	S1_GLOBAL A_	NO	4966304339
289047	11/04/2013	ZSCR	551	035-1	'045	A2C8350450093	NA	A2C40000683	3	1351	"IC MCU BLK/S9S08AW16A,A1,LQFP44,FLASH,8b"		ROH	NA	20.88	S1_GLOBAL A_	NO	4966304816
289047	11/04/2013	ZSCR	551	035-1	'045	A2C8350450093	NA	A2C40001242	53	1351	"C CER,X7R,100nF,10%,100V,1206,Sn ++ Open"		ROH	NA	14.84	S1_GLOBAL A_	NO	4966304816
289047	11/04/2013	ZSCR	551	035-1	'045	A2C8350450093	NA	A2C40001484	71	1351	"EM OTH POLY FUSE/-TBD-,16V,800mA"		ROH	NA	107.92	S1_GLOBAL A_	NO	4966304816
289047	11/04/2013	ZSCR	551	035-1	'045	A2C8350450093	NA	A2C40001527	57	1351	"D REC/BAV99 (10k reel),80V,200mA,SOT23,4"		ROH	NA	3.99	S1_GLOBAL A_	NO	4966304816
289047	11/04/2013	ZSCR	551	035-1	'045	A2C8350450093	NA	A2C40002593	57	1351	"Q QUARTZ/AT-51CD2 (Safety) 8 MHz,8MHz,1"		ROH	NA	271.32	S1_GLOBAL A_	NO	4966304816
289047	11/04/2013	ZSCR	551	035-1	'045	A2C8350450093	NA	A2C40002831	4	1351	"T FET/BSS84LT1,MOS,SMALLSIGNAL,P_CHAN,50"		ROH	NA	0.84	S1_GLOBAL A_	NO	4966304816
289047	11/04/2013	ZSCR	551	035-1	'045	A2C3233790093	NA	A2C40005330	28	1351	"R JUMP,0R05,63mW,1A,0402"		ROH	NA	0	S1_GLOBAL A_	NO	4966304339
289047	11/04/2013	ZSCR	551	035-1	'045	A2C3233790093	NA	A2C40006551	21	1351	"C CER,C0G,100pF,5%,50V,C0402,Sn"		ROH	NA	0.21	S1_GLOBAL A_	NO	4966304339
289047	11/04/2013	ZSCR	551	035-1	'045	A2C8350450093	NA	A2C40006651	48	1351	"C CER,X7R,22nF,10%,50V,C0603,Sn"		ROH	NA	0.96	S1_GLOBAL A_	NO	4966304816
289047	11/04/2013	ZSCR	551	035-1	'045	A2C8350450093	NA	A2C40006675	112	1351	"C CER,C0G,12pF,5%,50V,C0402,Sn"		ROH	NA	1.12	S1_GLOBAL A_	NO	4966304816
289047	11/04/2013	ZSCR	551	035-1	'045	A2C3233790093	NA	A2C40006738	21	1351	"C CER,X7R,100nF,10%,16V,C0402,Sn"		ROH	NA	0.42	S1_GLOBAL A_	NO	4966304339
289047	11/04/2013	ZSCR	551	035-1	'045	A2C3233790092	NA	A2C40006738	9	1351	"C CER,X7R,100nF,10%,16V,C0402,Sn"		ROH	NA	0.18	S1_GLOBAL A_	NO	4966304209
289047	11/04/2013	ZSCR	551	035-1	'045	A2C8350450093	NA	A2C40013155	2	1351	"IC SMART POW/BTS50055,TO220AB-7-E3180,1,"		ROH	NA	24.92	S1_GLOBAL A_	NO	4966304816
289047	11/04/2013	ZSCR	551	035-1	'045	A2C8350450093	NA	A2C40014441	25	1351	"EX1-2U1 RELAY,TBD,SINGLE,12V"		ROH	NA	135.25	S1_GLOBAL A_	NO	4966304816
289047	11/04/2013	ZSCR	551	035-1	'045	A2C8350450093	NA	A2C40014618	73	1351	"L COIL/ACT4532-102,0H,100mA,SMD +++ use"		ROH	NA	137.97	S1_GLOBAL A_	NO	4966304816
289047	11/04/2013	ZSCR	551	035-1	'045	A2C8350450093	NA	A2C40016280	40	1351	"EX2-2U1-T RELAY,TBD,TWIN,12V"		ROH	NA	361.2	S1_GLOBAL A_	NO	4966304816
289047	11/04/2013	ZSCR	551	035-1	'045	A2C3233790093	NA	A2C73126500	40	1351	GM K2XX ANT REC PCB SHIELD PLATE		ROH	NA	64.4	S1_GLOBAL A_	NO	4966304339
289047	11/04/2013	ZSCR	551	035-1	'045	A2C3233790093	NA	A2C83427600	146	1351	antenna		ROH	NA	286.16	S1_GLOBAL A_	NO	4966304339
289049	11/04/2013	ZSCR	551	035-1	'045	A2C8050340093	NA	A2C00010739	2	1351	"10nF,10%,16V,X7R,0402,TINNED,CER CAP/"		ROH	NA	0.04	S1_FOB K2XX_JORGE AGUIL	NO	4966304249
289049	11/04/2013	ZSCR	551	035-1	'045	A2C8050340093	NA	A2C00010918	964	1351	"R LIN,100K,1%,TK100,63mW,0402"		ROH	NA	9.64	S1_FOB K2XX_JORGE AGUIL	NO	4966304249
289049	11/04/2013	ZSCR	551	035-1	'045	A2C8050340093	NA	A2C00020090	35	1351	"C CER,X7R,47nF,10%,16V,0402,Sn"		ROH	NA	0.7	S1_FOB K2XX_JORGE AGUIL	NO	4966304249
289049	11/04/2013	ZSCR	551	035-1	'045	A2C8050340093	NA	A2C00021664	16	1351	"15pF,1%,50V,C0G,0402,Sn,CER CAP/RF appli"		ROH	NA	0.48	S1_FOB K2XX_JORGE AGUIL	NO	4966304249
289049	11/04/2013	ZSCR	551	035-1	'045	A2C8050340093	NA	A2C00031578	8	1351	"22pF,1%,50V,C0G,0402,TINNED,CER CAP/RF a"		ROH	NA	0.24	S1_FOB K2XX_JORGE AGUIL	NO	4966304249
289049	11/04/2013	ZSCR	551	035-1	'045	A2C8050340093	NA	A2C00057187	31	1351	"C CER,C0G,8.2pF,0.1pF,50V,0402,Sn"		ROH	NA	0.62	S1_FOB K2XX_JORGE AGUIL	NO	4966304249
289049	11/04/2013	ZSCR	551	035-1	'045	A2C8050340093	NA	A2C40005330	162	1351	"R JUMP,0R05,63mW,1A,0402"		ROH	NA	0	S1_FOB K2XX_JORGE AGUIL	NO	4966304249
289049	11/04/2013	ZSCR	551	035-1	'045	A2C8050340093	NA	A2C40006738	47	1351	"C CER,X7R,100nF,10%,16V,C0402,Sn"		ROH	NA	0.94	S1_FOB K2XX_JORGE AGUIL	NO	4966304249
289050	11/04/2013	ZSCR	551	034-2	'045	S180144003	NA	A2C00004906	23	1342	"EM OTH BATTERY/CR2032,220mAh,3V"	NA	ROH	NA	31.51	S2_NISSAN KEY FOB SQUAR	NO	4966303617
289050	11/04/2013	ZSCR	551	034-2	'045	S180144003	NA	A2C30115900	10	1342	housing bottom	NA	ROH	NA	87.7	S2_NISSAN KEY FOB SQUAR	NO	4966303617
289050	11/04/2013	ZSCR	551	034-2	'045	S180144003	NA	A2C53358639	12	1342	contact spring	NA	ROH	NA	6.48	S2_NISSAN KEY FOB SQUAR	NO	4966303617
289057	11/04/2013	ZSCR	551	034-2	'045	S180144008	NA	A2C31221300	28	1342	circuit board assy TPM	NA	HALB	S.Real/AutoBF	1409.8	S2_NISSAN KEY FOB SQUAR	NO	4966300266
289058	11/04/2013	ZSCR	551	034-2	'045	S180144006	NA	A2C53408731	1	1342	circuit board assy TPM	NA	HALB	S.Real/AutoBF	48.53	S2_NISSAN KEY FOB SQUAR	NO	4966300930
289059	11/04/2013	ZSCR	551	040-2	'045	S180144203	NA	A2C32805900	3	1402	circuit board assy TPM	NA	HALB	S.Real/AutoBF	157.5	S2_NISSAN KEY FOB SQUAR	NO	4966301064
289060	11/04/2013	ZSCR	551	034-2	'045	S180144003	NA	A2C53430190	33	1342	circuit board assy TLS_SQUARE_D_	NA	HALB	S.Real/AutoBF	1573.77	S2_NISSAN KEY FOB SQUAR	NO	4966300948
289061	11/04/2013	ZSCR	551	034-2	'045	S180144008	NA	A2C31221300	39	1342	circuit board assy TPM	NA	HALB	S.Real/AutoBF	1963.65	S2_NISSAN KEY FOB SQUAR	NO	4966300266
289068	11/04/2013	ZSCR	551	034-2	'045	S180144003	NA	A2C30115900	2	1342	housing bottom	NA	ROH	NA	17.54	S2_NISSAN KEY FOB SQUAR	NO	4966303617
289068	11/04/2013	ZSCR	551	034-2	'045	S180144003	NA	A2C53394918	2	1342	certification label	NA	ROH	NA	8.46	S2_NISSAN KEY FOB SQUAR	NO	4966303617
289068	11/04/2013	ZSCR	551	034-2	'045	S180144015	NA	A2C53430063	2	1342	housing assy ISU L/UL/T H	NA	ROH	NA	25.02	S2_NISSAN KEY FOB SQUAR	NO	4966303542
289069	11/04/2013	ZSCR	551	040-3	'045	S180144006	NA	A2C53408731	1	1403	circuit board assy TPM	NA	HALB	S.Real/AutoBF	48.53	S2_NISSAN KEY FOB SQUAR	NO	4966301090
289070	11/04/2013	ZSCR	551	030-1	'045	S180144006	NA	A2C53408731	2	1301	circuit board assy TPM	NA	HALB	S.Real/AutoBF	97.06	S2_NISSAN KEY FOB SQUAR	NO	4966300900
289071	11/04/2013	ZSCR	551	030-1	'045	S180144006	NA	A2C53408731	4	1301	circuit board assy TPM	NA	HALB	S.Real/AutoBF	194.12	S2_NISSAN KEY FOB SQUAR	NO	4966300900
289072	11/04/2013	ZSCR	551	030-1	'045	S180144006	NA	A2C53408731	1	1301	circuit board assy TPM	NA	HALB	S.Real/AutoBF	48.53	S2_NISSAN KEY FOB SQUAR	NO	4966300900
289073	11/04/2013	ZSCR	551	030-1	'045	S180144006	NA	A2C53408731	6	1301	circuit board assy TPM	NA	HALB	S.Real/AutoBF	291.18	S2_NISSAN KEY FOB SQUAR	NO	4966300900
289074	11/04/2013	ZSCR	551	030-1	'045	S180144006	NA	A2C53408731	1	1301	circuit board assy TPM	NA	HALB	S.Real/AutoBF	48.53	S2_NISSAN KEY FOB SQUAR	NO	4966300900
289075	11/04/2013	ZSCR	551	030-1	'045	S180144006	NA	A2C53408731	1	1301	circuit board assy TPM	NA	HALB	S.Real/AutoBF	48.53	S2_NISSAN KEY FOB SQUAR	NO	4966300900
289076	11/04/2013	ZSCR	551	030-1	'045	S180144006	NA	A2C53408731	1	1301	circuit board assy TPM	NA	HALB	S.Real/AutoBF	48.53	S2_NISSAN KEY FOB SQUAR	NO	4966300900
289077	11/04/2013	ZSCR	551	040-3	'045	S180144006	NA	A2C53408731	2	1403	circuit board assy TPM	NA	HALB	S.Real/AutoBF	97.06	S2_NISSAN KEY FOB SQUAR	NO	4966301090
289078	11/04/2013	ZSCR	551	030-1	'045	S180144006	NA	A2C53408731	1	1301	circuit board assy TPM	NA	HALB	S.Real/AutoBF	48.53	S2_NISSAN KEY FOB SQUAR	NO	4966300900
289079	11/04/2013	ZSCR	551	030-1	'045	S180144006	NA	A2C53408731	2	1301	circuit board assy TPM	NA	HALB	S.Real/AutoBF	97.06	S2_NISSAN KEY FOB SQUAR	NO	4966300900
289080	12/04/2013	ZSCR	551	040-1	'045	S180144006	NA	A2C53408731	1	1401	circuit board assy TPM	NA	HALB	S.Real/AutoBF	48.53	S2_NISSAN KEY FOB SQUAR	NO	4966301008
289081	12/04/2013	ZSCR	551	040-1	'045	S180144006	NA	A2C53408731	1	1401	circuit board assy TPM	NA	HALB	S.Real/AutoBF	48.53	S2_NISSAN KEY FOB SQUAR	NO	4966301008
289082	12/04/2013	ZSCR	551	034-2	'045	S180144006	NA	A2C53408731	1	1342	circuit board assy TPM	NA	HALB	S.Real/AutoBF	48.53	S2_NISSAN KEY FOB SQUAR	NO	4966300930
289087	12/04/2013	ZSCR	551	034-2	'045	S180144006	NA	A2C53408731	6	1342	circuit board assy TPM	NA	HALB	S.Real/AutoBF	291.18	S2_NISSAN KEY FOB SQUAR	NO	4966300930
289223	12/04/2013	ZSCR	551	034-2	'045	S180039013	NA	A2C53303672	2	1342	Bracket	NA	ROH	NA	6.5	S2_RF TUNER_ANTONIO ALA	NO	4966303819
									23880									
