No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	Reason Code	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
269368	21/02/2013	ZSCR	551	030-1	NA	'045	5WK49670C	NA	A2C53285996B	1	1301	NA	HALB	S.Real	47.82	S2_KEY FOB_ANTONIO ALAR	NO	4965036764
269369	21/02/2013	ZSCR	551	030-1	NA	'045	5WK49670C	NA	A2C53285996B	1	1301	NA	HALB	S.Real	47.82	S2_KEY FOB_ANTONIO ALAR	NO	4965036764
269370	21/02/2013	ZSCR	551	030-1	NA	'054	5WK44630	NA	A2C3250900093	1	1301	NA	HALB	S.Real	134.66	PSAD_VW20_ULISES VILLEG	NO	4965028439
269388	21/02/2013	ZSCR	551	030-1	NA	'054	5WK44675	NA	A2C33000200	16	1301	NA	HALB	S.Real/AutoBF	1338.4	PS_FIAT BRAZIL_EDWIN RO	NO	4965028451
269390	21/02/2013	ZSCR	551	030-1	NA	'054	A2C53241828A	NA	A2C53241828B	4	1301	NA	HALB	S.Real/AutoBF	125.68	PS_FORD_	NO	4965028458
269438	21/02/2013	ZSCR	551	040-2	NA	'054	5WK44675	NA	A2C53408763	1	1402	NA	HALB	S.Real	169.37	PS_FIAT BRAZIL_EDWIN RO	NO	4965028376
269439	21/02/2013	ZSCR	551	034-2	NA	'054	A2C81543200	NA	A2C81543200	3	1342	NA	HALB	S.Real	1353.12	PS_ARAMIS 2012_EDWIN RO	NO	4965028285
269440	21/02/2013	ZSCR	551	050-3	NA	'054	5WK44564	NA	A2C32680400	2	1503	NA	HALB	S.Real	667.12	PS_HONDA HRS6_JUAN CHAV	NO	4965028405
269441	21/02/2013	ZSCR	551	050-1	NA	'054	5WK44630	NA	A2C32509000	1	1501	NA	HALB	S.Real	153.51	PSAD_VW20_ULISES VILLEG	NO	4965028418
269443	21/02/2013	ZSCR	551	034-2	NA	'054	5WK44285	NA	A2C53367544	1	1342	NA	HALB	S.Real	229.56	PS_VW10 LC_ULISES VILLE	NO	4965028411
269444	21/02/2013	ZSCR	551	040-1	NA	'054	5WY78881	NA	A2C53241830	1	1401	NA	HALB	S.Real	256.41	PS_FORD_	NO	4965028391
269447	21/02/2013	ZSCR	551	040-1	NA	'054	5WY75801	NA	A2C53095265	1	1401	NA	HALB	S.Real	208.3	PS_FORD_	NO	4965028387
269448	21/02/2013	ZSCR	551	040-1	NA	'054	5WY78881	NA	A2C53241830	1	1401	NA	HALB	S.Real	256.41	PS_FORD_	NO	4965028391
269449	21/02/2013	ZSCR	551	034-2	NA	'054	5WK44285	NA	A2C53367544	1	1342	NA	HALB	S.Real	229.56	PS_VW10 LC_ULISES VILLE	NO	4965028411
269450	21/02/2013	ZSCR	551	040-2	NA	'054	5WK44252	NA	A2C53364457	1	1402	NA	HALB	S.Real	105.89	OC_BOSE VW_ANA TAPIA-VI	NO	4965028268
269461	21/02/2013	ZSCR	551	050-3	NA	'054	5WK44287	NA	A2C53367546	1	1503	NA	HALB	S.Real	274.07	PS_VW10 LC_ULISES VILLE	NO	4965028415
269462	21/02/2013	ZSCR	551	040-1	NA	'054	A2C53375496	NA	A2C53375496	1	1401	NA	HALB	S.Real	318.89	PS_ARAMIS III_FERNANDO	NO	4965028292
269464	21/02/2013	ZSCR	551	040-1	NA	'054	5WK44771	NA	A2C81531200	1	1401	NA	HALB	S.Real	463.48	PS_ARAMIS III_FERNANDO	NO	4965028347
269466	21/02/2013	ZSCR	551	040-1	NA	'054	5WK44771	NA	A2C81531200	1	1401	NA	HALB	S.Real	463.48	PS_ARAMIS III_FERNANDO	NO	4965028350
269470	21/02/2013	ZSCR	551	040-1	NA	'054	A2C53375498	NA	A2C53375498	1	1401	NA	HALB	S.Real	460.02	PS_ARAMIS III_FERNANDO	NO	4965028334
269470	21/02/2013	ZSCR	551	040-1	NA	'054	A2C53375498	NA	A2C53375498	1	1401	NA	HALB	S.Real	460.02	PS_ARAMIS III_FERNANDO	NO	4965028334
269475	21/02/2013	ZSCR	551	030-1	NA	'054	5WK44630	NA	A2C32509000	1	1301	NA	HALB	S.Real	153.51	PSAD_VW20_ULISES VILLEG	NO	4965028426
269581	22/02/2013	ZSCR	551	040-2	NA	'054	A2C53399629	NA	A2C53399629	1	1402	NA	HALB	S.Real/AutoBF	359.52	PS_HONDA HRS5_	NO	4965028466
269582	22/02/2013	ZSCR	551	040-2	NA	'054	5WK44675	NA	A2C53408763	1	1402	NA	HALB	S.Real	169.37	PS_FIAT BRAZIL_EDWIN RO	NO	4965028376
269593	22/02/2013	ZSCR	551	040-2	NA	'045	5WK48042	NA	6598037612	1	1402	NA	HALB	S.Real	33.34	S2_NISSAN STEPS_ANTONIO	NO	4965036894
269615	22/02/2013	ZSCR	551	040-2	NA	'045	5WK49670C	NA	A2C53285996B	1	1402	NA	HALB	S.Real	47.82	S2_KEY FOB_ANTONIO ALAR	NO	4965036780
269615	22/02/2013	ZSCR	551	040-2	NA	'045	5WK49670C	NA	A2C53285996B	1	1402	NA	HALB	S.Real	47.82	S2_KEY FOB_ANTONIO ALAR	NO	4965036780
