No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	 	Batch ID	No.Parte	Cantidad	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP		
597798	10/03/2015	MB1A	551	95	K96019	'054	A2C8522100193	NA	A2C00035287	1	1095	"60V,2A,1,SCHOTTKY,SMB,RECT DIODE/SS26"		ROH	NA	0.52	PSAD_DAIMLER SMART_F.FE	NO			
597798	10/03/2015	MB1A	551	95	K96019	'054	A2C8522140193	NA	A2C00040894	206	1095	"2,PNP,RET,R<b>=10k R<e-b>=10k, 100mA,50"		ROH	NA	32.96	PSAD_DAIMLER SMART_F.FE	NO			
597798	10/03/2015	MB1A	551	95	K96019	'054	A2C8522140193	NA	A2C00045343	82	1095	"475R,1%,TK50,1W,MELF0207,LIN RES/MMB0207"		ROH	NA	21.32	PSAD_DAIMLER SMART_F.FE	NO			
597798	10/03/2015	MB1A	551	95	K96019	'054	A2C8522100193	NA	A2C00045343	36	1095	"475R,1%,TK50,1W,MELF0207,LIN RES/MMB0207"		ROH	NA	9.36	PSAD_DAIMLER SMART_F.FE	NO			
597798	10/03/2015	MB1A	551	95	K96019	'054	A2C8522140193	NA	A2C00049163	32	1095	"10uF,10%,16V,X7R,1206,Sn,CER CAP/"		ROH	NA	7.36	PSAD_DAIMLER SMART_F.FE	NO			
597798	10/03/2015	MB1A	551	95	K96019	'054	A2C8522100193	NA	A2C00049163	1	1095	"10uF,10%,16V,X7R,1206,Sn,CER CAP/"		ROH	NA	0.23	PSAD_DAIMLER SMART_F.FE	NO			
597798	10/03/2015	MB1A	551	95	K96019	'054	A2C8522100193	NA	A2C00051989	27	1095	"100uF,20%,35V,SMD,AL,ELEC CAP/"		ROH	NA	22.14	PSAD_DAIMLER SMART_F.FE	NO			
597798	10/03/2015	MB1A	551	95	K96019	'054	A2C8522140193	NA	A2C00052851	6	1095	"10R,1%,TK100,125mW,0805,LIN RES/D12 100"		ROH	NA	0.06	PSAD_DAIMLER SMART_F.FE	NO			
597798	10/03/2015	MB1A	551	95	K96019	'054	A2C8522140193	NA	A2C00064279	33	1095	"T FET/NTJD4001N,MOS,SMALLSIGNAL,SOT363"		ROH	NA	10.56	PSAD_DAIMLER SMART_F.FE	NO			
597799	10/03/2015	MB1A	551	95	K96019	'054	A2C9483240393	NA	A2C00000568	17	1095	"T BIP/BC 847S E6327,SOT363"		ROH	NA	2.55	PSAD_STAR 22_N.NORTON M	NO			
597799	10/03/2015	MB1A	551	95	K96019	'054	A2C9483240392	NA	A2C00000568	2	1095	"T BIP/BC 847S E6327,SOT363"		ROH	NA	0.3	PSAD_STAR 22_N.NORTON M	NO			
597799	10/03/2015	MB1A	551	95	K96019	'054	A2C9483240392	NA	A2C00004322	8	1095	"R LIN,5K62,1%,TK100,100mW,0603"		ROH	NA	0.08	PSAD_STAR 22_N.NORTON M	NO			
597799	10/03/2015	MB1A	551	95	K96019	'054	A2C9483240393	NA	A2C00006609	1	1095	"R LIN,100R,5%,TK200,63mW,0402"		ROH	NA	0.01	PSAD_STAR 22_N.NORTON M	NO			
597799	10/03/2015	MB1A	551	95	K96019	'054	A2C9483240393	NA	A2C00022910	3	1095	"C CER,X7R,22nF,10%,25V,0402,Sn"		ROH	NA	0.03	PSAD_STAR 22_N.NORTON M	NO			
597799	10/03/2015	MB1A	551	95	K96019	'054	A2C9483240392	NA	A2C00022910	1	1095	"C CER,X7R,22nF,10%,25V,0402,Sn"		ROH	NA	0.01	PSAD_STAR 22_N.NORTON M	NO			
597799	10/03/2015	MB1A	551	95	K96019	'054	A2C9483240392	NA	A2C00033919	1	1095	"1uF,10%,50V,X7R,1206,Sn,CER CAP/GCM"		ROH	NA	0.12	PSAD_STAR 22_N.NORTON M	NO			
597799	10/03/2015	MB1A	551	95	K96019	'054	A2C9483240393	NA	A2C00045900	5	1095	"C CER,X7R,470nF,10%,16V,0603,Sn,STANDARD"		ROH	NA	0.25	PSAD_STAR 22_N.NORTON M	NO			
597799	10/03/2015	MB1A	551	95	K96019	'054	A2C9483240393	NA	A2C00047805	9	1095	"1nF,10%,200V,X7R,0805,Sn,CER CAP/ ++ Ope"		ROH	NA	0.9	PSAD_STAR 22_N.NORTON M	NO			
597799	10/03/2015	MB1A	551	95	K96019	'054	A2C9483240393	NA	A2C00048076	72	1095	"47nF,10%,100V,X7R,0805,Sn,CER CAP/++ Ope"		ROH	NA	6.48	PSAD_STAR 22_N.NORTON M	NO			
597799	10/03/2015	MB1A	551	95	K96019	'054	A2C9483240392	NA	A2C00061984	11	1095	"IC BUS DRIV/TJA1043T and TLE6251-3G,SO14"		ROH	NA	45.65	PSAD_STAR 22_N.NORTON M	NO			
597799	10/03/2015	MB1A	551	95	K96019	'054	A2C9483240392	NA	A2C00064279	11	1095	"T FET/NTJD4001N,MOS,SMALLSIGNAL,SOT363"		ROH	NA	3.52	PSAD_STAR 22_N.NORTON M	NO			
597799	10/03/2015	MB1A	551	95	K96019	'054	A2C9483240392	NA	A2C00713300	10	1095	"D SC/SS26S,60V,2A,SMA"		ROH	NA	5.2	PSAD_STAR 22_N.NORTON M	NO			
597799	10/03/2015	MB1A	551	95	K96019	'054	A2C9483240393	NA	A2C00858500	3	1095	"L COIL/SLF12575T-151M1R5-H,150uH,1.5A,SM"		ROH	NA	8.1	PSAD_STAR 22_N.NORTON M	NO			
597799	10/03/2015	MB1A	551	95	K96019	'054	A2C9483240392	NA	A2C00888200	25	1095	"F BEAD/WECBA1806,90mOhm,1KOhm,1.5A,SMD"		ROH	NA	15.75	PSAD_STAR 22_N.NORTON M	NO			
597799	10/03/2015	MB1A	551	95	K96019	'054	A2C9483240393	NA	A2C01238800	90	1095	"C CER,X7R,10uF,10%,16V,1206,-,STANDARD +"		ROH	NA	20.7	PSAD_STAR 22_N.NORTON M	NO			
597799	10/03/2015	MB1A	551	95	K96019	'054	A2C9483240393	NA	A2C52003076	1	1095	"1,PNP,NORMAL,1.5A,80V,SOT223,BIP/BCP53-1"		ROH	NA	0.32	PSAD_STAR 22_N.NORTON M	NO			
597845	11/03/2015	ZSCR	551	030-1	NA	'054	A2C37964112	NA	A2C35116201	2	1301	pcb assy DAGSTAR2 D_13	NA	HALB	S.Real	821.22	PSAD_DAIMLER STAR 2_A.A	NO	4987640440		
597850	11/03/2015	ZSCR	551	030-1	NA	'054	5WK44252	NA	A2C53364457	1	1301	pcb assy	NA	HALB	S.Real/AutoBF	103.53	OC_BOSE VW_A.ANA TAPIA-	NO	4987612402		
597856	11/03/2015	ZSCR	551	030-1	NA	'054	A2C30910800	NA	A2C32509000	1	1301	pcb assy VW20 V01	NA	HALB	S.Real	140.87	PSAD_VW20_.	NO	4987639453		
597857	11/03/2015	ZSCR	551	030-1	NA	'054	5WK44630	NA	A2C32509000	1	1301	pcb assy VW20 V01	NA	HALB	S.Real	140.87	PSAD_VW20_.	NO	4987638961		
597866	11/03/2015	ZSCR	551	030-1	NA	'054	5WK44285	NA	A2C53367544	2	1301	ACU VW10 MY10 M35 08 04 0 0 0 000	NA	HALB	S.Real	451.38	PS_VW10 LC_.	NO	4987614798		
597897	11/03/2015	ZSCR	551	030-1	NA	'054	6592827601V02	NA	A2C53287874	12	1301	pcb assy	NA	HALB	S.Real	689.28	OC_OCS NISSAN_A.ANA TAP	NO	4987639447		
597899	11/03/2015	ZSCR	551	030-1	NA	'054	5WK44822	NA	A2C32679900	24	1301	pcb	NA	ROH	NA	465.84	PS_HONDA HRS6_J.JUAN CH	NO	4987639404		
597900	11/03/2015	ZSCR	551	030-1	NA	'054	5WKHRS5	NA	A2C53295039	6	1301	pcb HONDA ACU16 main	NA	ROH	NA	105.6	PS_HONDA HRS6_J.JUAN CH	NO	4987639434		
597902	11/03/2015	ZSCR	551	030-1	NA	'054	A2C30910800	NA	A2C32508800	10	1301	pcb	NA	ROH	NA	121.1	PSAD_VW20_.	NO	4987639453		
597903	11/03/2015	ZSCR	551	030-1	NA	'054	A2C92704001	NA	A2C96631600	2	1301	pcb assy DAGSTAR2 ISC with SW	NA	HALB	S.Real	822.1	PSAD_DAIMLER STAR2_ISC_	NO			
597904	11/03/2015	ZSCR	551	030-1	NA	'054	A2C33330515	NA	A2C9663150093	1	1301	pcb assy DAGSTAR2 ISC with SW SMD TOP	NA	HALB	S.Real	433.58	PSAD_DAIMLER STAR2_ISC_	NO	4987639581		
597905	11/03/2015	ZSCR	551	030-1	NA	'054	A2C53398590	NA	A2C53399620A	1	1301	circuit board assy	NA	HALB	S.Real	183.52	PS_HONDA HRS5_.	NO	4987640591		
597908	11/03/2015	ZSCR	551	030-1	NA	'054	A2C30910800	NA	A2C32509000	1	1301	pcb assy VW20 V01	NA	HALB	S.Real	140.87	PSAD_VW20_.	NO	4987639453		
597910	11/03/2015	ZSCR	551	030-1	NA	'054	A2C85606200	NA	A2C3268040002	3	1301	pcb assy HONHRS6 V11B	NA	HALB	S.Real/AutoBF	954.57	PS_HONDA HRS6_J.JUAN CH	NO	4987612376		
597912	11/03/2015	ZSCR	551	030-1	NA	'054	A2C8021770002	NA	A2C8021770093	1	1301	pcb assy HONHRS6 V20 TOP	NA	HALB	S.Real	272.45	PS_HONDA HRS6_J.JUAN CH	NO			
597913	11/03/2015	ZSCR	551	030-1	NA	'054	A2C53364457	NA	A2C53364457A	1	1301	subensamble de SMD BoSe VW Top	NA	HALB	S.Real	77.27	OC_BOSE VW_A.ANA TAPIA-	NO	4987640541		
597921	11/03/2015	ZSCR	551	030-1	NA	'054	A2C53416946	NA	A2C53417068A	1	1301	VW10 circuit board assy 8FL SMD Top	NA	HALB	S.Real	175.99	PS_VW10 LC_.	NO			
597926	11/03/2015	ZSCR	551	030-1	NA	'054	A2C92704001	NA	A2C9663160092	1	1301	pcb assy DAGSTAR2 ISC with SW SMD BOT	NA	HALB	S.Real/AutoBF	169.71	PSAD_DAIMLER STAR2_ISC_	NO	4987612491		
597930	11/03/2015	ZSCR	551	030-1	NA	'054	A2C53404915A	NA	A2C53404915B	1	1301	circuit board assy	NA	HALB	S.Real/AutoBF	58.07	PS_HONDA HRS5_.	NO	4987612422		
597933	11/03/2015	ZSCR	551	030-1	NA	'054	A2C8021770002	NA	A2C8021770093	1	1301	pcb assy HONHRS6 V20 TOP	NA	HALB	S.Real	272.45	PS_HONDA HRS6_J.JUAN CH	NO			
597935	11/03/2015	ZSCR	551	030-1	NA	'054	5WK44675	NA	A2C33000300	1	1301	pcb assy	NA	HALB	S.Real	125.41	PS_FIAT BRAZIL_.	NO	STOCK		
597936	11/03/2015	ZSCR	551	030-1	NA	'054	A2C37924700	NA	A2C3774430093	1	1301	FIAT 326 3V SMT TOP	NA	HALB	S.Real	125.56	PS_FIAT BRAZIL_.	NO	4987640430		
597990	11/03/2015	ZSCR	551	030-1	NA	'054	A2C8021770002	NA	A2C8021770092	1	1301	pcb assy HONHRS6 V20 BOTTOM	NA	HALB	S.Real/AutoBF	51	PS_HONDA HRS6_J.JUAN CH	NO	4987612474		
597991	11/03/2015	ZSCR	551	030-1	NA	'054	A2C8021770002	NA	A2C8021770093	1	1301	pcb assy HONHRS6 V20 TOP	NA	HALB	S.Real	272.45	PS_HONDA HRS6_J.JUAN CH	NO			
597992	11/03/2015	ZSCR	551	030-1	NA	'054	A2C8021770002	NA	A2C8021770093	1	1301	pcb assy HONHRS6 V20 TOP	NA	HALB	S.Real	272.45	PS_HONDA HRS6_J.JUAN CH	NO			
597993	11/03/2015	ZSCR	551	030-1	NA	'054	A2C8021770002	NA	A2C8021770093	1	1301	pcb assy HONHRS6 V20 TOP	NA	HALB	S.Real	272.45	PS_HONDA HRS6_J.JUAN CH	NO			
597994	11/03/2015	ZSCR	551	030-1	NA	'054	A2C8021770002	NA	A2C8021770093	1	1301	pcb assy HONHRS6 V20 TOP	NA	HALB	S.Real	272.45	PS_HONDA HRS6_J.JUAN CH	NO			
597995	11/03/2015	ZSCR	551	030-1	NA	'054	A2C8021770002	NA	A2C8021770093	6	1301	pcb assy HONHRS6 V20 TOP	NA	HALB	S.Real	1634.7	PS_HONDA HRS6_J.JUAN CH	NO			
597998	11/03/2015	ZSCR	551	030-1	NA	'054	A2C53395077	NA	A2C53395076	14	1301	pcb IEEZZDIV	NA	ROH	NA	112.7	OC_BOSE VW_A.ANA TAPIA-	NO	4987640584		
598001	11/03/2015	ZSCR	551	030-1	NA	'054	5WK44285	3	5WK44285	1	1301	ACU VW10 MY09 M35	NA	FERT	NA	231.46	PS_VW10 LC_.	NO	4987612024		
598002	11/03/2015	ZSCR	551	030-1	NA	'054	5WK44508	NA	A2C53416946	1	1301	ACU VW10 MY11 M35 08 04 0 0 0 000	NA	HALB	S.Real	225.94	PS_VW10 LC_.	NO	4987615035		
598022	11/03/2015	ZSCR	551	040-5	NA	'054	5WK44508	1	5WK44508	1	1405	ACU VW10 MY09 M35	NA	FERT	NA	235.03	PS_VW10 LC_.	NO	4987613078		
598025	11/03/2015	ZSCR	551	034-2	NA	'054	5WK44508	NA	A2C00027389	1	1342	cover	NA	ROH	NA	2.83	PS_VW10 LC_.	NO	4987615035		
598046	11/03/2015	ZSCR	551	034-4	NA	'054	A2C89730900	NA	A2C8021660002	1	1344	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	317.05	PS_HONDA HRS6_J.JUAN CH	NO	4987612573		
598058	11/03/2015	ZSCR	551	034-2	NA	'054	5WK43242	NA	6593571403	13	1342	ETIQUETA C/ROTULO DE ADVERTENC s/d	NA	ROH	NA	10.92	PS_HONDA HRS6_J.JUAN CH	NO	4987613162		
598058	11/03/2015	ZSCR	551	034-2	NA	'054	5WK44564	NA	6593831401	66	1342	WARNING LABEL c/d/i HONDA	NA	ROH	NA	77.22	PS_HONDA HRS6_J.JUAN CH	NO	4987614391		
598061	11/03/2015	ZSCR	551	034-4	NA	'054	5WK44675	NA	A2C53408763	1	1344	pcb assy FIA326 OCS V15	NA	HALB	S.Real	169.06	PS_FIAT BRAZIL_.	NO	4987639331		
598065	11/03/2015	ZSCR	551	034-2	NA	'054	5WK44077	NA	A2C53340359	1	1342	keypad assy	NA	HALB	S.Real/AutoBF	496.87	OC_OCS NISSAN_A.ANA TAP	NO	4987612521		
598072	11/03/2015	ZSCR	551	034-2	NA	'054	A2C38171901	NA	A2C53424040	29	1342	"pan head screw M3,5 x 12,00 1268"	NA	ROH	NA	8.41	PSAD_DAIMLER STAR2_ISC_	NO	4987640455		
598072	11/03/2015	ZSCR	551	034-2	NA	'054	A2C38172003	NA	A2C83435000	4	1342	cover FIP T BK	NA	ROH	NA	71.24	PSAD_DAIMLER STAR2_ISC_	NO	4987640482		
598075	11/03/2015	ZSCR	551	034-2	NA	'054	5WK44748	NA	A2C53397769	2	1342	housing	NA	ROH	NA	45.72	PS_HONDA HRS6_J.JUAN CH	NO	4987639338		
598079	11/03/2015	ZSCR	551	034-2	NA	'054	5WK44286	NA	A2C00027389	1	1342	cover	NA	ROH	NA	2.83	PS_VW10 LC_.	NO	4987614814		
598082	11/03/2015	ZSCR	551	042-4	NA	'054	A2C32453910	NA	A2C53330109	14	1424	socket	NA	ROH	NA	244.86	PSAD_DAIMLER STAR2_ISC_	NO	4987639486		
598087	11/03/2015	ZSCR	551	040-5	NA	'054	5WK44508	NA	A2C53416946	3	1405	ACU VW10 MY11 M35 08 04 0 0 0 000	NA	HALB	S.Real	677.82	PS_VW10 LC_.	NO	4987615035		
598088	11/03/2015	ZSCR	551	040-5	NA	'054	5WK44285	NA	A2C53367544	3	1405	ACU VW10 MY10 M35 08 04 0 0 0 000	NA	HALB	S.Real	677.07	PS_VW10 LC_.	NO	4987614798		
598090	11/03/2015	ZSCR	551	040-3	NA	'054	A2C32453911	NA	A2C3511610193	2	1403	pcb assy DAGSTAR2 D_12 SMD TOP	NA	HALB	S.Real	633.54	PSAD_DAIMLER STAR 2_A.A	NO	4987639493		
598094	11/03/2015	ZSCR	551	040-3	NA	'054	A2C33330515	NA	A2C9663150093	1	1403	pcb assy DAGSTAR2 ISC with SW SMD TOP	NA	HALB	S.Real	433.58	PSAD_DAIMLER STAR 2_A.A	NO	4987639581		
598096	11/03/2015	ZSCR	551	040-1	NA	'054	A2C33330515	NA	A2C96631500	1	1401	pcb assy DAGSTAR2 ISC with SW	NA	HALB	S.Real	511.46	PSAD_DAIMLER STAR 2_A.A	NO	4987639581		
598098	11/03/2015	ZSCR	551	042-4	NA	'054	A2C92704001	NA	A2C96631600	1	1424	pcb assy DAGSTAR2 ISC with SW	NA	HALB	S.Real	411.05	PSAD_DAIMLER STAR2_ISC_	NO			
598106	11/03/2015	ZSCR	551	042-4	NA	'054	A2C92704001	NA	A2C91600800	1	1424	multipoint connector124/ 76P H 2SYS 1018	NA	ROH	NA	51.68	PSAD_DAIMLER STAR2_ISC_	NO			
598108	11/03/2015	ZSCR	551	042-4	NA	'054	A2C96660500	NA	A2C95898500	1	1424	multipoint connector 56/ 26P H 2SYS BE 5	NA	ROH	NA	23.79	PS_FIAT BRAZIL_.	NO			
598111	11/03/2015	ZSCR	551	042-4	NA	'054	A2C92704001	NA	A2C96631600	2	1424	pcb assy DAGSTAR2 ISC with SW	NA	HALB	S.Real	822.1	PSAD_DAIMLER STAR2_ISC_	NO			
598116	11/03/2015	ZSCR	551	040-3	NA	'054	5WK44252	2	5WK44252	1	1403	BoSe VW	NA	FERT	NA	104.03	OC_BOSE VW_A.ANA TAPIA-	NO	4987613052		
598117	11/03/2015	ZSCR	551	034-2	NA	'054	5WK44252	NA	A2C53098572	30	1342	label	NA	ROH	NA	13.2	OC_BOSE VW_A.ANA TAPIA-	NO	4987613455		
598120	11/03/2015	ZSCR	551	050-3	NA	'054	5WK44675	3	5WK44675	1	1503	ACU FIA326 MY10 S10 06 02 0 0 0	NA	FERT	NA	170.12	PS_FIAT BRAZIL_.	NO	4987614953		
598130	11/03/2015	ZSCR	551	050-3	NA	'054	5WK44292	NA	A2C53395077	1	1503	pcb assy	NA	HALB	S.Real	71.83	OC_BOSE BMW_A.ANA TAPIA	NO	4987614822		
598132	11/03/2015	ZSCR	551	042-4	NA	'054	A2C5339962902	NA	A2C5339962902	1	1424	pcb assy HONHRS5 RO V13B	NA	HALB	S.Real/AutoBF	347.58	PS_HONDA HRS5_.	NO	4987612617		
598133	11/03/2015	ZSCR	551	040-1	NA	'054	A2C92704001	NA	A2C96631600	1	1401	pcb assy DAGSTAR2 ISC with SW	NA	HALB	S.Real	411.05	PSAD_DAIMLER STAR2_ISC_	NO			
598134	11/03/2015	ZSCR	551	042-4	NA	'054	5WK44508SP	NA	A2C53416946	1	1424	ACU VW10 MY11 M35 08 04 0 0 0 000	NA	HALB	S.Real	225.94	PS_VW10 LC_.	NO	4987615059		
598135	11/03/2015	ZSCR	551	040-2	NA	'054	A2C81625900	3	A2C81625900	1	1402	ACU HONHRS5 MY13 S10 09 04 0 0 0 000	NA	FERT	NA	239.2	PS_HONDA HRS6_J.JUAN CH	NO	4987612114		
598136	11/03/2015	ZSCR	551	040-1	NA	'054	A2C37924700	NA	A2C37744300	1	1401	pcb assy PTFSPEED15 V01	NA	HALB	S.Real	168.42	PS_FIAT BRAZIL_.	NO	4987640430		
598137	11/03/2015	ZSCR	551	040-5	NA	'054	A2C37964112	4	A2C37964112	1	1405	ACU DAGS2W222 MY12 S15 28 09 0 1 0 000	NA	FERT	NA	441.02	PSAD_DAIMLER STAR 2_A.A	NO	4987613100		
598138	11/03/2015	ZSCR	551	034-2	NA	'054	A2C32453912	NA	A2C35116101	1	1342	pcb assy DAGSTAR2 D_12	NA	HALB	S.Real	394.8	PSAD_DAIMLER STAR 2_A.A	NO	4987639506		
598139	11/03/2015	ZSCR	551	040-2	NA	'054	A2C92704001	06AC	A2C92704001	1	1402	ACU DAGS2WS205 MY14 S15 20 09 1 0 0 HSA	NA	FERT	NA	452.53	PSAD_DAIMLER STAR2_ISC_	NO	4987612143		
598143	11/03/2015	ZSCR	551	042-4	NA	'054	5WK44508	NA	A2C53416946	6	1424	ACU VW10 MY11 M35 08 04 0 0 0 000	NA	HALB	S.Real	1355.64	PS_VW10 LC_.	NO	4987615035		
598152	11/03/2015	ZSCR	551	035-1	0	'054	5WY82750	NA	A2C53240404	0.440	1351	sealing compound		ROH	NA	152.28	PSAD_EPSILON_N.NORTON M	NO	4987614770		
598152	11/03/2015	ZSCR	551	035-1	0	'054	5WY79410	NA	A2C53240404	1.070	1351	sealing compound		ROH	NA	370.32	PSAD_EPSILON_N.NORTON M	NO	4987614770		
598152	11/03/2015	ZSCR	551	035-1	0	'054	5WY79390	NA	A2C53240404	0.010	1351	sealing compound		ROH	NA	3.46	PSAD_EPSILON_N.NORTON M	NO	4987614770		
598152	11/03/2015	ZSCR	551	035-1	0	'054	5WY77076	NA	A2C53240404	0.480	1351	sealing compound		ROH	NA	166.12	PSAD_EPSILON_N.NORTON M	NO	4987614770		
598152	11/03/2015	ZSCR	551	035-1	0	'054	5WY75940	NA	A2C53240404	0.210	1351	sealing compound		ROH	NA	72.68	PSAD_EPSILON_N.NORTON M	NO	4987614770		
598152	11/03/2015	ZSCR	551	035-1	0	'054	5WY74100	NA	A2C53240404	0.290	1351	sealing compound		ROH	NA	100.37	PSAD_EPSILON_N.NORTON M	NO	4987614770		
598154	11/03/2015	ZSCR	551	035-1	0	'054	A2C89730900	NA	A2C90593800	10097.450	1351	insulating lacquer ELPEGUARD SL 1307 FLZ		ROH	NA	3534.11	PS_HONDA HRS6_N.NORTON	NO			
598244	11/03/2015	ZSCR	551	035-1	0	'054	5WK44285	NA	A2C00014697	130.416	1351	sticker		ROH	NA	69.12	PS_VW10 LC_N.NORTON MAR	NO	4987614621		
598244	11/03/2015	ZSCR	551	035-1	0	'054	5WK44508	NA	A2C00014697	758.661	1351	sticker		ROH	NA	402.09	PS_VW10 LC_N.NORTON MAR	NO	4987614621		
598244	11/03/2015	ZSCR	551	035-1	0	'054	5WK44508EXP	NA	A2C00014697	133.923	1351	sticker		ROH	NA	70.98	PS_VW10 LC_N.NORTON MAR	NO	4987614621		
598245	11/03/2015	ZSCR	551	035-1	0	'054	A2C92078400	NA	6593331401	4.278692578	1351	ETIQUETA DE IDENTIFIC. HONDA		ROH	NA	1.16	PS_HONDA HRS5_N.NORTON	NO	4987613576		
598245	11/03/2015	ZSCR	551	035-1	0	'054	A2C92078500	NA	6593331401	30.44454334	1351	ETIQUETA DE IDENTIFIC. HONDA		ROH	NA	8.22	PS_HONDA HRS5_N.NORTON	NO	4987613576		
598245	11/03/2015	ZSCR	551	035-1	0	'054	A2C92079000	NA	6593331401	13.16520793	1351	ETIQUETA DE IDENTIFIC. HONDA		ROH	NA	3.55	PS_HONDA HRS5_N.NORTON	NO	4987613576		
598245	11/03/2015	ZSCR	551	035-1	0	'054	A2C94504200	NA	6593331401	33.73584532	1351	ETIQUETA DE IDENTIFIC. HONDA		ROH	NA	9.11	PS_HONDA HRS5_N.NORTON	NO	4987613576		
598245	11/03/2015	ZSCR	551	035-1	0	'054	A2C94504300	NA	6593331401	15.63368442	1351	ETIQUETA DE IDENTIFIC. HONDA		ROH	NA	4.22	PS_HONDA HRS5_N.NORTON	NO	4987613576		
598245	11/03/2015	ZSCR	551	035-1	0	'054	A2C94819900	NA	6593331401	317.2815112	1351	ETIQUETA DE IDENTIFIC. HONDA		ROH	NA	85.67	PS_HONDA HRS5_N.NORTON	NO	4987613576		
598245	11/03/2015	ZSCR	551	035-1	0	'054	A2C91739500	NA	6593331401	0.329130198	1351	ETIQUETA DE IDENTIFIC. HONDA		ROH	NA	0.09	PS_HONDA HRS5_N.NORTON	NO	4987613576		
598245	11/03/2015	ZSCR	551	035-1	0	'054	A2C87038500	NA	6593331401	412.8115512	1351	ETIQUETA DE IDENTIFIC. HONDA		ROH	NA	111.46	PS_HONDA HRS5_N.NORTON	NO	4987613576		
598245	11/03/2015	ZSCR	551	035-1	0	'054	A2C87038900	NA	6593331401	1.645650991	1351	ETIQUETA DE IDENTIFIC. HONDA		ROH	NA	0.44	PS_HONDA HRS5_N.NORTON	NO	4987613576		
598245	11/03/2015	ZSCR	551	035-1	0	'054	A2C87038400	NA	6593331401	2.468476487	1351	ETIQUETA DE IDENTIFIC. HONDA		ROH	NA	0.67	PS_HONDA HRS5_N.NORTON	NO	4987613576		
598245	11/03/2015	ZSCR	551	035-1	0	'054	A2C81622000	NA	6593331401	7.405429462	1351	ETIQUETA DE IDENTIFIC. HONDA		ROH	NA	2	PS_HONDA HRS5_N.NORTON	NO	4987613576		
598245	11/03/2015	ZSCR	551	035-1	0	'054	A2C81625700	NA	6593331401	121.8604559	1351	ETIQUETA DE IDENTIFIC. HONDA		ROH	NA	32.9	PS_HONDA HRS5_N.NORTON	NO	4987613576		
598245	11/03/2015	ZSCR	551	035-1	0	'054	A2C81625900	NA	6593331401	88.86515354	1351	ETIQUETA DE IDENTIFIC. HONDA		ROH	NA	23.99	PS_HONDA HRS5_N.NORTON	NO	4987613576		
598245	11/03/2015	ZSCR	551	035-1	0	'054	A2C83219900	NA	6593331401	4.114127479	1351	ETIQUETA DE IDENTIFIC. HONDA		ROH	NA	1.11	PS_HONDA HRS5_N.NORTON	NO	4987613576		
598245	11/03/2015	ZSCR	551	035-1	0	'054	5WK44592	NA	6593331401	66.7311477	1351	ETIQUETA DE IDENTIFIC. HONDA		ROH	NA	18.02	PS_HONDA HRS5_N.NORTON	NO	4987613576		
598245	11/03/2015	ZSCR	551	035-1	0	'054	5WK44688	NA	6593331401	0.246847649	1351	ETIQUETA DE IDENTIFIC. HONDA		ROH	NA	0.07	PS_HONDA HRS5_N.NORTON	NO	4987613576		
598245	11/03/2015	ZSCR	551	035-1	0	'054	5WK44696	NA	6593331401	4.114	1351	ETIQUETA DE IDENTIFIC. HONDA		ROH	NA	1.11	PS_HONDA HRS5_N.NORTON	NO	4987613636		
598245	11/03/2015	ZSCR	551	035-1	0	'054	5WK44591	NA	6593331401	13.165	1351	ETIQUETA DE IDENTIFIC. HONDA		ROH	NA	3.55	PS_HONDA HRS5_N.NORTON	NO	4987613636		
598245	11/03/2015	ZSCR	551	035-1	0	'054	5WK44514	NA	6593331401	1.646	1351	ETIQUETA DE IDENTIFIC. HONDA		ROH	NA	0.44	PS_HONDA HRS5_N.NORTON	NO	4987613636		
598245	11/03/2015	ZSCR	551	035-1	0	'054	5WK43767	NA	6593331401	6.582603966	1351	ETIQUETA DE IDENTIFIC. HONDA		ROH	NA	1.78	PS_HONDA HRS5_N.NORTON	NO	4987613214		
598245	11/03/2015	ZSCR	551	035-1	0	'054	5WK43772	NA	6593331401	3.538149632	1351	ETIQUETA DE IDENTIFIC. HONDA		ROH	NA	0.96	PS_HONDA HRS5_N.NORTON	NO	4987613236		
598245	11/03/2015	ZSCR	551	035-1	0	'054	5WK43773	NA	6593331401	0.164565099	1351	ETIQUETA DE IDENTIFIC. HONDA		ROH	NA	0.04	PS_HONDA HRS5_N.NORTON	NO	4987613248		
598245	11/03/2015	ZSCR	551	035-1	0	'054	5WK43950	NA	6593331401	3.291301983	1351	ETIQUETA DE IDENTIFIC. HONDA		ROH	NA	0.89	PS_HONDA HRS5_N.NORTON	NO	4987613285		
598245	11/03/2015	ZSCR	551	035-1	0	'054	5WK44051	NA	6593331401	0.822825496	1351	ETIQUETA DE IDENTIFIC. HONDA		ROH	NA	0.22	PS_HONDA HRS5_N.NORTON	NO	4987613307		
598245	11/03/2015	ZSCR	551	035-1	0	'054	5WK44225	NA	6593331401	5.75977847	1351	ETIQUETA DE IDENTIFIC. HONDA		ROH	NA	1.56	PS_HONDA HRS5_N.NORTON	NO	4987613374		
