No.Item	Txs SAP	Mov	Código Scrap	O.I.	Parte Padre	Batch ID	No.Parte	Cantidad	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	No.Docto.SAP		
139059	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40000930	12	1351	"C CER,C0G,100pF,5%,50V,1.05*0.55*0.55,-"		ROH	NA	0.24	4957112416		
139059	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40000930	8	1351	"C CER,C0G,100pF,5%,50V,1.05*0.55*0.55,-"		ROH	NA	0.16	4957112319		
139059	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40000930	80	1351	"C CER,C0G,100pF,5%,50V,1.05*0.55*0.55,-"		ROH	NA	1.6	4957112269		
139059	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40001030	4	1351	"R LIN,120K,5%,TK200,63mW,0402"		ROH	NA	0.04	4957112613		
139059	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40001030	4	1351	"R LIN,120K,5%,TK200,63mW,0402"		ROH	NA	0.04	4957112416		
139059	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40001030	3	1351	"R LIN,120K,5%,TK200,63mW,0402"		ROH	NA	0.03	4957112319		
139059	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40001030	27	1351	"R LIN,120K,5%,TK200,63mW,0402"		ROH	NA	0.27	4957112269		
139059	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40001174	9	1351	"C CER,C0G,220pF,5%,50V,0402,++ only for"		ROH	NA	0.27	4957112613		
139059	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40001174	8	1351	"C CER,C0G,220pF,5%,50V,0402,++ only for"		ROH	NA	0.24	4957112416		
139059	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40001174	6	1351	"C CER,C0G,220pF,5%,50V,0402,++ only for"		ROH	NA	0.18	4957112319		
139059	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40001174	53	1351	"C CER,C0G,220pF,5%,50V,0402,++ only for"		ROH	NA	1.59	4957112269		
139059	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40001843	4	1351	"R LIN,182R,1%,TK100,125mW,0805"		ROH	NA	0.04	4957112613		
139059	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40001843	4	1351	"R LIN,182R,1%,TK100,125mW,0805"		ROH	NA	0.04	4957112416		
139059	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40001843	3	1351	"R LIN,182R,1%,TK100,125mW,0805"		ROH	NA	0.03	4957112319		
139059	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40001843	27	1351	"R LIN,182R,1%,TK100,125mW,0805"		ROH	NA	0.27	4957112269		
139059	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40001999	18	1351	"R LIN,10R,5%,TK200,750mW,2010"		ROH	NA	1.98	4957112613		
139059	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40001999	16	1351	"R LIN,10R,5%,TK200,750mW,2010"		ROH	NA	1.76	4957112416		
139059	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40001999	11	1351	"R LIN,10R,5%,TK200,750mW,2010"		ROH	NA	1.21	4957112319		
139059	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40001999	107	1351	"R LIN,10R,5%,TK200,750mW,2010"		ROH	NA	11.77	4957112269		
139059	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40002004	9	1351	"R LIN,1K3,5%,TK200,750mW,2010"		ROH	NA	0.99	4957112613		
139059	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40002004	8	1351	"R LIN,1K3,5%,TK200,750mW,2010"		ROH	NA	0.88	4957112416		
139059	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40002004	6	1351	"R LIN,1K3,5%,TK200,750mW,2010"		ROH	NA	0.66	4957112319		
139059	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40002004	53	1351	"R LIN,1K3,5%,TK200,750mW,2010"		ROH	NA	5.83	4957112269		
139059	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40002161	11	1351	"R LIN,270R,5%,TK200,100mW,0603"		ROH	NA	0.11	4957112319		
139059	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40002209	27	1351	"R LIN,4K7,5%,TK200,100mW,0603"		ROH	NA	0.27	4957112613		
139059	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40002209	25	1351	"R LIN,4K7,5%,TK200,100mW,0603"		ROH	NA	0.25	4957112416		
139059	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40002209	17	1351	"R LIN,4K7,5%,TK200,100mW,0603"		ROH	NA	0.17	4957112319		
139059	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40002209	160	1351	"R LIN,4K7,5%,TK200,100mW,0603"		ROH	NA	1.6	4957112269		
139059	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40002211	4	1351	"R LIN,RESISTANCE ENTRY MISSING,5%,TK400,"		ROH	NA	0.04	4957112613		
139059	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40002211	3	1351	"R LIN,RESISTANCE ENTRY MISSING,5%,TK400,"		ROH	NA	0.03	4957112319		
139059	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40002302	9	1351	"R LIN,24K9,1%,TK100,63mW,0402"		ROH	NA	0.09	4957112613		
139059	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40002302	8	1351	"R LIN,24K9,1%,TK100,63mW,0402"		ROH	NA	0.08	4957112416		
139059	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40002302	6	1351	"R LIN,24K9,1%,TK100,63mW,0402"		ROH	NA	0.06	4957112319		
139059	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40002302	53	1351	"R LIN,24K9,1%,TK100,63mW,0402"		ROH	NA	0.53	4957112269		
139059	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40002317	80	1351	"R LIN,68K1,1%,TK100,63mW,0402"		ROH	NA	0.8	4957112269		
139059	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40003069	18	1351	"R LIN,2K21,1%,TK100,100mW,0603"		ROH	NA	0.18	4957112613		
139059	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40003069	16	1351	"R LIN,2K21,1%,TK100,100mW,0603"		ROH	NA	0.16	4957112416		
139059	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40003069	11	1351	"R LIN,2K21,1%,TK100,100mW,0603"		ROH	NA	0.11	4957112319		
139059	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40005516	9	1351	"R NET,270R,5%,63mW,1206"		ROH	NA	0.27	4957112613		
139059	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40005516	8	1351	"R NET,270R,5%,63mW,1206"		ROH	NA	0.24	4957112416		
139059	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40005516	6	1351	"R NET,270R,5%,63mW,1206"		ROH	NA	0.18	4957112319		
139059	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40005516	53	1351	"R NET,270R,5%,63mW,1206"		ROH	NA	1.59	4957112269		
139059	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40005518	53	1351	"R NET,1K,5%,63mW,1206"		ROH	NA	1.59	4957112269		
139059	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40005523	22	1351	"R NET,10K,5%,63mW,1206"		ROH	NA	0.66	4957112613		
139059	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40005523	25	1351	"R NET,10K,5%,63mW,1206"		ROH	NA	0.75	4957112416		
139059	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40005523	14	1351	"R NET,10K,5%,63mW,1206"		ROH	NA	0.42	4957112319		
139059	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40005523	107	1351	"R NET,10K,5%,63mW,1206"		ROH	NA	3.21	4957112269		
139059	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40005533	76	1351	"R NET,120K,5%,63mW,1206"		ROH	NA	2.28	4957112613		
139059	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40005533	69	1351	"R NET,120K,5%,63mW,1206"		ROH	NA	2.07	4957112416		
139059	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40005533	48	1351	"R NET,120K,5%,63mW,1206"		ROH	NA	1.44	4957112319		
139059	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40005533	508	1351	"R NET,120K,5%,63mW,1206"		ROH	NA	15.24	4957112269		
139059	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40005535	49	1351	"R NET,200K,5%,63mW,1206"		ROH	NA	1.47	4957112613		
139059	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40005535	45	1351	"R NET,200K,5%,63mW,1206"		ROH	NA	1.35	4957112416		
139059	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40005535	31	1351	"R NET,200K,5%,63mW,1206"		ROH	NA	0.93	4957112319		
139059	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40005535	401	1351	"R NET,200K,5%,63mW,1206"		ROH	NA	12.03	4957112269		
139059	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40006972	72	1351	"C CER,X7R,100nF,10%,50V,0805,-"		ROH	NA	2.88	4957112613		
139059	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40006972	65	1351	"C CER,X7R,100nF,10%,50V,0805,-"		ROH	NA	2.6	4957112416		
139059	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40006972	45	1351	"C CER,X7R,100nF,10%,50V,0805,-"		ROH	NA	1.8	4957112319		
139059	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40006972	428	1351	"C CER,X7R,100nF,10%,50V,0805,-"		ROH	NA	17.12	4957112269		
139059	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40006996	4	1351	"C CER,X7R,4.7nF,10%,50V,0805,-"		ROH	NA	0.16	4957112613		
139059	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40006996	4	1351	"C CER,X7R,4.7nF,10%,50V,0805,-"		ROH	NA	0.16	4957112416		
139059	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40006996	3	1351	"C CER,X7R,4.7nF,10%,50V,0805,-"		ROH	NA	0.12	4957112319		
139059	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40006996	27	1351	"C CER,X7R,4.7nF,10%,50V,0805,-"		ROH	NA	1.08	4957112269		
139059	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40007008	4	1351	"C CER,C0G,2.2pF,0.1pF,50V,0402,-"		ROH	NA	0.08	4957112416		
139059	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40007008	3	1351	"C CER,C0G,2.2pF,0.1pF,50V,0402,-"		ROH	NA	0.06	4957112319		
139059	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40007009	4	1351	"C CER,C0G,2.7pF,0.1pF,50V,0402,-"		ROH	NA	0.08	4957112613		
139059	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40007009	27	1351	"C CER,C0G,2.7pF,0.1pF,50V,0402,-"		ROH	NA	0.54	4957112269		
139059	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40007011	4	1351	"C CER,C0G,6.8pF,0.1pF,50V,0402,-"		ROH	NA	0.12	4957112613		
139059	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40007011	27	1351	"C CER,C0G,6.8pF,0.1pF,50V,0402,-"		ROH	NA	0.81	4957112269		
139059	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40007013	4	1351	"C CER,C0G,12pF,1%,50V,0402,-"		ROH	NA	0.12	4957112613		
139059	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40007013	27	1351	"C CER,C0G,12pF,1%,50V,0402,-"		ROH	NA	0.81	4957112269		
139059	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40007014	18	1351	"C CER,C0G,15pF,1%,50V,0402,-"		ROH	NA	0.54	4957112613		
139059	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40007014	16	1351	"C CER,C0G,15pF,1%,50V,0402,-"		ROH	NA	0.48	4957112416		
139059	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40007014	11	1351	"C CER,C0G,15pF,1%,50V,0402,-"		ROH	NA	0.33	4957112319		
139059	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40007014	107	1351	"C CER,C0G,15pF,1%,50V,0402,-"		ROH	NA	3.21	4957112269		
139059	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40007015	4	1351	"C CER,C0G,33pF,1%,50V,0402,-"		ROH	NA	0.12	4957112613		
139059	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40007015	4	1351	"C CER,C0G,33pF,1%,50V,0402,-"		ROH	NA	0.12	4957112416		
139059	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40007015	3	1351	"C CER,C0G,33pF,1%,50V,0402,-"		ROH	NA	0.09	4957112319		
139059	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40007015	27	1351	"C CER,C0G,33pF,1%,50V,0402,-"		ROH	NA	0.81	4957112269		
139059	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40007020	4	1351	"C CER,C0G,75pF,5%,50V,0402,-"		ROH	NA	0.08	4957112613		
139059	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40007020	4	1351	"C CER,C0G,75pF,5%,50V,0402,-"		ROH	NA	0.08	4957112416		
139059	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40007020	3	1351	"C CER,C0G,75pF,5%,50V,0402,-"		ROH	NA	0.06	4957112319		
139059	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40007021	4	1351	"C CER,C0G,160pF,5%,50V,0402,-"		ROH	NA	0.12	4957112613		
139059	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40007021	4	1351	"C CER,C0G,160pF,5%,50V,0402,-"		ROH	NA	0.12	4957112416		
139059	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40007021	3	1351	"C CER,C0G,160pF,5%,50V,0402,-"		ROH	NA	0.09	4957112319		
139059	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40007021	27	1351	"C CER,C0G,160pF,5%,50V,0402,-"		ROH	NA	0.81	4957112269		
139059	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40007061	9	1351	"C CER,C0G,100pF,5%,50V,0603,-"		ROH	NA	0.27	4957112613		
139059	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40007061	8	1351	"C CER,C0G,100pF,5%,50V,0603,-"		ROH	NA	0.24	4957112416		
139059	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40007061	6	1351	"C CER,C0G,100pF,5%,50V,0603,-"		ROH	NA	0.18	4957112319		
139059	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40007087	4	1351	"C CER,X7R,3.3nF,5%,25V,-TBD-,-"		ROH	NA	0.08	4957112613		
139059	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40007087	4	1351	"C CER,X7R,3.3nF,5%,25V,-TBD-,-"		ROH	NA	0.08	4957112416		
139059	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40007087	3	1351	"C CER,X7R,3.3nF,5%,25V,-TBD-,-"		ROH	NA	0.06	4957112319		
139059	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40007087	27	1351	"C CER,X7R,3.3nF,5%,25V,-TBD-,-"		ROH	NA	0.54	4957112269		
139059	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40007092	4	1351	"C CER,X7R,470pF,5%,16V,-TBD-,-"		ROH	NA	0.08	4957112613		
139059	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40007092	4	1351	"C CER,X7R,470pF,5%,16V,-TBD-,-"		ROH	NA	0.08	4957112416		
139059	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40007092	3	1351	"C CER,X7R,470pF,5%,16V,-TBD-,-"		ROH	NA	0.06	4957112319		
139059	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40007092	27	1351	"C CER,X7R,470pF,5%,16V,-TBD-,-"		ROH	NA	0.54	4957112269		
139059	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40007094	4	1351	"C CER,X7R,1.5nF,5%,16V,-TBD-,-"		ROH	NA	0.08	4957112613		
139059	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40007094	4	1351	"C CER,X7R,1.5nF,5%,16V,-TBD-,-"		ROH	NA	0.08	4957112416		
139059	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40007094	3	1351	"C CER,X7R,1.5nF,5%,16V,-TBD-,-"		ROH	NA	0.06	4957112319		
139059	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40007094	27	1351	"C CER,X7R,1.5nF,5%,16V,-TBD-,-"		ROH	NA	0.54	4957112269		
139059	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40007095	9	1351	"C CER,X7R,47nF,5%,16V,-TBD-,-"		ROH	NA	0.45	4957112613		
139059	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40007095	8	1351	"C CER,X7R,47nF,5%,16V,-TBD-,-"		ROH	NA	0.4	4957112416		
139059	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40007095	6	1351	"C CER,X7R,47nF,5%,16V,-TBD-,-"		ROH	NA	0.3	4957112319		
139059	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40007095	53	1351	"C CER,X7R,47nF,5%,16V,-TBD-,-"		ROH	NA	2.65	4957112269		
139059	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40007145	27	1351	"C CER,X7R,100nF,10%,16V,0603,-"		ROH	NA	0.54	4957112613		
139059	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40007145	25	1351	"C CER,X7R,100nF,10%,16V,0603,-"		ROH	NA	0.5	4957112416		
139059	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40007145	17	1351	"C CER,X7R,100nF,10%,16V,0603,-"		ROH	NA	0.34	4957112319		
139059	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40007145	160	1351	"C CER,X7R,100nF,10%,16V,0603,-"		ROH	NA	3.2	4957112269		
139059	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40007146	13	1351	"C CER,X7R,220nF,10%,16V,C0603,-"		ROH	NA	0.65	4957112613		
139059	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40007146	12	1351	"C CER,X7R,220nF,10%,16V,C0603,-"		ROH	NA	0.6	4957112416		
139059	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40007146	8	1351	"C CER,X7R,220nF,10%,16V,C0603,-"		ROH	NA	0.4	4957112319		
139059	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40007146	80	1351	"C CER,X7R,220nF,10%,16V,C0603,-"		ROH	NA	4	4957112269		
139059	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40007534	18	1351	"D REC/SBAW56LT3,0V,0A,TBD,0s"		ROH	NA	1.62	4957112613		
139059	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40007534	16	1351	"D REC/SBAW56LT3,0V,0A,TBD,0s"		ROH	NA	1.44	4957112416		
139059	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40007534	11	1351	"D REC/SBAW56LT3,0V,0A,TBD,0s"		ROH	NA	0.99	4957112319		
139059	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40007534	187	1351	"D REC/SBAW56LT3,0V,0A,TBD,0s"		ROH	NA	16.83	4957112269		
139059	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40007573	9	1351	"D REC/S2G-002/5BT,0V,0A,5.59 X 3.81,0s"		ROH	NA	3.6	4957112613		
139059	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40007573	8	1351	"D REC/S2G-002/5BT,0V,0A,5.59 X 3.81,0s"		ROH	NA	3.2	4957112416		
139059	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40007573	6	1351	"D REC/S2G-002/5BT,0V,0A,5.59 X 3.81,0s"		ROH	NA	2.4	4957112319		
139059	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40007573	53	1351	"D REC/S2G-002/5BT,0V,0A,5.59 X 3.81,0s"		ROH	NA	21.2	4957112269		
139059	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40007720	4	1351	"D SUP/U5ZA27C(TE24L),10.50 X 16.00"		ROH	NA	18	4957112613		
139059	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40007720	4	1351	"D SUP/U5ZA27C(TE24L),10.50 X 16.00"		ROH	NA	18	4957112416		
139059	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40007720	3	1351	"D SUP/U5ZA27C(TE24L),10.50 X 16.00"		ROH	NA	13.5	4957112319		
139059	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40007720	27	1351	"D SUP/U5ZA27C(TE24L),10.50 X 16.00"		ROH	NA	121.5	4957112269		
139059	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40007730	13	1351	"D SUP/MMBZ27VALT1,SOT23"		ROH	NA	2.86	4957112613		
139059	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40007730	12	1351	"D SUP/MMBZ27VALT1,SOT23"		ROH	NA	2.64	4957112416		
139059	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40007730	8	1351	"D SUP/MMBZ27VALT1,SOT23"		ROH	NA	1.76	4957112319		
139059	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40007730	80	1351	"D SUP/MMBZ27VALT1,SOT23"		ROH	NA	17.6	4957112269		
139059	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40007759	4	1351	"D SUP/TPSMC43A/57T,DO-214AB"		ROH	NA	5.44	4957112613		
139059	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40009862	4	1351	"D ZEN/-,47V,225mW,SOT 23"		ROH	NA	0.52	4957112613		
139059	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40009862	27	1351	"D ZEN/-,47V,225mW,SOT 23"		ROH	NA	3.51	4957112269		
139059	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40009981	4	1351	"D ZEN/SZMMSZ4690T3,0V,500mW,SOD123"		ROH	NA	0.72	4957112613		
139059	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40009981	4	1351	"D ZEN/SZMMSZ4690T3,0V,500mW,SOD123"		ROH	NA	0.72	4957112416		
139059	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40009981	3	1351	"D ZEN/SZMMSZ4690T3,0V,500mW,SOD123"		ROH	NA	0.54	4957112319		
139059	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40009981	27	1351	"D ZEN/SZMMSZ4690T3,0V,500mW,SOD123"		ROH	NA	4.86	4957112269		
139059	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40010577	12	1351	"D REC/-,80V,200mA,SOT23-MOTOROLA,0s"		ROH	NA	0.96	4957112416		
139059	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40010577	8	1351	"D REC/-,80V,200mA,SOT23-MOTOROLA,0s"		ROH	NA	0.64	4957112319		
139059	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40010577	80	1351	"D REC/-,80V,200mA,SOT23-MOTOROLA,0s"		ROH	NA	6.4	4957112269		
139059	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40010597	16	1351	"IC SMART POW/-,SOT23 S-8,1,80V,0Ohm,-,"		ROH	NA	1.76	4957112416		
139059	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40010597	8	1351	"IC SMART POW/-,SOT23 S-8,1,80V,0Ohm,-,"		ROH	NA	0.88	4957112319		
139059	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40010597	107	1351	"IC SMART POW/-,SOT23 S-8,1,80V,0Ohm,-,"		ROH	NA	11.77	4957112269		
139059	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40010805	4	1351	"T BIP/BCP53T1,TBD"		ROH	NA	1.8	4957112416		
139059	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40010805	27	1351	"T BIP/BCP53T1,TBD"		ROH	NA	12.15	4957112269		
139059	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40010832	13	1351	"T BIP/SMBT1294,SOT23"		ROH	NA	1.82	4957112613		
139059	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40010832	12	1351	"T BIP/SMBT1294,SOT23"		ROH	NA	1.68	4957112416		
139059	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40010832	8	1351	"T BIP/SMBT1294,SOT23"		ROH	NA	1.12	4957112319		
139059	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40010832	80	1351	"T BIP/SMBT1294,SOT23"		ROH	NA	11.2	4957112269		
139059	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40011996	4	1351	"R LIN,604R,1%,TK100,500mW,1210"		ROH	NA	0.44	4957112613		
139059	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40011996	4	1351	"R LIN,604R,1%,TK100,500mW,1210"		ROH	NA	0.44	4957112416		
139059	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40011996	3	1351	"R LIN,604R,1%,TK100,500mW,1210"		ROH	NA	0.33	4957112319		
139059	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40011996	27	1351	"R LIN,604R,1%,TK100,500mW,1210"		ROH	NA	2.97	4957112269		
139059	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40012011	9	1351	"R LIN,2K2,5%,TK200,250mW,1206"		ROH	NA	0.18	4957112613		
139059	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40012011	8	1351	"R LIN,2K2,5%,TK200,250mW,1206"		ROH	NA	0.16	4957112416		
139059	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40012011	6	1351	"R LIN,2K2,5%,TK200,250mW,1206"		ROH	NA	0.12	4957112319		
139059	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40012011	53	1351	"R LIN,2K2,5%,TK200,250mW,1206"		ROH	NA	1.06	4957112269		
139059	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40012025	6	1351	"R LIN,61R9,1%,TK100,250mW,1206"		ROH	NA	0.18	4957112319		
139059	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40012032	36	1351	"R LIN,1K,1%,TK100,250mW,1206"		ROH	NA	0.72	4957112613		
139059	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40012032	33	1351	"R LIN,1K,1%,TK100,250mW,1206"		ROH	NA	0.66	4957112416		
139059	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40012032	23	1351	"R LIN,1K,1%,TK100,250mW,1206"		ROH	NA	0.46	4957112319		
139059	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40012032	241	1351	"R LIN,1K,1%,TK100,250mW,1206"		ROH	NA	4.82	4957112269		
139059	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40012034	53	1351	"R LIN,3K92,1%,TK100,250mW,1206"		ROH	NA	1.06	4957112269		
139059	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40012081	4	1351	"R LIN,13R,1%,TK100,100mW,0603"		ROH	NA	0.04	4957112613		
139059	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40012081	12	1351	"R LIN,13R,1%,TK100,100mW,0603"		ROH	NA	0.12	4957112416		
139059	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40012081	3	1351	"R LIN,13R,1%,TK100,100mW,0603"		ROH	NA	0.03	4957112319		
139059	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40012081	80	1351	"R LIN,13R,1%,TK100,100mW,0603"		ROH	NA	0.8	4957112269		
139059	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40012106	107	1351	"R LIN,3K92,1%,TK100,100mW,0603"		ROH	NA	1.07	4957112269		
139059	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40012149	16	1351	"R LIN,133K,1%,TK100,100mW,0603"		ROH	NA	0.16	4957112416		
