No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	3011	015	 	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP			
558913	02/12/2014	ZSCR	551	034-2	NA	'015	A2C81624200	NA	A2C8216760093	1	3011	015	 	1342	pcb assy Top	NA	HALB	S.Real	170.66	S1_WK_WD RFHUB_A.ADRIAN	NO				
558922	02/12/2014	ZSCR	551	034-2	NA	'015	A2C86022500	NA	A2C8730220093	1	3011	015	 	1342	pcb assy RKE 433 w/oKG Var#3	NA	HALB	S.Real	147.65	S1_CUSW UF RFHM_A.ADRIA	NO				
558930	02/12/2014	ZSCR	551	040-4	NA	'015	A2C74493401	NA	A2C7449340193	1	3011	015	 	1404	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	414.16	S1_CBC MY15_. (APROBAC	NO				
558932	02/12/2014	ZSCR	551	034-2	NA	'015	A2C73789605	NA	A2C7378970593	1	3011	015	 	1342	pcb topTHD BCU CHR Wx CBC2 TOP	NA	HALB	S.Real	414.7	S1_CBC MY15_. (APROBAC	NO				
558933	02/12/2014	ZSCR	551	042-4	NA	'015	A2C74493401	NA	A2C7449340193	1	3011	015	 	1424	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	414.16	S1_CBC MY15_. (APROBAC	NO				
558935	02/12/2014	ZSCR	551	034-2	NA	'015	A2C73789605	NA	A2C7378970593	1	3011	015	 	1342	pcb topTHD BCU CHR Wx CBC2 TOP	NA	HALB	S.Real	414.7	S1_CBC MY15_. (APROBAC	NO				
558936	02/12/2014	ZSCR	551	030-1	NA	'015	A2C73789605	NA	A2C7378970593	1	3011	015	 	1301	pcb topTHD BCU CHR Wx CBC2 TOP	NA	HALB	S.Real	414.7	S1_CBC MY15_. (APROBAC	NO				
558937	02/12/2014	ZSCR	551	030-1	NA	'050	A2C73789604	NA	A2C73599005	2				1301	pcb 4-lay ImSn Chrysler MY15 CBC	NA	ROH	NA	199.28	S1_CBC MY15_. (APROBAC	NO				
558939	02/12/2014	ZSCR	551	042-4	NA	'050	A2C73789604	NA	A2C73599005	2				1424	pcb 4-lay ImSn Chrysler MY15 CBC	NA	ROH	NA	199.28	S1_CBC MY15_. (APROBAC	NO				
558940	02/12/2014	ZSCR	551	034-2	NA	'050	A2C32293500	NA	A2C35130200	1				1342	"RF-JACK FOR RS, KEY-H"	NA	ROH	NA	7.53	S1_WK_WD RFHUB_A.ADRIAN	NO				
558940	02/12/2014	ZSCR	551	034-2	NA	'050	A2C32292100	NA	A2C40000660	10				1342	"IC MCU BLK/MC9S12XEG384CAL,3M25J or 1M12"	NA	ROH	NA	210.8	S1_WK_WD RFHUB_A.ADRIAN	NO				
558940	02/12/2014	ZSCR	551	034-2	NA	'050	A2C32292100	NA	A2C53375403	29				1342	receiver DIVZZDIV RXI-35-4	NA	ROH	NA	658.88	S1_WK_WD RFHUB_A.ADRIAN	NO				
558940	02/12/2014	ZSCR	551	034-2	NA	'050	A2C8216780093	NA	A2C89522000	24				1342	pin header 20P V 2R THP	NA	ROH	NA	228.48	S1_WK_WD RFHUB_A.ADRIAN	NO				
558944	02/12/2014	ZSCR	551	034-2	NA	'050	A2C31231100	NA	A2C53428230	5				1342	CONNECTOR FEADER	NA	ROH	NA	0.4	S1_TIPM MEDIUM_P.PABLO	NO				
558982	02/12/2014	MB1A	551	93	NA	'015	NA	NA	A2C30889900	2				1093	PCB TOP THD ASSY. (DIESEL)	NA	HALB	S.Real/AutoBF	519.06	S1_TIPM LOGIC_P.PABLO P	NO				
558982	02/12/2014	MB1A	551	93	NA	'015	NA	NA	A2C31231400	41				1093	pcb topMAN BCU CHR 7Ci S1	NA	HALB	S.Real/AutoBF	9293.06	S1_TIPM LOGIC_P.PABLO P	NO				
558982	02/12/2014	MB1A	551	93	NA	'015	NA	NA	A2C53428700	2				1093	SUB PCB TMI ASSY. MY11DS GAS LOG DV2S1	NA	HALB	S.Real/AutoBF	407.84	S1_TIPM LOGIC_P.PABLO P	NO				
558984	02/12/2014	MB1A	551	93	NA	'015	NA	NA	A2C30889500	2				1093	TOTAL INTEGRATED POWER MODULE MEDIUM	NA	HALB	S.Real	489.92	S1_TIPM MEDIUM_P.PABLO	NO				
558984	02/12/2014	MB1A	551	93	NA	'015	NA	NA	A2C31231100	2				1093	TIPM 7Ci MY12 PV MED PROD INT ASSEM v2	NA	HALB	S.Real	426.06	S1_TIPM MEDIUM_P.PABLO	NO				
558984	02/12/2014	MB1A	551	93	NA	'015	NA	NA	A2C73658000	41				1093	module assy BCU TIPM 7Ci MY13	NA	HALB	S.Real	8592.78	S1_TIPM MEDIUM_P.PABLO	NO				
559000	02/12/2014	ZSCR	551	030-1	NA	'015	A2C90502800	NA	A2C9113260093	9	3011	015	 	1301	pcb assy PASE 433 Top	NA	HALB	S.Real	1305.36	S1_CUSW UF RFHM_A.ADRIA	NO				
559012	02/12/2014	ZSCR	551	034-2	NA	'015	A2C73789605	NA	A2C7378970593	1	3011	015	 	1342	pcb topTHD BCU CHR Wx CBC2 TOP	NA	HALB	S.Real	414.7	S1_CBC MY15_. (APROBAC	NO				
559016	02/12/2014	ZSCR	551	035-1	0	'050	A2C8082790093	NA	A2C40006972	24				1351	"C CER,X7R,100nF,10%,50V,0805,-"		ROH	NA	0.96	S1_SPDJB_M.MIGUEL BANUE	NO				
559016	02/12/2014	ZSCR	551	035-1	0	'050	A2C8082790093	NA	A2C40007573	10				1351	"D REC/S2G-002/5BT,0V,0A,5.59 X 3.81,0s"		ROH	NA	2.6	S1_SPDJB_M.MIGUEL BANUE	NO				
559016	02/12/2014	ZSCR	551	035-1	0	'050	A2C8083670093	NA	A2C40015025	1				1351	"L COIL/27N,27nH,600mA,SMD"		ROH	NA	0.38	S1_SPDJB_M.MIGUEL BANUE	NO				
559016	02/12/2014	ZSCR	551	035-1	0	'050	A2C8082790093	NA	A2C40015025	1				1351	"L COIL/27N,27nH,600mA,SMD"		ROH	NA	0.38	S1_SPDJB_M.MIGUEL BANUE	NO				
559016	02/12/2014	ZSCR	551	035-1	0	'050	A2C8082790093	NA	A2C40015034	4				1351	"L COIL/150N,150nH,240mA,SMD"		ROH	NA	1.52	S1_SPDJB_M.MIGUEL BANUE	NO				
559016	02/12/2014	ZSCR	551	035-1	0	'050	A2C8083670093	NA	A2C40015931	4				1351	"Q SAW,FILTER,315MHz,TBD"		ROH	NA	14.64	S1_SPDJB_M.MIGUEL BANUE	NO				
559019	02/12/2014	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40006055	20				1351	"TA CAP,TA,15uF,20%,10V,SMD"		ROH	NA	14.8	S1_TIPM MEDIUM_M.MIGUEL	NO				
559020	02/12/2014	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40002067	7				1351	"R LIN,1K8,5%,TK200,125mW,0805"		ROH	NA	0.07	S1_TIPM MEDIUM_M.MIGUEL	NO				
559020	02/12/2014	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40002143	16				1351	"R LIN,1K5,5%,TK200,100mW,0603"		ROH	NA	0.16	S1_TIPM MEDIUM_M.MIGUEL	NO				
559020	02/12/2014	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40002163	15				1351	"R LIN,27K,5%,TK200,100mW,0603"		ROH	NA	0.15	S1_TIPM MEDIUM_M.MIGUEL	NO				
559020	02/12/2014	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40002167	84				1351	"R LIN,2R4,5%,TK200,100mW,0603"		ROH	NA	0.84	S1_TIPM MEDIUM_M.MIGUEL	NO				
559020	02/12/2014	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40005523	18				1351	"R NET,10K,5%,63mW,1206"		ROH	NA	0.36	S1_TIPM MEDIUM_M.MIGUEL	NO				
559020	02/12/2014	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40007730	192				1351	"D SUP/MMBZ27VALT1,SOT23"		ROH	NA	24.96	S1_TIPM MEDIUM_M.MIGUEL	NO				
559020	02/12/2014	ZSCR	551	035-1	0	'050	A2C7365810093	NA	A2C40009952	54				1351	"D ZEN/MMSZ39T1,39V,500mW,SOD 123"		ROH	NA	6.48	S1_TIPM MEDIUM_M.MIGUEL	NO				
559020	02/12/2014	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40010785	1				1351	"T BIP/BC857CLT1,SOT23"		ROH	NA	0.08	S1_TIPM MEDIUM_M.MIGUEL	NO				
559020	02/12/2014	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40012807	49				1351	"T FET/NTD3055L104,MOS,POWER,CASE369A"		ROH	NA	50.47	S1_TIPM MEDIUM_M.MIGUEL	NO				
559025	02/12/2014	ZSCR	551	035-1	0	'050	A2C3229710093	NA	A2C00006606	15				1351	"100K,5%,TK200,63mW,0402,LIN RES/"		ROH	NA	0.15	S1_RKE FOB CUSW_J.JORGE	NO				
559025	02/12/2014	ZSCR	551	035-1	0	'050	A2C3229710093	NA	A2C00014889	1				1351	contact spring		ROH	NA	0.9	S1_RKE FOB CUSW_J.JORGE	NO				
559025	02/12/2014	ZSCR	551	035-1	0	'050	A2C3229710093	NA	A2C00024522	117				1351	"C CER,X7R,1uF,10%,25V,0805,Sn,STANDARD"		ROH	NA	9.36	S1_RKE FOB CUSW_J.JORGE	NO				
559025	02/12/2014	ZSCR	551	035-1	0	'050	A2C3229710093	NA	A2C00025464	16				1351	"R LIN,560R,5%,TK200,63mW,0402"		ROH	NA	0.16	S1_RKE FOB CUSW_J.JORGE	NO				
559025	02/12/2014	ZSCR	551	035-1	0	'050	A2C3229710093	NA	A2C00031067	121				1351	"4pF,0.1pF,50V,C0G,0402,TINNED,CER CAP/"		ROH	NA	2.42	S1_RKE FOB CUSW_J.JORGE	NO				
559025	02/12/2014	ZSCR	551	035-1	0	'050	A2C3229710093	NA	A2C00034028	790				1351	"100nF,10%,16V,X7R,0402,TINNED,CER CAP/"		ROH	NA	15.8	S1_RKE FOB CUSW_J.JORGE	NO				
559025	02/12/2014	ZSCR	551	035-1	0	'050	A2C3229710093	NA	A2C00040661	67				1351	"33nH,200mA,SMD,COIL/MLK1005S33NJT"		ROH	NA	5.36	S1_RKE FOB CUSW_J.JORGE	NO				
559030	02/12/2014	ZSCR	551	035-1	0	'050	A2C8216770092	NA	A2C00003777	8				1351	"R LIN,20K,5%,TK200,125mW,0805"		ROH	NA	0.08	S1_WK_WD RFHUB_J.JORGE	NO				
559030	02/12/2014	ZSCR	551	035-1	0	'050	A2C8216770093	NA	A2C00018230	36				1351	"400V,1A,1,STANDARD,DO214AC,RECT DIODE/S1"		ROH	NA	5.76	S1_WK_WD RFHUB_J.JORGE	NO				
559030	02/12/2014	ZSCR	551	035-1	0	'050	A2C8216770092	NA	A2C00034103	53				1351	"100nF,10%,100V,X7R,0805,Sn,CER CAP/GCM"		ROH	NA	3.71	S1_WK_WD RFHUB_J.JORGE	NO				
559030	02/12/2014	ZSCR	551	035-1	0	'050	A2C8216770093	NA	A2C00034103	19				1351	"100nF,10%,100V,X7R,0805,Sn,CER CAP/GCM"		ROH	NA	1.33	S1_WK_WD RFHUB_J.JORGE	NO				
559030	02/12/2014	ZSCR	551	035-1	0	'050	A2C8216770093	NA	A2C53331174	27				1351	antenna		ROH	NA	45.63	S1_WK_WD RFHUB_J.JORGE	NO				
559031	02/12/2014	ZSCR	551	034-2	NA	'015	A2C73789605	NA	A2C7378970593	1	3011	015	 	1342	pcb topTHD BCU CHR Wx CBC2 TOP	NA	HALB	S.Real	414.7	S1_CBC MY15_. (APROBAC	NO				
559032	02/12/2014	ZSCR	551	034-2	NA	'050	A2C31231300T	NA	A2C31229200	2				1342	"PCB RIGID,1001-2-00 TIPM MED MY12 Ci S1"	NA	ROH	NA	122.74	S1_TIPM MEDIUM_P.PABLO	NO				
559032	02/12/2014	ZSCR	551	034-2	NA	'050	5WY8842	NA	A2C53428227	4				1342	PIN	NA	ROH	NA	1.12	S1_TIPM MEDIUM_P.PABLO	NO				
559032	02/12/2014	ZSCR	551	034-2	NA	'050	A2C30889500	NA	A2C53428228	48				1342	PIN	NA	ROH	NA	12.48	S1_TIPM MEDIUM_P.PABLO	NO				
559032	02/12/2014	ZSCR	551	034-2	NA	'050	5WY8842	NA	A2C53428229	4				1342	"PIN,TNG FORK (TALL)"	NA	ROH	NA	1.2	S1_TIPM MEDIUM_P.PABLO	NO				
559034	02/12/2014	ZSCR	551	034-2	NA	'050	A2C30889500	NA	A2C30890100	2				1342	"PCB LAQUERED, M1402_A MY09 TIPM MEDIUM"	NA	ROH	NA	130.1	S1_TIPM MEDIUM_P.PABLO	NO				
559034	02/12/2014	ZSCR	551	034-2	NA	'050	5WY8842	NA	A2C53428227	4				1342	PIN	NA	ROH	NA	1.12	S1_TIPM MEDIUM_P.PABLO	NO				
559034	02/12/2014	ZSCR	551	034-2	NA	'050	5WY8842	NA	A2C53428228	38				1342	PIN	NA	ROH	NA	9.88	S1_TIPM MEDIUM_P.PABLO	NO				
559034	02/12/2014	ZSCR	551	034-2	NA	'050	A2C33278600	NA	A2C53428229	4				1342	"PIN,TNG FORK (TALL)"	NA	ROH	NA	1.2	S1_TIPM MEDIUM_P.PABLO	NO				
559045	02/12/2014	ZSCR	551	034-2	NA	'015	A2C86022500	NA	A2C8730220093	2	3011	015	 	1342	pcb assy RKE 433 w/oKG Var#3	NA	HALB	S.Real	295.3	S1_RFHM CUSW_A.ADRIANA	NO				
559047	02/12/2014	ZSCR	551	034-2	NA	'015	A2C81624200	NA	A2C8216760093	1	3011	015	 	1342	pcb assy Top	NA	HALB	S.Real	170.66	S1_WK_WD RFHUB_A.ADRIAN	NO				
559175	03/12/2014	MB1A	551	010-4	95000021	'015	NA	NA	A2C8393040092	1				1104	"""SUB FOBIK PCB TOP-ASM, NA/EU(P U L) B"""	QN410098771	HALB	S.Real	44.76	410098771_PASE F	NO				
559177	03/12/2014	ZSCR	551	040-1	NA	'015	A2C3813640092	NA	A2C3813640092	1	3011	015	 	1401	"""SUB FOBIK PCB T-ASM, NA/EU(P U L T RS) B"""	NA	HALB	S.Real	50.24	S1_PASE FOB CUSW_A.ADRI	NO	**			
559179	03/12/2014	MB1A	551	010-4	95000021	'015	NA	NA	A2C3813640092	4				1104	"""SUB FOBIK PCB T-ASM, NA/EU(P U L T RS) B"""	QN410098771	HALB	S.Real	200.96	410098771_PASE F	NO				
559180	03/12/2014	MB1A	551	010-4	95000021	'015	NA	NA	A2C3813640092	9				1104	"""SUB FOBIK PCB T-ASM, NA/EU(P U L T RS) B"""	QN410098771	HALB	S.Real	452.16	410098771_PASE F	NO				
559182	03/12/2014	ZSCR	551	034-2	NA	'015	A2C3813640092	NA	A2C3813640092	2	3011	015	 	1342	"""SUB FOBIK PCB T-ASM, NA/EU(P U L T RS) B"""	NA	HALB	S.Real	100.48	S1_PASE FOB CUSW_A.ADRI	NO	**			
559188	03/12/2014	ZSCR	551	040-1	NA	'015	A2C7395960192	NA	A2C7395960192	1	3011	015	 	1401	pcb topSMD CHR UF 4-BTN bottom	NA	HALB	S.Real	47.16	S1_PASE FOB CUSW_A.ADRI	NO				
559190	03/12/2014	MB1A	551	010-4	95000021	'015	NA	NA	A2C7395960192	7				1104	pcb topSMD CHR UF 4-BTN bottom	QN410098771	HALB	S.Real	330.12	410098771_PASE F	NO				
559191	03/12/2014	MB1A	551	010-4	95000021	'015	NA	NA	A2C7395980192	2				1104	pcb topSMD CHR UF 5-BTN top	QN410098771	HALB	S.Real	100.36	410098771_PASE F	NO				
559192	03/12/2014	MB1A	551	010-4	95000021	'015	NA	NA	A2C7441340092	4				1104	electronic assy PASE 433 Fiat E45 Bottom	QN410098771	HALB	S.Real	179.6	410098771_PASE F	NO				
559193	03/12/2014	ZSCR	551	040-5	NA	'015	A2C7441340092	NA	A2C7441340092	2	3011	015	 	1405	electronic assy PASE 433 Fiat E45 Bottom	NA	HALB	S.Real	89.8	S1_PASE FOB CUSW_A.ADRI	NO				
559216	03/12/2014	ZSCR	551	034-2	NA	'015	A2C8016290093	NA	A2C8016290093	2	3011	015	 	1342	pcb assy RKE 433 w/oKG Var#3 TOP	NA	HALB	S.Real	233.1	S1_RFHM CUSW_A.ADRIANA	NO				
559217	03/12/2014	ZSCR	551	030-1	NA	'015	A2C9113260093	NA	A2C9113260093	1	3011	015	 	1301	pcb assy PASE 433 Top	NA	HALB	S.Real	145.04	S1_WK_WD RFHUB_A.ADRIAN	NO				
559227	03/12/2014	ZSCR	551	034-2	NA	'050	5WY8838	NA	A2C40013664	10				1342	"IC OPCOMP/SC2901DR2,SOIC14"	NA	ROH	NA	6.8	S1_TIPM MEDIUM_P.PABLO	NO				
559228	03/12/2014	ZSCR	551	034-2	NA	'050	5WY8838	NA	A2C40015254	4				1342	"IC SMART POW/VND5004ASP30,MultiPowerSO-3"	NA	ROH	NA	67.4	S1_TIPM MEDIUM_P.PABLO	NO				
559230	03/12/2014	ZSCR	551	040-4	NA	'015	A2C73601800	NA	A2C73637100	7	3011	015	 	1404	"HOUSING, UPPER CBC"	NA	ROH	NA	168.14	S1_CBC MY15_. (APROBAC	NO	4985026675			
559231	03/12/2014	ZSCR	551	040-3	NA	'015	A2C73601800	NA	A2C73637100	2	3011	015	 	1403	"HOUSING, UPPER CBC"	NA	ROH	NA	48.04	S1_CBC MY15_. (APROBAC	NO	4985026675			
559233	03/12/2014	ZSCR	551	040-1	NA	'015	A2C73789705	NA	A2C73789705	1				1401	pcb topTHD BCU CHR Wx CBC2	NA	HALB	S.Real/AutoBF	417.3	S1_CBC MY15_. (APROBAC	NO	4985023691			
559235	03/12/2014	ZSCR	551	040-1	NA	'015	A2C32292300	NA	A2C86398500	40	3011	015	 	1401	housing assy	NA	ROH	NA	310.8	S1_CUSW UF RFHM_A.ADRIA	NO	**			
559263	03/12/2014	ZSCR	551	034-2	NA	'015	A2C3229710093	NA	A2C3229710093	3	3011	015	 	1342	CUSW PCB ASSY BOT	NA	HALB	S.Real	72.45	S1_RKE FOB CUSW_A.ADRIA	NO	4985024539			
559268	03/12/2014	ZSCR	551	040-5	NA	'015	A2C8393040092	NA	A2C8393040092	1	3011	015	 	1405	"""SUB FOBIK PCB TOP-ASM, NA/EU(P U L) B"""	NA	HALB	S.Real	44.76	S1_PASE FOB CUSW_A.ADRI	NO				
559271	03/12/2014	MB1A	551	010-4	95000021	'015	NA	NA	A2C7395960192	8				1104	pcb topSMD CHR UF 4-BTN bottom	QN410098771	HALB	S.Real	377.28	410098771_PASE F	NO				
559273	03/12/2014	ZSCR	551	034-2	NA	'015	A2C8393040092	NA	A2C8393040092	2	3011	015	 	1342	"""SUB FOBIK PCB TOP-ASM, NA/EU(P U L) B"""	NA	HALB	S.Real	89.52	S1_PASE FOB CUSW_A.ADRI	NO				
559276	03/12/2014	MB1A	551	010-4	95000021	'015	NA	NA	A2C8393040092	6				1104	"""SUB FOBIK PCB TOP-ASM, NA/EU(P U L) B"""	QN410098771	HALB	S.Real	268.56	410098771_PASE F	NO				
559333	03/12/2014	ZSCR	551	034-2	NA	'015	A2C73789705	NA	A2C73789705	1				1342	pcb topTHD BCU CHR Wx CBC2	NA	HALB	S.Real/AutoBF	417.3	S1_CBC MY15_. (APROBAC	NO	4985023484			
559544	03/12/2014	ZSCR	551	040-3	NA	'015	A2C80765000	NA	A2C00004906	36	3011	015	 	1403	"EM OTH BATTERY/CR2032,220mAh,3V"	NA	ROH	NA	59.04	S1_RKE FOB CUSW_A.ADRIA	NO				
559544	03/12/2014	ZSCR	551	040-3	NA	'015	A2C37668700	NA	A2C53105128	50	3011	015	 	1403	Contact Spring positive	NA	ROH	NA	14	S1_RKE FOB CUSW_A.ADRIA	NO	4985024691			
559544	03/12/2014	ZSCR	551	040-3	NA	'015	A2C85886800	NA	A2C85519500	1	3011	015	 	1403	keypad	NA	ROH	NA	7.57	S1_RKE FOB CUSW_A.ADRIA	NO				
559544	03/12/2014	ZSCR	551	040-3	NA	'015	A2C85886700	NA	A2C85519600	1	3011	015	 	1403	keypad	NA	ROH	NA	7.4	S1_RKE FOB CUSW_A.ADRIA	NO				
559544	03/12/2014	ZSCR	551	040-3	NA	'015	A2C85886700	NA	A2C85520000	2	3011	015	 	1403	housing bottom LWR HSG	NA	ROH	NA	3.72	S1_RKE FOB CUSW_A.ADRIA	NO				
559544	03/12/2014	ZSCR	551	040-3	NA	'015	A2C85886700	NA	A2C85520000	2	3011	015	 	1403	housing bottom LWR HSG	NA	ROH	NA	3.72	S1_RKE FOB CUSW_A.ADRIA	NO				
559544	03/12/2014	ZSCR	551	040-3	NA	'015	A2C85886700	NA	A2C85520100	35	3011	015	 	1403	sticker Dodge Jwl	NA	ROH	NA	211.4	S1_RKE FOB CUSW_A.ADRIA	NO				
559557	03/12/2014	MB1A	951	025-3	NA	'015	NA	NA	A2C87409100	22				1253	module assy 433 Var #2	VUT019604	HALB	S.Real/AutoBF	4084.08	S1_WK_WD RFHUB_A.ADRIAN	NO				
559557	03/12/2014	MB1A	951	025-3	NA	'015	NA	602AB	A2C87409100S	10				1253	module assy 433 Var #2	VUT019604	FERT	NA	1856.4	S1_WK_WD RFHUB_A.ADRIAN	NO	**			
559578	03/12/2014	ZSCR	551	034-2	NA	'015	A2C73789705	NA	A2C73789705	2				1342	pcb topTHD BCU CHR Wx CBC2	NA	HALB	S.Real/AutoBF	834.6	S1_CBC MY15_. (APROBAC	NO	4985023484			
559582	03/12/2014	ZSCR	551	040-4	NA	'015	A2C73789705	NA	A2C73789705	1				1404	pcb topTHD BCU CHR Wx CBC2	NA	HALB	S.Real/AutoBF	417.3	S1_CBC MY15_. (APROBAC	NO	4985023874			
559602	03/12/2014	ZSCR	551	030-1	NA	'050	A2C73789705	NA	A2C73599005	6				1301	pcb 4-lay ImSn Chrysler MY15 CBC	NA	ROH	NA	597.84	S1_CBC MY15_. (APROBAC	NO				
559603	03/12/2014	ZSCR	551	034-2	NA	'050	A2C81624200	NA	A2C00048832	2				1342	"330uF,20%,35V,SMD,AL,ELEC CAP/EMVE350ADA"	NA	ROH	NA	1.9	S1_WK_WD RFHUB_A.ADRIAN	NO				
559603	03/12/2014	ZSCR	551	034-2	NA	'050	A2C32292100	NA	A2C40000660	3				1342	"IC MCU BLK/MC9S12XEG384CAL,3M25J or 1M12"	NA	ROH	NA	63.24	S1_WK_WD RFHUB_A.ADRIAN	NO				
559603	03/12/2014	ZSCR	551	034-2	NA	'050	A2C32292100	NA	A2C53331174	21				1342	antenna	NA	ROH	NA	35.49	S1_WK_WD RFHUB_A.ADRIAN	NO				
559603	03/12/2014	ZSCR	551	034-2	NA	'050	A2C81624200	NA	A2C89521800	4				1342	pin header 16P V 2R THP	NA	ROH	NA	33.56	S1_WK_WD RFHUB_A.ADRIAN	NO				
559603	03/12/2014	ZSCR	551	034-2	NA	'050	A2C81624200	NA	A2C89522000	3				1342	pin header 20P V 2R THP	NA	ROH	NA	28.56	S1_WK_WD RFHUB_A.ADRIAN	NO				
559626	03/12/2014	ZSCR	551	050-3	NA	'015	A2C93975600	NA	A2C93975600	1				1503	module assy PASE 433 FIAT 343	NA	HALB	S.Real/AutoBF	157.6	S1_CUSW UF RFHM_A.ADRIA	NO	4985024162			
559629	03/12/2014	ZSCR	551	050-3	NA	'015	A2C93174300	NA	A2C87409101	1				1503	module assy 433 Var #2	NA	HALB	S.Real/AutoBF	185.64	S1_WK_WD RFHUB_A.ADRIAN	NO	4985024116			
559629	03/12/2014	ZSCR	551	050-3	NA	'015	A2C87408200	NA	A2C87409200	1				1503	module assy 433 Var #3	NA	HALB	S.Real/AutoBF	183.22	S1_WK_WD RFHUB_A.ADRIAN	NO	4985024139			
559629	03/12/2014	ZSCR	551	050-3	NA	'015	A2C93174500	NA	A2C87409201	1				1503	module assy 433 Var #3	NA	HALB	S.Real/AutoBF	183.22	S1_WK_WD RFHUB_A.ADRIAN	NO	4985024149			
559634	03/12/2014	MB1A	551	023-2	K96019	'015	NA	NA	A2C86023300	13				1232	transceiver assy U/L/T/P	NA	HALB	S.Real/AutoBF	1073.93	S1_PASE FOB CUSW_A.ADRI	NO				
559634	03/12/2014	MB1A	551	023-2	K96019	'015	NA	NA	A2C86023300	3				1232	transceiver assy U/L/T/P	NA	HALB	S.Real/AutoBF	247.83	S1_PASE FOB CUSW_A.ADRI	NO				
559634	03/12/2014	MB1A	551	023-2	K96019	'015	NA	NA	A2C86023400	1				1232	transceiver assy ULTPRS	NA	HALB	S.Real/AutoBF	85.23	S1_PASE FOB CUSW_A.ADRI	NO				
559643	03/12/2014	ZSCR	551	050-5	NA	'015	A2C73753102	NA	A2C73753102	1	3011	015	 	1505	transmitter CHR PASE 433 GV#05 4B	NA	HALB	S.Real	94.73	S1_PASE FOB CUSW_A.ADRI	NO				
559643	03/12/2014	ZSCR	551	050-5	NA	'015	A2C73753202	NA	A2C73753202	35	3011	015	 	1505	transmitter CHR PASE 433 GV#06 5B	NA	HALB	S.Real	3357.9	S1_PASE FOB CUSW_A.ADRI	NO				
559643	03/12/2014	ZSCR	551	050-5	NA	'015	A2C73753302	NA	A2C73753302	20	3011	015	 	1505	transmitter CHR PASE 433 GV#07 4B	NA	HALB	S.Real	1869.8	S1_PASE FOB CUSW_A.ADRI	NO				
559644	03/12/2014	ZSCR	551	040-3	NA	'015	A2C74094301	NA	A2C74094301	112				1403	transmitter PASE 433 GV#20 3B	NA	HALB	S.Real/AutoBF	9141.44	S1_PASE FOB CUSW_A.ADRI	NO	4985023772			
559644	03/12/2014	ZSCR	551	040-3	NA	'015	A2C86023300	NA	A2C86023300	29				1403	transceiver assy U/L/T/P	NA	HALB	S.Real/AutoBF	2395.69	S1_PASE FOB CUSW_A.ADRI	NO	4985023831			
559652	03/12/2014	ZSCR	551	040-3	NA	'015	A2C74094301	NA	A2C74094301	544				1403	transmitter PASE 433 GV#20 3B	NA	HALB	S.Real/AutoBF	44401.28	S1_PASE FOB CUSW_A.ADRI	NO	4985023772			
559652	03/12/2014	ZSCR	551	040-3	NA	'015	A2C86023300	NA	A2C86023300	141				1403	transceiver assy U/L/T/P	NA	HALB	S.Real/AutoBF	11648.01	S1_PASE FOB CUSW_A.ADRI	NO	4985023831			
559652	03/12/2014	ZSCR	551	040-3	NA	'015	A2C86023400	NA	A2C86023400	91				1403	transceiver assy ULTPRS	NA	HALB	S.Real/AutoBF	7755.93	S1_PASE FOB CUSW_A.ADRI	NO	4985023859			
559675	03/12/2014	MB1A	551	023-2	K96019	'050	NA	NA	A2C00020004	245				1232	"300K,1%,TK100,63mW,0402,LIN RES/Thick Fi"	NA	ROH	NA	14.7	S1_PASE FOB CUSW_A.ADRI	NO				
559675	03/12/2014	MB1A	551	023-2	K96019	'050	NA	NA	A2C00025083	1143				1232	"50mA,16V,SMD,TACT,SWITCH/smd microswitch"	NA	ROH	NA	1165.86	S1_PASE FOB CUSW_A.ADRI	NO				
559675	03/12/2014	MB1A	551	023-2	K96019	'050	NA	NA	A2C00026318	264				1232	"3.9pF,0.25pF,50V,C0G,0402,TINNED,CER CAP"	NA	ROH	NA	5.28	S1_PASE FOB CUSW_A.ADRI	NO				
559675	03/12/2014	MB1A	551	023-2	K96019	'050	NA	NA	A2C00028265	264				1232	"RED,633nm,MINI TOPLED,101 ... 120grd,LED"	NA	ROH	NA	76.56	S1_PASE FOB CUSW_A.ADRI	NO				
559675	03/12/2014	MB1A	551	023-2	K96019	'050	NA	NA	A2C00031963	264				1232	"5pF,0.1pF,50V,C0G,0402,TINNED,CER CAP/ +"	NA	ROH	NA	5.28	S1_PASE FOB CUSW_A.ADRI	NO				
