No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	3011	015	 	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP			
560511	05/12/2014	ZSCR	551	034-2	NA	'050	A2C31231400T	NA	A2C00834100	2				1342	"IC SMART POW/-,QFN24,4,27V,35mOhm,HIGHSI"	NA	ROH	NA	32.12	S1_TIPM LOGIC_P.PABLO P	NO				
560511	05/12/2014	ZSCR	551	034-2	NA	'050	A2C30850300	NA	A2C40010248	6				1342	"C ELEC,AL,100uF,20%,35V"	NA	ROH	NA	4.92	S1_TIPM LOGIC_P.PABLO P	NO				
560511	05/12/2014	ZSCR	551	034-2	NA	'050	A2C30889900	NA	A2C40016793	4				1342	"IC SMART POW/L9823,SOLIC24,8,45V,1Ohm,Lo"	NA	ROH	NA	25.24	S1_TIPM LOGIC_P.PABLO P	NO				
560543	06/12/2014	ZSCR	551	040-4	NA	'015	A2C74304302	NA	A2C73637100	6	3011	015	 	1404	"HOUSING, UPPER CBC"	NA	ROH	NA	144.12	S1_CBC MY15_. (APROBAC	NO				
560545	06/12/2014	ZSCR	551	040-4	NA	'015	A2C74493401	NA	A2C74493401	2				1404	pcb topTHD BCU CHRDX CBC2	NA	HALB	S.Real/AutoBF	833.52	S1_CBC MY15_. (APROBAC	NO	4985023890			
560560	06/12/2014	MB1A	551	010-4	95000021	'015	NA	NA	A2C3813640092	9				1104	"""SUB FOBIK PCB T-ASM, NA/EU(P U L T RS) B"""	QN410098771	HALB	S.Real	452.16	410098771_PASE F	NO				
560586	06/12/2014	MB1A	951	025-3	NA	'015	NA	NA	A2C74513200	32				1253	pcb top PF BCU CHR high Ws	VUT017188	HALB	S.Real/AutoBF	13506.56	S1_CBC_P.PABLO PALMER-C	NO				
560605	06/12/2014	ZSCR	551	034-2	NA	'015	A2C74493401	NA	A2C7449340193	1	3011	015	 	1342	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	414.16	S1_CBC MY15_. (APROBAC	NO				
560608	06/12/2014	ZSCR	551	030-1	NA	'050	A2C8216770092	NA	A2C82135300	4				1301	pcb 4-lay FR-4 ImSn	NA	ROH	NA	130.12	S1_WK_WD RFHUB_A.ADRIAN	NO				
560609	06/12/2014	ZSCR	551	034-2	NA	'050	A2C32292100	NA	A2C40000660	2				1342	"IC MCU BLK/MC9S12XEG384CAL,3M25J or 1M12"	NA	ROH	NA	42.16	S1_WK_WD RFHUB_A.ADRIAN	NO				
560609	06/12/2014	ZSCR	551	034-2	NA	'050	A2C32292100	NA	A2C53331174	49				1342	antenna	NA	ROH	NA	82.81	S1_WK_WD RFHUB_A.ADRIAN	NO				
560609	06/12/2014	ZSCR	551	034-2	NA	'050	A2C32292100	NA	A2C53375403	5				1342	receiver DIVZZDIV RXI-35-4	NA	ROH	NA	113.6	S1_WK_WD RFHUB_A.ADRIAN	NO				
560611	06/12/2014	ZSCR	551	034-2	NA	'050	A2C32292300	NA	A2C53331174	3				1342	antenna	NA	ROH	NA	5.07	S1_RFHM CUSW_A.ADRIANA	NO				
560611	06/12/2014	ZSCR	551	034-2	NA	'050	A2C32292300	NA	A2C53375403	5				1342	receiver DIVZZDIV RXI-35-4	NA	ROH	NA	113.6	S1_RFHM CUSW_A.ADRIANA	NO				
560615	06/12/2014	ZSCR	551	034-2	NA	'050	A2C73784100	NA	A2C00062486	1				1342	"IC SMART POW/VN5E006ASP-E,Power SO-10"	NA	ROH	NA	9.46	S1_CBC MY15_. (APROBAC	NO				
560615	06/12/2014	ZSCR	551	034-2	NA	'050	A2C73784100	NA	A2C00184100	7				1342	"IC SMART POW/BOSS PENTA 3/2 or SPLP0717,"	NA	ROH	NA	102.9	S1_CBC MY15_. (APROBAC	NO				
560615	06/12/2014	ZSCR	551	034-2	NA	'050	A2C73784100	NA	A2C00278300	5				1342	"IC MCU BLK/MPC5605BVLUR,1M03Y and 0N69H,"	NA	ROH	NA	123.1	S1_CBC MY15_. (APROBAC	NO				
560615	06/12/2014	ZSCR	551	034-2	NA	'050	A2C37574500	NA	A2C40018531	8				1342	"EM RELAY,TBD,TWIN,12V, EX2-2U1J"	NA	ROH	NA	59.68	S1_CBC MY15_. (APROBAC	NO				
560616	06/12/2014	ZSCR	551	034-2	NA	'050	A2C32144600	NA	A2C00046612	1				1342	"S912XET256J2MALR,2M53J,112 LQFP,FLASH,16"	NA	ROH	NA	23.98	S1_TIPM LOGIC_P.PABLO P	NO				
560616	06/12/2014	ZSCR	551	034-2	NA	'050	A2C53428272T	NA	A2C00833800	1				1342	"IC SMART POW/-,12.00 X 12.00 / 1.00,4,41"	NA	ROH	NA	19.63	S1_TIPM LOGIC_P.PABLO P	NO				
560619	06/12/2014	ZSCR	551	034-2	NA	'050	A2C31231400T	NA	A2C53428225	2				1342	PCB RIGID MY11 TIPM DV LOGIC PCB	NA	ROH	NA	102.12	S1_TIPM LOGIC_P.PABLO P	NO				
560640	06/12/2014	ZSCR	551	050-1	NA	'015	A2C87302300	NA	A2C87302300	12				1501	pcb assy RKE 433 w/oKG Var#4	NA	HALB	S.Real/AutoBF	1893	S1_CUSW UF RFHM_A.ADRIA	NO	4985023982			
560641	06/12/2014	MB1A	551	023-2	K96019	'015	NA	NA	A2C86023300	57				1232	transceiver assy U/L/T/P	NA	HALB	S.Real/AutoBF	4708.77	S1_PASE FOB CUSW_A.ADRI	NO				
560642	06/12/2014	ZSCR	551	040-3	NA	'015	A2C74509800	NA	A2C74509800	28				1403	transmitter CHR PASE 433 GV#21 5B	NA	HALB	S.Real/AutoBF	2446.36	S1_PASE FOB CUSW_A.ADRI	NO	4985023802			
560642	06/12/2014	ZSCR	551	040-3	NA	'015	A2C74509900	NA	A2C74509900	4				1403	transmitter CHR PASE 433 GV#22 3B	NA	HALB	S.Real/AutoBF	341.04	S1_PASE FOB CUSW_A.ADRI	NO	4985023817			
560643	06/12/2014	ZSCR	551	050-5	NA	'015	A2C73751902	NA	A2C73751902	11	3011	015	 	1505	transmitter CHR PASE 433 NV#05 4B	NA	HALB	S.Real	1042.03	S1_PASE FOB CUSW_A.ADRI	NO				
560643	06/12/2014	ZSCR	551	050-5	NA	'015	A2C73752002	NA	A2C73752002	2	3011	015	 	1505	transmitter CHR PASE 433 NV#06 3B	NA	HALB	S.Real	183.4	S1_PASE FOB CUSW_A.ADRI	NO				
560643	06/12/2014	ZSCR	551	050-5	NA	'015	A2C73753002	NA	A2C73753002	25	3011	015	 	1505	transmitter CHR PASE 433 GV#04 5B	NA	HALB	S.Real	2429.25	S1_PASE FOB CUSW_A.ADRI	NO				
560647	06/12/2014	ZSCR	551	050-5	NA	'015	A2C73753202	NA	A2C73753202	21	3011	015	 	1505	transmitter CHR PASE 433 GV#06 5B	NA	HALB	S.Real	2014.74	S1_PASE FOB CUSW_A.ADRI	NO				
560647	06/12/2014	ZSCR	551	050-5	NA	'015	A2C73753502	NA	A2C73753502	12	3011	015	 	1505	transmitter CHR PASE 433 GV#09 3B	NA	HALB	S.Real	1085.64	S1_PASE FOB CUSW_A.ADRI	NO				
560647	06/12/2014	ZSCR	551	050-5	NA	'015	A2C73937302	NA	A2C73937302	4	3011	015	 	1505	transmitter CHR PASE 315 GV#12 3B	NA	HALB	S.Real	364.08	S1_PASE FOB CUSW_A.ADRI	NO				
560647	06/12/2014	ZSCR	551	050-5	NA	'015	A2C73937402	NA	A2C73937402	4	3011	015	 	1505	transmitter CHR PASE 315 GV#13 2B	NA	HALB	S.Real	354.28	S1_PASE FOB CUSW_A.ADRI	NO				
560669	06/12/2014	MB1A	551	023-2	K96019	'015	NA	NA	A2C86023400	141				1232	transceiver assy ULTPRS	NA	HALB	S.Real/AutoBF	12017.43	S1_PASE FOB CUSW_A.ADRI	NO				
560675	06/12/2014	ZSCR	551	040-3	NA	'015	A2C74094301	NA	A2C74094301	2				1403	transmitter PASE 433 GV#20 3B	NA	HALB	S.Real/AutoBF	163.24	S1_PASE FOB CUSW_A.ADRI	NO	4985023772			
560675	06/12/2014	ZSCR	551	040-3	NA	'015	A2C86023300	NA	A2C86023300	12				1403	transceiver assy U/L/T/P	NA	HALB	S.Real/AutoBF	991.32	S1_PASE FOB CUSW_A.ADRI	NO	4985023831			
560699	06/12/2014	ZSCR	551	040-4	NA	'015	A2C73789705	NA	A2C7378970593	2	3011	015	 	1404	pcb topTHD BCU CHR Wx CBC2 TOP	NA	HALB	S.Real	829.4	S1_CBC_P.PABLO PALMER-C	NO				
560699	06/12/2014	ZSCR	551	040-4	NA	'015	A2C74493401	NA	A2C7449340193	1	3011	015	 	1404	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	414.16	S1_CBC_P.PABLO PALMER-C	NO				
560704	06/12/2014	ZSCR	551	040-2	NA	'050	A2C31229800	NA	A2C31229200	2				1402	"PCB RIGID,1001-2-00 TIPM MED MY12 Ci S1"	NA	ROH	NA	122.74	S1_TIPM MEDIUM_P.PABLO	NO				
560708	06/12/2014	ZSCR	551	034-2	NA	'050	A2C30822000	NA	A2C00042519	1				1342	"4,36V,160mOhm,PowerSSO-24,GENERAL PURPOS"	NA	ROH	NA	5.6	S1_TIPM LOGIC_P.PABLO P	NO				
560708	06/12/2014	ZSCR	551	034-2	NA	'050	A2C30821600	NA	A2C00058681	1				1342	"IC MCU BLK/MC9S12XET512BMAG,3M25J or1M12"	NA	ROH	NA	28.19	S1_TIPM LOGIC_P.PABLO P	NO				
560708	06/12/2014	ZSCR	551	034-2	NA	'050	A2C30821600	NA	A2C40010248	1				1342	"C ELEC,AL,100uF,20%,35V"	NA	ROH	NA	0.82	S1_TIPM LOGIC_P.PABLO P	NO				
560708	06/12/2014	ZSCR	551	034-2	NA	'050	68163903AB	NA	A2C53428196	1				1342	"CONN,1 ROW,7CONT,1 ROW,MALE,7CONT,2.54MM"	NA	ROH	NA	6.37	S1_TIPM LOGIC_P.PABLO P	NO				
560708	06/12/2014	ZSCR	551	034-2	NA	'050	68163903AB	NA	A2C53428197	3				1342	TERMINAL STRIP	NA	ROH	NA	6.39	S1_TIPM LOGIC_P.PABLO P	NO				
560721	06/12/2014	ZSCR	551	034-2	NA	'050	A2C32292100	NA	A2C40000660	3				1342	"IC MCU BLK/MC9S12XEG384CAL,3M25J or 1M12"	NA	ROH	NA	63.24	S1_RFHM CUSW_A.ADRIANA	NO				
560721	06/12/2014	ZSCR	551	034-2	NA	'050	A2C32292100	NA	A2C53331174	16				1342	antenna	NA	ROH	NA	27.04	S1_RFHM CUSW_A.ADRIANA	NO				
560721	06/12/2014	ZSCR	551	034-2	NA	'050	A2C32292100	NA	A2C53375403	4				1342	receiver DIVZZDIV RXI-35-4	NA	ROH	NA	90.88	S1_RFHM CUSW_A.ADRIANA	NO				
560725	06/12/2014	ZSCR	551	034-2	NA	'050	A2C32295700	NA	A2C00048062	1				1342	"TLE8262E,SBC,CAN/LIN,DSO36-EP,BUS DRIVER"	NA	ROH	NA	11.36	S1_CUSW UF RFHM_A.ADRIA	NO				
560725	06/12/2014	ZSCR	551	034-2	NA	'050	A2C32291400	NA	A2C53331174	18				1342	antenna	NA	ROH	NA	30.42	S1_CUSW UF RFHM_A.ADRIA	NO				
560725	06/12/2014	ZSCR	551	034-2	NA	'050	A2C32291400	NA	A2C53331174	3				1342	antenna	NA	ROH	NA	5.07	S1_CUSW UF RFHM_A.ADRIA	NO				
560725	06/12/2014	ZSCR	551	034-2	NA	'050	A2C32291400	NA	A2C53375403	3				1342	receiver DIVZZDIV RXI-35-4	NA	ROH	NA	68.16	S1_CUSW UF RFHM_A.ADRIA	NO				
560793	06/12/2014	ZSCR	551	034-2	NA	'015	A2C73789705	NA	A2C7378970593	1	3011	015	 	1342	pcb topTHD BCU CHR Wx CBC2 TOP	NA	HALB	S.Real	414.7	S1_CBC MY15_. (APROBAC	NO				
560796	06/12/2014	ZSCR	551	034-2	NA	'015	A2C73789705	NA	A2C7378970593	1	3011	015	 	1342	pcb topTHD BCU CHR Wx CBC2 TOP	NA	HALB	S.Real	414.7	S1_CBC MY15_. (APROBAC	NO				
560799	06/12/2014	ZSCR	551	034-2	NA	'015	A2C73789705	NA	A2C73789705	1				1342	pcb topTHD BCU CHR Wx CBC2	NA	HALB	S.Real/AutoBF	417.3	S1_CBC MY15_. (APROBAC	NO	4985023484			
560802	06/12/2014	ZSCR	551	030-1	NA	'015	A2C87302200	NA	A2C8730220093	1	3011	015	 	1301	pcb assy RKE 433 w/oKG Var#3	NA	HALB	S.Real	147.65	S1_CUSW UF RFHM_A.ADRIA	NO				
560815	06/12/2014	ZSCR	551	034-2	NA	'015	A2C74493401	NA	A2C74493401	3				1342	pcb topTHD BCU CHRDX CBC2	NA	HALB	S.Real/AutoBF	1250.28	S1_CBC MY15_. (APROBAC	NO	4985023502			
560817	06/12/2014	ZSCR	551	034-2	NA	'015	A2C73601801	NA	A2C73637100	2	3011	015	 	1342	"HOUSING, UPPER CBC"	NA	ROH	NA	48.04	S1_CBC MY15_. (APROBAC	NO	4985026755			
560888	06/12/2014	ZSCR	551	040-1	NA	'015	A2C93174400	NA	A2C3813640092	1	3011	015	 	1401	"""SUB FOBIK PCB T-ASM, NA/EU(P U L T RS) B"""	NA	HALB	S.Real	50.24	S1_PASE FOB CUSW_A.ADRI	NO				
560889	06/12/2014	MB1A	551	010-4	95000021	'015	NA	NA	A2C3813640092	11				1104	"""SUB FOBIK PCB T-ASM, NA/EU(P U L T RS) B"""	QN410098771	HALB	S.Real	552.64	410098771_PASE F	NO				
560889	06/12/2014	MB1A	551	010-4	95000021	'015	NA	NA	A2C7393640092	1				1104	pcb bot SMD CHR PASE 433 w KG U L T LU	QN410098771	HALB	S.Real	47.19	410098771_PASE F	NO				
560889	06/12/2014	MB1A	551	010-4	95000021	'015	NA	NA	A2C7395960192	1				1104	pcb topSMD CHR UF 4-BTN bottom	QN410098771	HALB	S.Real	47.16	410098771_PASE F	NO				
560947	07/12/2014	ZSCR	551	040-4	NA	'015	A2C82168000	NA	A2C86398500	40	3011	015	 	1404	housing assy	NA	ROH	NA	310.8	S1_CUSW UF RFHM_A.ADRIA	NO				
560968	07/12/2014	MB1A	551	012-1	95000021	'015	NA	NA	A2C7395960192	7				1121	pcb topSMD CHR UF 4-BTN bottom	QN410098771	HALB	S.Real	330.12	410098771_PASE F	NO				
560969	07/12/2014	MB1A	551	012-1	95000021	'015	NA	NA	A2C3813640092	4				1121	"""SUB FOBIK PCB T-ASM, NA/EU(P U L T RS) B"""	QN410098771	HALB	S.Real	200.96	410098771_PASE F	NO				
560969	07/12/2014	MB1A	551	012-1	95000021	'015	NA	NA	A2C7441340092	6				1121	electronic assy PASE 433 Fiat E45 Bottom	QN410098771	HALB	S.Real	269.4	410098771_PASE F	NO				
560969	07/12/2014	MB1A	551	012-1	95000021	'015	NA	NA	A2C8393040092	3				1121	"""SUB FOBIK PCB TOP-ASM, NA/EU(P U L) B"""	QN410098771	HALB	S.Real	134.28	410098771_PASE F	NO				
560971	07/12/2014	ZSCR	551	040-1	NA	'015	A2C73552402	NA	A2C8393060092	1	3011	015	 	1401	"""SUB FOBIK PCB TOP-ASM, NA/EU(U L) B"""	NA	HALB	S.Real	42.89	S1_PASE FOB CUSW_A.ADRI	NO	**			
560978	07/12/2014	ZSCR	551	034-2	NA	'015	A2C89861500	NA	A2C3229710093	2	3011	015	 	1342	CUSW PCB ASSY BOT	NA	HALB	S.Real	48.3	S1_RKE FOB CUSW_A.ADRIA	NO				
560979	07/12/2014	ZSCR	551	034-2	NA	'015	A2C93174400	NA	A2C3813640092	1	3011	015	 	1342	"""SUB FOBIK PCB T-ASM, NA/EU(P U L T RS) B"""	NA	HALB	S.Real	50.24	S1_PASE FOB CUSW_A.ADRI	NO				
560987	07/12/2014	ZSCR	551	034-2	NA	'015	A2C93174400	NA	A2C8216760093	1	3011	015	 	1342	pcb assy Top	NA	HALB	S.Real	170.66	S1_WK_WD RFHUB_A.ADRIAN	NO				
560987	07/12/2014	ZSCR	551	034-2	NA	'015	A2C81624600	NA	A2C8216770093	1	3011	015	 	1342	pcb assy Top	NA	HALB	S.Real	168.24	S1_WK_WD RFHUB_A.ADRIAN	NO				
560989	07/12/2014	ZSCR	551	034-2	NA	'015	A2C8216760092	NA	A2C8216760092	4				1342	pcb assy Bottom	NA	HALB	S.Real/AutoBF	280.6	S1_WK_WD RFHUB_A.ADRIAN	NO	4985023603			
560990	07/12/2014	ZSCR	551	034-2	NA	'050	A2C8216790093	NA	A2C82135300	8				1342	pcb 4-lay FR-4 ImSn	NA	ROH	NA	260.24	S1_WK_WD RFHUB_A.ADRIAN	NO				
560993	07/12/2014	ZSCR	551	034-2	NA	'050	A2C31231100	NA	A2C53428230	1690				1342	CONNECTOR FEADER	NA	ROH	NA	135.2	S1_TIPM MEDIUM_P.PABLO	NO				
560994	07/12/2014	ZSCR	551	034-2	NA	'050	A2C33279700	NA	A2C53428228	256				1342	PIN	NA	ROH	NA	66.56	S1_TIPM MEDIUM_P.PABLO	NO				
560994	07/12/2014	ZSCR	551	034-2	NA	'050	A2C33279700	NA	A2C53428229	70				1342	"PIN,TNG FORK (TALL)"	NA	ROH	NA	21	S1_TIPM MEDIUM_P.PABLO	NO				
560995	07/12/2014	ZSCR	551	034-2	NA	'050	68163903AB	NA	A2C53428198	70				1342	"PIN,SPD TERM Z02 VERISON"	NA	ROH	NA	17.5	S1_TIPM LOGIC_P.PABLO P	NO				
560995	07/12/2014	ZSCR	551	034-2	NA	'050	68163904AB	NA	A2C53428199	110				1342	"PIN,NAT"	NA	ROH	NA	7.7	S1_TIPM LOGIC_P.PABLO P	NO				
560999	07/12/2014	ZSCR	551	040-3	NA	'015	A2C73789705	NA	A2C73789705	1				1403	pcb topTHD BCU CHR Wx CBC2	NA	HALB	S.Real/AutoBF	417.3	S1_CBC MY15_. (APROBAC	NO	4985023749			
561001	07/12/2014	ZSCR	551	040-3	NA	'015	A2C74511901	NA	A2C73637100	2	3011	015	 	1403	"HOUSING, UPPER CBC"	NA	ROH	NA	48.04	S1_CBC MY15_. (APROBAC	NO				
561264	07/12/2014	ZSCR	551	034-2	NA	'050	A2C30849100T	NA	A2C00058681	5				1342	"IC MCU BLK/MC9S12XET512BMAG,3M25J or1M12"	NA	ROH	NA	140.95	S1_TIPM MEDIUM_P.PABLO	NO				
561264	07/12/2014	ZSCR	551	034-2	NA	'050	A2C31231400T	NA	A2C00834100	2				1342	"IC SMART POW/-,QFN24,4,27V,35mOhm,HIGHSI"	NA	ROH	NA	32.12	S1_TIPM MEDIUM_P.PABLO	NO				
561264	07/12/2014	ZSCR	551	034-2	NA	'050	A2C30850600T	NA	A2C40015254	4				1342	"IC SMART POW/VND5004ASP30,MultiPowerSO-3"	NA	ROH	NA	67.4	S1_TIPM MEDIUM_P.PABLO	NO				
561265	07/12/2014	ZSCR	551	034-2	NA	'050	A2C31231100	NA	A2C53428230	1510				1342	CONNECTOR FEADER	NA	ROH	NA	120.8	S1_TIPM MEDIUM_P.PABLO	NO				
561271	07/12/2014	ZSCR	551	034-2	NA	'015	A2C73789605	NA	A2C7378970593	1	3011	015	 	1342	pcb topTHD BCU CHR Wx CBC2 TOP	NA	HALB	S.Real	414.7	S1_CBC MY15_. (APROBAC	NO				
561273	07/12/2014	ZSCR	551	034-2	NA	'015	A2C74493401	NA	A2C7449340193	1	3011	015	 	1342	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	414.16	S1_CBC MY15_. (APROBAC	NO				
561276	07/12/2014	ZSCR	551	034-2	NA	'015	A2C74493401	NA	A2C7449340193	1	3011	015	 	1342	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	414.16	S1_CBC MY15_.	NO				
561288	07/12/2014	ZSCR	551	034-2	NA	'050	A2C32292100	NA	A2C53375403	2				1342	receiver DIVZZDIV RXI-35-4	NA	ROH	NA	45.44	S1_WK_WD RFHUB_A.ADRIAN	NO				
561332	07/12/2014	ZSCR	551	042-4	NA	'050	A2C73789604	NA	A2C73599005	4				1424	pcb 4-lay ImSn Chrysler MY15 CBC	NA	ROH	NA	398.56	S1_CBC MY15_.	NO				
561333	07/12/2014	ZSCR	551	034-2	NA	'015	A2C73789605	NA	A2C7378970593	2	3011	015	 	1342	pcb topTHD BCU CHR Wx CBC2 TOP	NA	HALB	S.Real	829.4	S1_CBC MY15_.	NO				
561334	07/12/2014	ZSCR	551	042-4	NA	'015	A2C73789605	NA	A2C7378970593	1	3011	015	 	1424	pcb topTHD BCU CHR Wx CBC2 TOP	NA	HALB	S.Real	414.7	S1_CBC MY15_.	NO				
561336	07/12/2014	ZSCR	551	034-2	NA	'015	A2C73789605	NA	A2C7378970593	1	3011	015	 	1342	pcb topTHD BCU CHR Wx CBC2 TOP	NA	HALB	S.Real	414.7	S1_CBC MY15_.	NO				
561337	07/12/2014	ZSCR	551	034-2	NA	'015	A2C73789705	NA	A2C7378970593	1	3011	015	 	1342	pcb topTHD BCU CHR Wx CBC2 TOP	NA	HALB	S.Real	414.7	S1_CBC MY15_.	NO				
561367	07/12/2014	ZSCR	551	034-2	NA	'015	A2C86022500	NA	A2C8730220093	3	3011	015	 	1342	pcb assy RKE 433 w/oKG Var#3	NA	HALB	S.Real	442.95	S1_CUSW UF RFHM_A.ADRIA	NO				
561368	07/12/2014	ZSCR	551	034-2	NA	'015	A2C90502800	NA	A2C9113260093	1	3011	015	 	1342	pcb assy PASE 433 Top	NA	HALB	S.Real	145.04	S1_CUSW UF RFHM_A.ADRIA	NO				
561388	07/12/2014	ZSCR	551	035-1	0	'050	A2C53428193T	NA	6596602048	4				1351	TRANSISTOR NPN 0.5A MMBTA06 SO		ROH	NA	0.52	S1_TIPM MEDIUM_M.MIGUEL	NO				
561388	07/12/2014	ZSCR	551	035-1	0	'050	A2C30889800T	NA	A2C40000385	67				1351	"R LIN,1M,5%,TK200,100mW,0603"		ROH	NA	0.67	S1_TIPM MEDIUM_M.MIGUEL	NO				
561388	07/12/2014	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40001842	12				1351	"R LIN,61K9,1%,TK100,125mW,0805"		ROH	NA	0.12	S1_TIPM MEDIUM_M.MIGUEL	NO				
561388	07/12/2014	ZSCR	551	035-1	0	'050	A2C53428193T	NA	A2C40002000	47				1351	"R LIN,100R,5%,TK200,750mW,2010"		ROH	NA	3.29	S1_TIPM MEDIUM_M.MIGUEL	NO				
561388	07/12/2014	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40002163	95				1351	"R LIN,27K,5%,TK200,100mW,0603"		ROH	NA	0.95	S1_TIPM MEDIUM_M.MIGUEL	NO				
561388	07/12/2014	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40002167	244				1351	"R LIN,2R4,5%,TK200,100mW,0603"		ROH	NA	2.44	S1_TIPM MEDIUM_M.MIGUEL	NO				
561388	07/12/2014	ZSCR	551	035-1	0	'050	A2C30889800T	NA	A2C40002177	5				1351	"R LIN,360K,5%,TK200,100mW,0603"		ROH	NA	0.05	S1_TIPM MEDIUM_M.MIGUEL	NO				
561388	07/12/2014	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40003098	3				1351	"R LIN,10K,1%,TK100,100mW,0603"		ROH	NA	0.03	S1_TIPM MEDIUM_M.MIGUEL	NO				
561388	07/12/2014	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40005523	14				1351	"R NET,10K,5%,63mW,1206"		ROH	NA	0.28	S1_TIPM MEDIUM_M.MIGUEL	NO				
561388	07/12/2014	ZSCR	551	035-1	0	'050	A2C53428193T	NA	A2C40006979	3				1351	"C CER,X7R,22nF,10%,100V,0805,-"		ROH	NA	0.09	S1_TIPM MEDIUM_M.MIGUEL	NO				
561388	07/12/2014	ZSCR	551	035-1	0	'050	A2C30889800T	NA	A2C40007117	18				1351	"C CER,X7R,560pF,10%,50V,-TBD-,-"		ROH	NA	0.36	S1_TIPM MEDIUM_M.MIGUEL	NO				
561388	07/12/2014	ZSCR	551	035-1	0	'050	A2C53428193T	NA	A2C40007117	694				1351	"C CER,X7R,560pF,10%,50V,-TBD-,-"		ROH	NA	13.88	S1_TIPM MEDIUM_M.MIGUEL	NO				
561388	07/12/2014	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40007536	4				1351	"D REC/BAV99,70V,100mA,SOT-23,15ns"		ROH	NA	0.32	S1_TIPM MEDIUM_M.MIGUEL	NO				
561388	07/12/2014	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40007730	149				1351	"D SUP/MMBZ27VALT1,SOT23"		ROH	NA	19.37	S1_TIPM MEDIUM_M.MIGUEL	NO				
561388	07/12/2014	ZSCR	551	035-1	0	'050	A2C7365810093	NA	A2C40009952	18				1351	"D ZEN/MMSZ39T1,39V,500mW,SOD 123"		ROH	NA	2.16	S1_TIPM MEDIUM_M.MIGUEL	NO				
561388	07/12/2014	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40012807	12				1351	"T FET/NTD3055L104,MOS,POWER,CASE369A"		ROH	NA	12.36	S1_TIPM MEDIUM_M.MIGUEL	NO				
561393	07/12/2014	ZSCR	551	035-1	0	'050	A2C3229710093	NA	A2C00010737	14				1351	"100pF,5%,50V,C0G,0402,TINNED,CER CAP/VJ"		ROH	NA	0.14	S1_RKE FOB CUSW_J.JORGE	NO				
561393	07/12/2014	ZSCR	551	035-1	0	'050	A2C3229710093	NA	A2C00021664	1				1351	"15pF,1%,50V,C0G,0402,Sn,CER CAP/RF appli"		ROH	NA	0.02	S1_RKE FOB CUSW_J.JORGE	NO				
561393	07/12/2014	ZSCR	551	035-1	0	'050	A2C3229710093	NA	A2C00024522	231				1351	"C CER,X7R,1uF,10%,25V,0805,Sn,STANDARD"		ROH	NA	18.48	S1_RKE FOB CUSW_J.JORGE	NO				
561393	07/12/2014	ZSCR	551	035-1	0	'050	A2C3229710093	NA	A2C00025464	45				1351	"R LIN,560R,5%,TK200,63mW,0402"		ROH	NA	0.45	S1_RKE FOB CUSW_J.JORGE	NO				
561393	07/12/2014	ZSCR	551	035-1	0	'050	A2C3229710093	NA	A2C00029765	66				1351	"15nF,10%,25V,X7R,0402,TINNED,CER CAP/C10"		ROH	NA	0.66	S1_RKE FOB CUSW_J.JORGE	NO				
561393	07/12/2014	ZSCR	551	035-1	0	'050	A2C3229710093	NA	A2C00031067	8				1351	"4pF,0.1pF,50V,C0G,0402,TINNED,CER CAP/"		ROH	NA	0.16	S1_RKE FOB CUSW_J.JORGE	NO				
561393	07/12/2014	ZSCR	551	035-1	0	'050	A2C3229710093	NA	A2C00034028	45				1351	"100nF,10%,16V,X7R,0402,TINNED,CER CAP/"		ROH	NA	0.9	S1_RKE FOB CUSW_J.JORGE	NO				
561393	07/12/2014	ZSCR	551	035-1	0	'050	A2C3229710093	NA	A2C00047242	1				1351	"2.36mH,30mA,SMD,LEADFREE_COIL/"		ROH	NA	2.07	S1_RKE FOB CUSW_J.JORGE	NO				
561398	07/12/2014	ZSCR	551	035-1	0	'050	A2C8216770093	NA	A2C00010444	19				1351	"0R05,63mW,1A,0402,JUMPER/+++please use A"		ROH	NA	0.19	S1_WK_WD RFHUB_J.JORGE	NO				
561398	07/12/2014	ZSCR	551	035-1	0	'050	A2C8216770092	NA	A2C00018438	1				1351	"R LIN,220K,5%,TK200,63mW,0402"		ROH	NA	0.01	S1_WK_WD RFHUB_J.JORGE	NO				
561398	07/12/2014	ZSCR	551	035-1	0	'050	A2C8216770093	NA	A2C00038706	1				1351	"NUP2105L/350W,24V,SOT23,Dual SUP DIODE ("		ROH	NA	0.31	S1_WK_WD RFHUB_J.JORGE	NO				
