No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	 	 	 	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP	
548545	11/11/2014	ZSCR	551	035-1	0	'054	A2C9663160092	NA	A2C00006616	47	3011	054	 	1351	"R LIN,7K5,5%,TK200,63mW,0402"		ROH	NA	0.47	PSAD_DAIMLER STAR 2_N.N	NO		
548545	11/11/2014	ZSCR	551	035-1	0	'054	A2C9663160093	NA	A2C00000568	1121	3011	054	 	1351	"T BIP/BC 847S E6327,SOT363"		ROH	NA	156.94	PSAD_DAIMLER STAR 2_N.N	NO		
548545	11/11/2014	ZSCR	551	035-1	0	'054	A2C9663160093	NA	A2C00051989	168	3011	054	 	1351	"100uF,20%,35V,SMD,AL,ELEC CAP/"		ROH	NA	149.52	PSAD_DAIMLER STAR 2_N.N	NO		
548545	11/11/2014	ZSCR	551	035-1	0	'054	A2C9663160093	NA	A2C00051994	14	3011	054	 	1351	"330uF,20%,35V,SMD,AL,ELEC CAP/"		ROH	NA	14.28	PSAD_DAIMLER STAR 2_N.N	NO		
548545	11/11/2014	ZSCR	551	035-1	0	'054	A2C8705700193	NA	A2C00006616	7	3011	054	 	1351	"R LIN,7K5,5%,TK200,63mW,0402"		ROH	NA	0.07	PSAD_DAIMLER STAR 2_N.N	NO		
548545	11/11/2014	ZSCR	551	035-1	0	'054	A2C8705700193	NA	A2C00051989	3	3011	054	 	1351	"100uF,20%,35V,SMD,AL,ELEC CAP/"		ROH	NA	2.67	PSAD_DAIMLER STAR 2_N.N	NO		
548545	11/11/2014	ZSCR	551	035-1	0	'054	A2C8705700193	NA	A2C00000568	13	3011	054	 	1351	"T BIP/BC 847S E6327,SOT363"		ROH	NA	1.82	PSAD_DAIMLER STAR 2_N.N	NO		
548545	11/11/2014	ZSCR	551	035-1	0	'054	A2C8705700193	NA	A2C00003447	1	3011	054	 	1351	"R LIN,4K7,5%,TK200,250mW,1206"		ROH	NA	0.02	PSAD_DAIMLER STAR 2_N.N	NO		
548545	11/11/2014	ZSCR	551	035-1	0	'054	A2C8705700192	NA	A2C00006616	5	3011	054	 	1351	"R LIN,7K5,5%,TK200,63mW,0402"		ROH	NA	0.05	PSAD_DAIMLER STAR 2_N.N	NO		
548545	11/11/2014	ZSCR	551	035-1	0	'054	A2C8705700192	NA	A2C01043500	1	3011	054	 	1351	"IC MCU BLK/SPC560P50L3,Cut 3.5,QFP100,FL"		ROH	NA	17.33	PSAD_DAIMLER STAR 2_N.N	NO		
548545	11/11/2014	ZSCR	551	035-1	0	'054	A2C8705700192	NA	A2C00064727	1	3011	054	 	1351	"C CER,X7R,220nF,10%,25V,0603,Sn"		ROH	NA	0.05	PSAD_DAIMLER STAR 2_N.N	NO		
548546	11/11/2014	ZSCR	551	035-1	0	'054	A2C9381390092	NA	A2C00007895	1	3011	054	 	1351	"C CER,C0G,470pF,5%,50V,0603,Sn"		ROH	NA	0.02	PS_HONDA HRS6_N.NORTON	NO		
548546	11/11/2014	ZSCR	551	035-1	0	'054	A2C9381390093	NA	A2C00019592	1	3011	054	 	1351	"R LIN,5K62,1%,TK100,63mW,0402"		ROH	NA	0.01	PS_HONDA HRS6_N.NORTON	NO		
548546	11/11/2014	ZSCR	551	035-1	0	'054	A2C9381390093	NA	A2C00046692	1	3011	054	 	1351	"100nF,10%,50V,X7R,0603,Sn,CER CAP/GCM"		ROH	NA	0.02	PS_HONDA HRS6_N.NORTON	NO		
548546	11/11/2014	ZSCR	551	035-1	0	'054	A2C9381390093	NA	A2C00020588	1	3011	054	 	1351	"R LIN,82R5,1%,TK100,100mW,0603"		ROH	NA	0.01	PS_HONDA HRS6_N.NORTON	NO		
548546	11/11/2014	ZSCR	551	035-1	0	'054	A2C9381390093	NA	A2C00004025	1	3011	054	 	1351	"R LIN,1K3,1%,TK100,250mW,1206"		ROH	NA	0.03	PS_HONDA HRS6_N.NORTON	NO		
548546	11/11/2014	ZSCR	551	035-1	0	'054	A2C9381390092	NA	A2C00019595	8	3011	054	 	1351	"R LIN,22K1,1%,TK100,63mW,0402"		ROH	NA	0.08	PS_HONDA HRS6_N.NORTON	NO		
548546	11/11/2014	ZSCR	551	035-1	0	'054	A2C9381390092	NA	A2C00037882	1	3011	054	 	1351	"R LIN,2K4,1%,TK100,63mW,0402"		ROH	NA	0.01	PS_HONDA HRS6_N.NORTON	NO		
548547	11/11/2014	ZSCR	551	035-1	0	'054	A2C8397190092	NA	A2C00045751	72	3011	054	 	1351	"1,PNP,NORMAL,100mA,65V,SOT23,BIP,hFE=220"		ROH	NA	5.04	PS_SDM10+_N.NORTON MARQ	NO		
548547	11/11/2014	ZSCR	551	035-1	0	'054	A2C8397190092	NA	A2C00010445	11	3011	054	 	1351	"4K7,5%,TK200,63mW,0402,LIN RES/CRCW"		ROH	NA	0.11	PS_SDM10+_N.NORTON MARQ	NO		
548547	11/11/2014	ZSCR	551	035-1	0	'054	A2C8397190092	NA	A2C00003792	448	3011	054	 	1351	"R LIN,330R,5%,TK200,125mW,0805"		ROH	NA	4.48	PS_SDM10+_N.NORTON MARQ	NO		
548547	11/11/2014	ZSCR	551	035-1	0	'054	A2C8397190092	NA	A2C00000345	1	3011	054	 	1351	"70V,250mA,2,FAST,SOT23,RECT DIODE/BAV70"		ROH	NA	0.07	PS_SDM10+_N.NORTON MARQ	NO		
548547	11/11/2014	ZSCR	551	035-1	0	'054	A2C8397190092	NA	A2C40000017	11	3011	054	 	1351	"TAURI,E113.08,IC OTH,SO24"		ROH	NA	190.41	PS_SDM10+_N.NORTON MARQ	NO		
548547	11/11/2014	ZSCR	551	035-1	0	'054	A2C8397190092	NA	A2C00010473	3	3011	054	 	1351	"47K,1%,TK100,63mW,0402,LIN RES/CRCW"		ROH	NA	0.03	PS_SDM10+_N.NORTON MARQ	NO		
548547	11/11/2014	ZSCR	551	035-1	0	'054	A2C8397200092	NA	A2C40000019	93	3011	054	 	1351	"F BEAD/-,100mOhm,60Ohm,500mA,SMD"		ROH	NA	3.72	PS_SDM10+_N.NORTON MARQ	NO		
548547	11/11/2014	ZSCR	551	035-1	0	'054	A2C8397200092	NA	A2C00003792	153	3011	054	 	1351	"R LIN,330R,5%,TK200,125mW,0805"		ROH	NA	1.53	PS_SDM10+_N.NORTON MARQ	NO		
548547	11/11/2014	ZSCR	551	035-1	0	'054	A2C8397200092	NA	A2C00010473	2	3011	054	 	1351	"47K,1%,TK100,63mW,0402,LIN RES/CRCW"		ROH	NA	0.02	PS_SDM10+_N.NORTON MARQ	NO		
548547	11/11/2014	ZSCR	551	035-1	0	'054	A2C8397200092	NA	A2C00010465	91	3011	054	 	1351	"10K,1%,TK100,63mW,0402,LIN RES/CRCW"		ROH	NA	0.91	PS_SDM10+_N.NORTON MARQ	NO		
548547	11/11/2014	ZSCR	551	035-1	0	'054	A2C8397200092	NA	A2C00010445	385	3011	054	 	1351	"4K7,5%,TK200,63mW,0402,LIN RES/CRCW"		ROH	NA	3.85	PS_SDM10+_N.NORTON MARQ	NO		
548547	11/11/2014	ZSCR	551	035-1	0	'054	A2C8397190093	NA	A2C00011010	11	3011	054	 	1351	"R LIN,1K1,1%,TK100,125mW,0805"		ROH	NA	0.22	PS_SDM10+_N.NORTON MARQ	NO		
548547	11/11/2014	ZSCR	551	035-1	0	'054	A2C8397190093	NA	A2C00010445	472	3011	054	 	1351	"4K7,5%,TK200,63mW,0402,LIN RES/CRCW"		ROH	NA	4.72	PS_SDM10+_N.NORTON MARQ	NO		
548547	11/11/2014	ZSCR	551	035-1	0	'054	A2C8397190093	NA	A2C00010903	57	3011	054	 	1351	"1M,5%,TK200,63mW,0402,LIN RES/CRCW"		ROH	NA	0.57	PS_SDM10+_N.NORTON MARQ	NO		
548547	11/11/2014	ZSCR	551	035-1	0	'054	A2C8397190093	NA	A2C00010473	20	3011	054	 	1351	"47K,1%,TK100,63mW,0402,LIN RES/CRCW"		ROH	NA	0.2	PS_SDM10+_N.NORTON MARQ	NO		
548547	11/11/2014	ZSCR	551	035-1	0	'054	A2C8397190093	NA	A2C40002678	4	3011	054	 	1351	"T BIP/BC846B (3k reel),SOT23"		ROH	NA	0.28	PS_SDM10+_N.NORTON MARQ	NO		
548547	11/11/2014	ZSCR	551	035-1	0	'054	A2C8397190093	NA	A2C00002070	60	3011	054	 	1351	"C CER,X7R,22nF,10%,100V,0805,Sn"		ROH	NA	1.8	PS_SDM10+_N.NORTON MARQ	NO		
548547	11/11/2014	ZSCR	551	035-1	0	'054	A2C8397190093	NA	A2C00006615	33	3011	054	 	1351	"R LIN,33K,5%,TK200,63mW,0402"		ROH	NA	0.33	PS_SDM10+_N.NORTON MARQ	NO		
548547	11/11/2014	ZSCR	551	035-1	0	'054	A2C8397190093	NA	A2C00000251	31	3011	054	 	1351	"16V,300mW,SOT23,ZENER/BZX84C16LT1"		ROH	NA	2.79	PS_SDM10+_N.NORTON MARQ	NO		
548547	11/11/2014	ZSCR	551	035-1	0	'054	A2C8397190093	NA	A2C00045751	26	3011	054	 	1351	"1,PNP,NORMAL,100mA,65V,SOT23,BIP,hFE=220"		ROH	NA	1.82	PS_SDM10+_N.NORTON MARQ	NO		
548547	11/11/2014	ZSCR	551	035-1	0	'054	A2C8397190093	NA	A2C40000008	513	3011	054	 	1351	"R LIN,3K01,1%,TK100,63mW,0402"		ROH	NA	5.13	PS_SDM10+_N.NORTON MARQ	NO		
548547	11/11/2014	ZSCR	551	035-1	0	'054	A2C8397190093	NA	A2C00000345	31	3011	054	 	1351	"70V,250mA,2,FAST,SOT23,RECT DIODE/BAV70"		ROH	NA	2.17	PS_SDM10+_N.NORTON MARQ	NO		
548547	11/11/2014	ZSCR	551	035-1	0	'054	A2C8397190093	NA	A2C00003792	116	3011	054	 	1351	"R LIN,330R,5%,TK200,125mW,0805"		ROH	NA	1.16	PS_SDM10+_N.NORTON MARQ	NO		
548547	11/11/2014	ZSCR	551	035-1	0	'054	A2C8397200093	NA	A2C00011010	2	3011	054	 	1351	"R LIN,1K1,1%,TK100,125mW,0805"		ROH	NA	0.04	PS_SDM10+_N.NORTON MARQ	NO		
548547	11/11/2014	ZSCR	551	035-1	0	'054	A2C8397200093	NA	A2C00010445	322	3011	054	 	1351	"4K7,5%,TK200,63mW,0402,LIN RES/CRCW"		ROH	NA	3.22	PS_SDM10+_N.NORTON MARQ	NO		
548547	11/11/2014	ZSCR	551	035-1	0	'054	A2C8397200093	NA	A2C40000036	1	3011	054	 	1351	"L COIL/CD 75,150uH,580mA,SMD"		ROH	NA	1.28	PS_SDM10+_N.NORTON MARQ	NO		
548547	11/11/2014	ZSCR	551	035-1	0	'054	A2C8397200093	NA	A2C52003076	1	3011	054	 	1351	"1,PNP,NORMAL,1.5A,80V,SOT223,BIP/BCP53-1"		ROH	NA	0.32	PS_SDM10+_N.NORTON MARQ	NO		
548547	11/11/2014	ZSCR	551	035-1	0	'054	A2C8397200093	NA	A2C00010473	13	3011	054	 	1351	"47K,1%,TK100,63mW,0402,LIN RES/CRCW"		ROH	NA	0.13	PS_SDM10+_N.NORTON MARQ	NO		
548547	11/11/2014	ZSCR	551	035-1	0	'054	A2C8397200093	NA	A2C40006675	11	3011	054	 	1351	"C CER,C0G,12pF,5%,50V,C0402,Sn"		ROH	NA	0.11	PS_SDM10+_N.NORTON MARQ	NO		
548547	11/11/2014	ZSCR	551	035-1	0	'054	A2C8397200093	NA	A2C00003792	58	3011	054	 	1351	"R LIN,330R,5%,TK200,125mW,0805"		ROH	NA	0.58	PS_SDM10+_N.NORTON MARQ	NO		
548547	11/11/2014	ZSCR	551	035-1	0	'054	A2C8397200093	NA	A2C00006609	172	3011	054	 	1351	"R LIN,100R,5%,TK200,63mW,0402"		ROH	NA	1.72	PS_SDM10+_N.NORTON MARQ	NO		
548547	11/11/2014	ZSCR	551	035-1	0	'054	A2C8397200093	NA	A2C00045751	98	3011	054	 	1351	"1,PNP,NORMAL,100mA,65V,SOT23,BIP,hFE=220"		ROH	NA	6.86	PS_SDM10+_N.NORTON MARQ	NO		
548547	11/11/2014	ZSCR	551	035-1	0	'054	A2C8397200093	NA	A2C40000008	5	3011	054	 	1351	"R LIN,3K01,1%,TK100,63mW,0402"		ROH	NA	0.05	PS_SDM10+_N.NORTON MARQ	NO		
548548	11/11/2014	ZSCR	551	035-1	0	'054	A2C8300900092	NA	A2C40014330	3	3011	054	 	1351	"IC OPCOMP/TS914IDT,TBD"		ROH	NA	18.78	PS_SDM30_N.NORTON MARQU	NO	4984023841	
548548	11/11/2014	ZSCR	551	035-1	0	'054	A2C8300900092	NA	A2C40001538	13	3011	054	 	1351	"T BIP/BC856B,SOT23"		ROH	NA	0.91	PS_SDM30_N.NORTON MARQU	NO	4984023841	
548548	11/11/2014	ZSCR	551	035-1	0	'054	A2C8300900092	NA	A2C40004168	1	3011	054	 	1351	"R LIN,15K,1%,TK100,100mW,0603"		ROH	NA	0.01	PS_SDM30_N.NORTON MARQU	NO	4984023841	
548548	11/11/2014	ZSCR	551	035-1	0	'054	A2C8300900092	NA	A2C40003897	9	3011	054	 	1351	"R LIN,8K2,1%,TK100,100mW,0603"		ROH	NA	0.09	PS_SDM30_N.NORTON MARQU	NO	4984023841	
548548	11/11/2014	ZSCR	551	035-1	0	'054	A2C8300900092	NA	A2C40003899	1	3011	054	 	1351	"R LIN,27K,1%,TK100,100mW,0603"		ROH	NA	0.01	PS_SDM30_N.NORTON MARQU	NO	4984023841	
548548	11/11/2014	ZSCR	551	035-1	0	'054	A2C8300900092	NA	A2C40003547	1	3011	054	 	1351	"R LIN,200R,1%,TK100,100mW,0603"		ROH	NA	0.01	PS_SDM30_N.NORTON MARQU	NO	4984023841	
548548	11/11/2014	ZSCR	551	035-1	0	'054	A2C8300900092	NA	A2C40000046	7	3011	054	 	1351	"D REC/-,600V,1.5A,DO214AC,0s"		ROH	NA	1.12	PS_SDM30_N.NORTON MARQU	NO	4984023841	
548548	11/11/2014	ZSCR	551	035-1	0	'054	A2C8300900092	NA	A2C40000051	2	3011	054	 	1351	"T FET/Si4948BEY,MOS,POWER,S08"		ROH	NA	3.76	PS_SDM30_N.NORTON MARQU	NO	4984023841	
548548	11/11/2014	ZSCR	551	035-1	0	'054	A2C8300900092	NA	A2C40003916	1	3011	054	 	1351	"R LIN,10K,5%,TK200,100mW,0603"		ROH	NA	0.01	PS_SDM30_N.NORTON MARQU	NO	4984023841	
548548	11/11/2014	ZSCR	551	035-1	0	'054	A2C8300900092	NA	A2C40002828	1	3011	054	 	1351	"C CER,C0G,100pF,5%,50V,0603,Sn"		ROH	NA	0.02	PS_SDM30_N.NORTON MARQU	NO	4984023841	
548548	11/11/2014	ZSCR	551	035-1	0	'054	A2C8300900092	NA	A2C40003935	1	3011	054	 	1351	"R LIN,30K,1%,TK100,100mW,0603"		ROH	NA	0.01	PS_SDM30_N.NORTON MARQU	NO	4984023841	
548548	11/11/2014	ZSCR	551	035-1	0	'054	A2C8300900092	NA	A2C40002786	35	3011	054	 	1351	"D ZEN/-,16V,225mW,SOT-23"		ROH	NA	3.15	PS_SDM30_N.NORTON MARQU	NO	4984023841	
548548	11/11/2014	ZSCR	551	035-1	0	'054	A2C8300900092	NA	A2C40002606	3	3011	054	 	1351	"C CER,X7R,100nF,10%,16V,0603,Sn"		ROH	NA	0.06	PS_SDM30_N.NORTON MARQU	NO	4984023841	
548548	11/11/2014	ZSCR	551	035-1	0	'054	A2C8300900092	NA	A2C40002675	1	3011	054	 	1351	"T BIP/BCR133,SOT23-MOTOROLA"		ROH	NA	0.09	PS_SDM30_N.NORTON MARQU	NO	4984023841	
548548	11/11/2014	ZSCR	551	035-1	0	'054	A2C8300900092	NA	A2C40003880	3	3011	054	 	1351	"R LIN,150K,1%,TK100,100mW,0603"		ROH	NA	0.03	PS_SDM30_N.NORTON MARQU	NO	4984023841	
548548	11/11/2014	ZSCR	551	035-1	0	'054	A2C8300900092	NA	A2C40006644	20	3011	054	 	1351	"C CER,X7R,330nF,10%,16V,C0805,Sn"		ROH	NA	1.4	PS_SDM30_N.NORTON MARQU	NO	4984023841	
548548	11/11/2014	ZSCR	551	035-1	0	'054	A2C8300900092	NA	A2C40003857	1	3011	054	 	1351	"R LIN,20K,1%,TK100,100mW,0603"		ROH	NA	0.01	PS_SDM30_N.NORTON MARQU	NO	4984023841	
548548	11/11/2014	ZSCR	551	035-1	0	'054	A2C8300900092	NA	A2C40005315	1	3011	054	 	1351	"R SHUNT,0R39,250mW,0A,0H,MELF0204"		ROH	NA	0.31	PS_SDM30_N.NORTON MARQU	NO	4984023841	
548548	11/11/2014	ZSCR	551	035-1	0	'054	A2C8300900092	NA	A2C40001463	59	3011	054	 	1351	"C CER,X7R,100nF,10%,50V,0805,Sn ++ Open"		ROH	NA	1.77	PS_SDM30_N.NORTON MARQU	NO	4984023841	
548548	11/11/2014	ZSCR	551	035-1	0	'054	A2C8300780093	NA	A2C40000019	9	3011	054	 	1351	"F BEAD/-,100mOhm,60Ohm,500mA,SMD"		ROH	NA	0.36	PS_SDM30_N.NORTON MARQU	NO	4984023820	
548548	11/11/2014	ZSCR	551	035-1	0	'054	A2C8300780093	NA	A2C40000031	6	3011	054	 	1351	"L COIL/150uH,780mA,SMD"		ROH	NA	12.06	PS_SDM30_N.NORTON MARQU	NO	4984023820	
548548	11/11/2014	ZSCR	551	035-1	0	'054	A2C8300780093	NA	A2C40002778	9	3011	054	 	1351	"D REC/-,250V,200mA,SOT-23,0s"		ROH	NA	0.63	PS_SDM30_N.NORTON MARQU	NO	4984023820	
548548	11/11/2014	ZSCR	551	035-1	0	'054	A2C8300780093	NA	A2C40002672	4	3011	054	 	1351	"D SC/BAT54,SOT23"		ROH	NA	0.44	PS_SDM30_N.NORTON MARQU	NO	4984023820	
548548	11/11/2014	ZSCR	551	035-1	0	'054	A2C8300780093	NA	A2C40013914	1	3011	054	 	1351	"IC VOLT REG/MC33275ST,SOT223"		ROH	NA	2.02	PS_SDM30_N.NORTON MARQU	NO	4984023820	
548548	11/11/2014	ZSCR	551	035-1	0	'054	A2C8300780093	NA	A2C40000051	6	3011	054	 	1351	"T FET/Si4948BEY,MOS,POWER,S08"		ROH	NA	11.28	PS_SDM30_N.NORTON MARQU	NO	4984023820	
548548	11/11/2014	ZSCR	551	035-1	0	'054	A2C8300780093	NA	A2C40003586	2	3011	054	 	1351	"R LIN,511R,1%,TK50,250mW,MELF0204"		ROH	NA	0.16	PS_SDM30_N.NORTON MARQU	NO	4984023820	
548548	11/11/2014	ZSCR	551	035-1	0	'054	A2C8300780093	NA	A2C40002675	5	3011	054	 	1351	"T BIP/BCR133,SOT23-MOTOROLA"		ROH	NA	0.45	PS_SDM30_N.NORTON MARQU	NO	4984023820	
548548	11/11/2014	ZSCR	551	035-1	0	'054	A2C8300780093	NA	A2C40003922	1	3011	054	 	1351	"R LIN,47K,5%,TK200,100mW,0603"		ROH	NA	0.01	PS_SDM30_N.NORTON MARQU	NO	4984023820	
548548	11/11/2014	ZSCR	551	035-1	0	'054	A2C8300780093	NA	A2C40001463	5	3011	054	 	1351	"C CER,X7R,100nF,10%,50V,0805,Sn ++ Open"		ROH	NA	0.15	PS_SDM30_N.NORTON MARQU	NO	4984023820	
548548	11/11/2014	ZSCR	551	035-1	0	'054	A2C8300780092	NA	A2C40001463	9	3011	054	 	1351	"C CER,X7R,100nF,10%,50V,0805,Sn ++ Open"		ROH	NA	0.27	PS_SDM30_N.NORTON MARQU	NO	4984023820	
548548	11/11/2014	ZSCR	551	035-1	0	'054	A2C8300780092	NA	A2C40010591	3	3011	054	 	1351	"IC OTH/IC-HAUS:IC-JPZ1,MQFP52"		ROH	NA	73.71	PS_SDM30_N.NORTON MARQU	NO	4984023820	
548548	11/11/2014	ZSCR	551	035-1	0	'054	A2C8300780092	NA	A2C40002654	1	3011	054	 	1351	"C CER,X7R,470pF,10%,50V,0603,Sn"		ROH	NA	0.01	PS_SDM30_N.NORTON MARQU	NO	4984023820	
548548	11/11/2014	ZSCR	551	035-1	0	'054	A2C8300780092	NA	A2C40002606	1	3011	054	 	1351	"C CER,X7R,100nF,10%,16V,0603,Sn"		ROH	NA	0.02	PS_SDM30_N.NORTON MARQU	NO	4984023820	
548548	11/11/2014	ZSCR	551	035-1	0	'054	A2C8300780092	NA	A2C40002675	9	3011	054	 	1351	"T BIP/BCR133,SOT23-MOTOROLA"		ROH	NA	0.81	PS_SDM30_N.NORTON MARQU	NO	4984023820	
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257240093	NA	A2C00018819	16	3011	054	 	1351	"70V,200mA,2,FAST,SOT323_3,RECT DIODE/BAV"		ROH	NA	1.12	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257240093	NA	A2C00000407	1	3011	054	 	1351	"40V,1A,1,SCHOTTKY,DO214AC,RECT DIODE/SS1"		ROH	NA	0.22	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257240093	NA	A2C00006616	94	3011	054	 	1351	"R LIN,7K5,5%,TK200,63mW,0402"		ROH	NA	0.94	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257240093	NA	A2C00032168	1	3011	054	 	1351	"R LIN,1K3,1%,TK100,63mW,0402"		ROH	NA	0.01	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257240093	NA	A2C00019595	34	3011	054	 	1351	"R LIN,22K1,1%,TK100,63mW,0402"		ROH	NA	0.34	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257240093	NA	A2C00023857	2	3011	054	 	1351	"F BEAD/BLM41P,90mOhm,1KOhm,1.5A,SMD"		ROH	NA	0.66	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257240093	NA	A2C00048847	4	3011	054	 	1351	"L COIL/NLCV32T-series,47uH,180mA,SMD"		ROH	NA	1	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257200092	NA	A2C00006616	50	3011	054	 	1351	"R LIN,7K5,5%,TK200,63mW,0402"		ROH	NA	0.5	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257200092	NA	A2C00060253	15	3011	054	 	1351	"4,33V,1.95Ohm,TQFP80,ACU (Airbag Control"		ROH	NA	409.95	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257200092	NA	A2C00032168	1	3011	054	 	1351	"R LIN,1K3,1%,TK100,63mW,0402"		ROH	NA	0.01	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257200092	NA	A2C40005330	75	3011	054	 	1351	"R JUMP,0R05,63mW,1A,0402"		ROH	NA	0	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257200092	NA	A2C00019591	1	3011	054	 	1351	"R LIN,4K12,1%,TK100,63mW,0402"		ROH	NA	0.01	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257200092	NA	A2C00292100	3	3011	054	 	1351	"SEN/SYCAMORE,ACC, XY, 100g,OHT"		ROH	NA	38.4	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257200092	NA	A2C00007695	3	3011	054	 	1351	"2,NPN,RET,100mA,50V,SOT363,BIP/BCR135/R<"		ROH	NA	0.45	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257200092	NA	A2C00563300	20	3011	054	 	1351	"MMSZ4681/-,2.4V,500mW,SOD-123"		ROH	NA	3	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257200092	NA	A2C00019592	17	3011	054	 	1351	"R LIN,5K62,1%,TK100,63mW,0402"		ROH	NA	0.17	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257200092	NA	A2C00019595	30	3011	054	 	1351	"R LIN,22K1,1%,TK100,63mW,0402"		ROH	NA	0.3	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257230092	NA	A2C00032168	1197	3011	054	 	1351	"R LIN,1K3,1%,TK100,63mW,0402"		ROH	NA	11.97	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257230092	NA	A2C00007695	297	3011	054	 	1351	"2,NPN,RET,100mA,50V,SOT363,BIP/BCR135/R<"		ROH	NA	44.55	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257230092	NA	A2C00000407	58	3011	054	 	1351	"40V,1A,1,SCHOTTKY,DO214AC,RECT DIODE/SS1"		ROH	NA	12.76	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257230092	NA	A2C00563300	216	3011	054	 	1351	"MMSZ4681/-,2.4V,500mW,SOD-123"		ROH	NA	32.4	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257230092	NA	A2C00006616	2955	3011	054	 	1351	"R LIN,7K5,5%,TK200,63mW,0402"		ROH	NA	29.55	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257230092	NA	A2C00060253	57	3011	054	 	1351	"4,33V,1.95Ohm,TQFP80,ACU (Airbag Control"		ROH	NA	1557.81	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257230092	NA	A2C00010918	1655	3011	054	 	1351	"R LIN,100K,1%,TK100,63mW,0402"		ROH	NA	16.55	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257230092	NA	A2C00030414	1124	3011	054	 	1351	"4,EQ ISO,konvex 1206,100K,1%,63mW,NET RE"		ROH	NA	56.2	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257230092	NA	A2C00037554	4	3011	054	 	1351	"2,PNP,NORMAL,1A,45V,SOT-363,BIP/BCM857BS"		ROH	NA	1.96	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257230092	NA	A2C00019591	472	3011	054	 	1351	"R LIN,4K12,1%,TK100,63mW,0402"		ROH	NA	4.72	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257230092	NA	A2C00041199	3	3011	054	 	1351	"1K5,1%,TK100,63mW,0402,LIN RES/ERJ R"		ROH	NA	0.03	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257230092	NA	A2C00292100	264	3011	054	 	1351	"SEN/SYCAMORE,ACC, XY, 100g,OHT"		ROH	NA	3379.2	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257250093	NA	A2C00057767	11	3011	054	 	1351	"IC MCU BLK/SPC560P50L3 (Pictus512K),A1,L"		ROH	NA	190.63	PS_SDM30_N.NORTON MARQU	NO		
