No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	 	 	 	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP	
546170	06/11/2014	ZSCR	551	042-4	NA	'054	5WK44252	2	5WK44252	16	3011	054	 	1424	BoSe VW	NA	FERT	NA	1664.48	OC_BOSE VW_A.ANA TAPIA-	NO		
546171	06/11/2014	ZSCR	551	034-2	NA	'054	A2C87074900	NA	A2C53338471	2	3011	054	 	1342	contact element	NA	ROH	NA	2.04	PS_SDM10+_.	NO		
546178	06/11/2014	ZSCR	551	040-2	NA	'054	A2C91764100	2800	A2C91764100	1	3011	054	 	1402	ACU GMSDM30 MY14 S15 12 XX 0 0 0 000	NA	FERT	NA	313.1	PS_SDM30_.	NO		
546182	06/11/2014	ZSCR	551	050-3	NA	'054	A2C86816800	NA	A2C86617100	1	3011	054	 	1503	pcb assy DAGARM3 RO V17EDR	NA	HALB	S.Real	426.57	PS_ARAMIS III_E.EDWIN R	NO		
546183	06/11/2014	MB1A	551	042-4	K96019	'054	NA	1	A2C38172004	1				1095	ACU DAGSMC453 MY13 S15 18 12 0 1 0 000	NA	FERT	NA	384.33	PSAD_DAIMLER SMART_F.FE	NO	4984019356	
546188	06/11/2014	ZSCR	551	040-1	NA	'054	A2C86852400	NA	A2C87110200	1	3011	054	 	1401	pcb assy PTFSPEED10 D_26	NA	HALB	S.Real	204.2	PS_HYUNDAI_.	NO		
546190	06/11/2014	ZSCR	551	040-3	NA	'054	A2C82535000	0	A2C82535000	6	3011	054	 	1403	ACU OPLA4400 MY04 G40 12 XX 0 0 0 000	NA	FERT	NA	1650.48	PSAD_PSA CAN_J.JOSE ORT	NO		
546190	06/11/2014	ZSCR	551	040-3	NA	'054	A2C83016700	0	A2C83016700	1	3011	054	 	1403	ACU PSAG3ICAN MY04 G30 XX XX 0 0 0 000	NA	FERT	NA	319.14	PSAD_PSA CAN_J.JOSE ORT	NO		
546191	06/11/2014	ZSCR	551	040-3	NA	'054	A2C73614500	7986	A2C73614500	8	3011	054	 	1403	PPSC*G3T75 FL MAGNA-PSA	NA	FERT	NA	1753.44	PSAD_PSA CAN_J.JOSE ORT	NO		
546192	06/11/2014	ZSCR	551	042-4	NA	'054	A2C94706000	904AA	A2C94706000	1	3011	054	 	1424	ARMIN* 3M 3I DC NCAP-SG	NA	FERT	NA	381.37	PSAD_ARMIN_J.JOSE ORTIZ	NO		
546192	06/11/2014	ZSCR	551	042-4	NA	'054	A2C94706000	904AA	A2C94706000	1	3011	054	 	1424	ARMIN* 3M 3I DC NCAP-SG	NA	FERT	NA	381.37	PSAD_ARMIN_J.JOSE ORTIZ	NO		
546306	06/11/2014	ZSCR	551	050-3	NA	'054	A2C8483530093	NA	A2C00007912	2467	3011	054	 	1503	"2,PNP,RET,R<b>=10k,R<e-b>=47k, 100mA,1V,"	NA	ROH	NA	493.4	PS_ARAMIS III_E.EDWIN R	NO		
546430	07/11/2014	ZSCR	551	042-4	NA	'054	A2C92704000	NA	A2C91600800	1	3011	054	 	1424	multipoint connector124/ 76P H 2SYS 1018	NA	ROH	NA	57.79	PSAD_DAIMLER STAR 2_A.A	NO		
546466	07/11/2014	ZSCR	551	030-1	NA	'054	A2C87038500	NA	A2C5339962993	1	3011	054	 	1301	pcb assy HONHRS5 RO V13 TOP	NA	HALB	S.Real	278.67	PS_HONDA HRS6_J.JUAN CH	NO		
546492	07/11/2014	ZSCR	551	030-1	NA	'054	A2C83971900	NA	A2C8397190093	1	3011	054	 	1301	pcb topSMD top	NA	HALB	S.Real	332.31	PS_SDM10+_.	NO		
546493	07/11/2014	ZSCR	551	030-1	NA	'054	A2C83971900	NA	A2C8397190093	1	3011	054	 	1301	pcb topSMD top	NA	HALB	S.Real	332.31	PS_SDM10+_.	NO		
546499	07/11/2014	ZSCR	551	030-1	NA	'054	A2C83971900	NA	A2C8397190093	1	3011	054	 	1301	pcb topSMD top	NA	HALB	S.Real	332.31	PS_SDM10+_.	NO		
546500	07/11/2014	ZSCR	551	030-1	NA	'054	A2C83971900	NA	A2C8397190093	1	3011	054	 	1301	pcb topSMD top	NA	HALB	S.Real	332.31	PS_SDM10+_.	NO		
546508	07/11/2014	ZSCR	551	030-1	NA	'054	A2C86816901	NA	A2C86617300	1	3011	054	 	1301	pcb assy DAGARM3 RO V16EDR	NA	HALB	S.Real	428.83	PS_ARAMIS III_E.EDWIN R	NO		
546517	07/11/2014	ZSCR	551	030-1	NA	'054	A2C86816901	NA	A2C86617300	1	3011	054	 	1301	pcb assy DAGARM3 RO V16EDR	NA	HALB	S.Real	428.83	PS_ARAMIS III_E.EDWIN R	NO		
546526	07/11/2014	ZSCR	551	030-1	NA	'054	A2C83008900	NA	A2C8300900093	3	3011	054	 	1301	pcb assy VOLP1X P1007 P15 lado top	NA	HALB	S.Real	1289.07	PSAD_VOLVO P15_J.JOSE O	NO	4984023830	
546539	07/11/2014	ZSCR	551	030-1	NA	'054	A2C83971900	NA	A2C8397190093	2	3011	054	 	1301	pcb topSMD top	NA	HALB	S.Real	664.62	PS_SDM10+_.	NO		
546578	07/11/2014	ZSCR	551	042-4	NA	'054	A2C91764400	2800	A2C91764400	4	3011	054	 	1424	ACU MY14 S15 18 XX 0 1 0 000	NA	FERT	NA	1767.76	PS_SDM30_.	NO		
546593	07/11/2014	ZSCR	551	040-1	NA	'054	A2C86852400	NA	A2C87110200	1	3011	054	 	1401	pcb assy PTFSPEED10 D_26	NA	HALB	S.Real	204.2	PS_HYUNDAI_.	NO		
546596	07/11/2014	ZSCR	551	042-4	NA	'054	5WY89350	2	5WY89350	1	3011	054	 	1424	Chrysler RTRM DOM ORC MY13	NA	FERT	NA	352	PS_CHRYSLER MY2013_E.ED	NO		
546654	07/11/2014	ZSCR	551	040-3	NA	'054	A2C86816501	NA	A2C8681670093	2	3011	054	 	1403	pcb assy DAGARM3 V18EDR TOP	NA	HALB	S.Real	909.94	PS_ARAMIS III_E.EDWIN R	NO		
546893	08/11/2014	ZSCR	551	034-2	NA	'054	A2C91764300	NA	A2C83145200	500	3011	054	 	1342	certification label identificati	NA	ROH	NA	165	PSAD_GM BRASIL_A.ANA TA	NO		
546906	08/11/2014	ZSCR	551	030-1	NA	'054	A2C91764200	NA	A2C9257240093	36	3011	054	 	1301	pcb assy GMSMD30 Top	NA	HALB	S.Real	12864.96	PS_SDM10+_.	NO		
546908	08/11/2014	ZSCR	551	030-1	NA	'054	A2C84835400	NA	A2C8483540093	2	3011	054	 	1301	pcb assy VW10 V09 bottom	NA	HALB	S.Real	398.08	PS_VW10 LC_U.ULISES VIL	NO		
546949	08/11/2014	ZSCR	551	030-1	NA	'054	A2C91763800	NA	A2C9257200093	1	3011	054	 	1301	pcb botMAN GMSDM30 Top	NA	HALB	S.Real	140.84	PS_SDM30_.	NO		
546956	08/11/2014	ZSCR	551	030-1	NA	'054	A2C94819900	NA	A2C5340491402	1	3011	054	 	1301	pcb assy HONHRS5 V30 REV 02	NA	HALB	S.Real	326.89	PS_HONDA HRS5_.	NO		
546978	08/11/2014	ZSCR	551	030-1	NA	'054	A2C86816801	NA	A2C86617100	1	3011	054	 	1301	pcb assy DAGARM3 RO V17EDR	NA	HALB	S.Real	426.57	PS_ARAMIS III_E.EDWIN R	NO		
546979	08/11/2014	ZSCR	551	030-1	NA	'054	A2C86816901	NA	A2C86617300	1	3011	054	 	1301	pcb assy DAGARM3 RO V16EDR	NA	HALB	S.Real	428.83	PS_ARAMIS III_E.EDWIN R	NO		
546981	08/11/2014	ZSCR	551	030-1	NA	'054	A2C83971900	NA	A2C8397190093	1	3011	054	 	1301	pcb topSMD top	NA	HALB	S.Real	332.31	PS_SDM10+_.	NO		
546982	08/11/2014	ZSCR	551	030-1	NA	'054	A2C83971700	NA	A2C8397190093	1	3011	054	 	1301	pcb topSMD top	NA	HALB	S.Real	332.31	PS_SDM10+_.	NO		
546987	08/11/2014	ZSCR	551	030-1	NA	'054	A2C94819900	NA	A2C5340491402	1	3011	054	 	1301	pcb assy HONHRS5 V30 REV 02	NA	HALB	S.Real	326.89	PS_HONDA HRS5_.	NO		
546992	08/11/2014	ZSCR	551	030-1	NA	'054	A2C83972000	NA	A2C8397200093	1	3011	054	 	1301	pcb topSMD Top	NA	HALB	S.Real	358.75	PS_SDM10+_.	NO		
547000	08/11/2014	ZSCR	551	030-1	NA	'054	A2C91764200	NA	A2C9257240093	1	3011	054	 	1301	pcb assy GMSMD30 Top	NA	HALB	S.Real	357.36	PS_SDM30_.	NO		
547002	08/11/2014	ZSCR	551	030-1	NA	'054	A2C91764200	NA	A2C9257240093	1	3011	054	 	1301	pcb assy GMSMD30 Top	NA	HALB	S.Real	357.36	PS_SDM30_.	NO		
547004	08/11/2014	ZSCR	551	030-1	NA	'054	A2C91764200	NA	A2C9257240093	1	3011	054	 	1301	pcb assy GMSMD30 Top	NA	HALB	S.Real	357.36	PS_SDM30_.	NO		
547005	08/11/2014	ZSCR	551	030-1	NA	'054	A2C83971900	NA	A2C8397190093	1	3011	054	 	1301	pcb topSMD top	NA	HALB	S.Real	332.31	PS_SDM10+_.	NO		
547007	08/11/2014	ZSCR	551	030-1	NA	'054	A2C83971700	NA	A2C8397190093	1	3011	054	 	1301	pcb topSMD top	NA	HALB	S.Real	332.31	PS_SDM10+_.	NO		
547008	08/11/2014	ZSCR	551	030-1	NA	'054	A2C83971700	NA	A2C8397190093	1	3011	054	 	1301	pcb topSMD top	NA	HALB	S.Real	332.31	PS_SDM10+_.	NO		
547009	08/11/2014	ZSCR	551	030-1	NA	'054	A2C83971700	NA	A2C8397190093	1	3011	054	 	1301	pcb topSMD top	NA	HALB	S.Real	332.31	PS_SDM10+_.	NO		
547010	08/11/2014	ZSCR	551	030-1	NA	'054	A2C83971900	NA	A2C8397190093	1	3011	054	 	1301	pcb topSMD top	NA	HALB	S.Real	332.31	PS_SDM10+_.	NO		
547013	08/11/2014	ZSCR	551	030-1	NA	'054	A2C86816800	NA	A2C8661710093	1	3011	054	 	1301	pcb assy DAGARM3 RO V17EDR Top	NA	HALB	S.Real	366.77	PS_ARAMIS III_E.EDWIN R	NO		
547014	08/11/2014	ZSCR	551	030-1	NA	'054	A2C86816802	NA	A2C8661710093	1	3011	054	 	1301	pcb assy DAGARM3 RO V17EDR Top	NA	HALB	S.Real	366.77	PS_ARAMIS III_E.EDWIN R	NO		
547019	08/11/2014	ZSCR	551	040-1	NA	'054	A2C81542700	4	A2C81542700	1	3011	054	 	1401	ACU CHRJC MY13 M30 13 08 0 0 0 000	NA	FERT	NA	447.22	PS_ARAMIS 2012_.	NO		
547020	08/11/2014	ZSCR	551	040-1	NA	'054	A2C80644602	67AA	A2C80644602	1	3011	054	 	1401	ACU DAGARM3 MY12 M35 24 XX 0 1 0 000	NA	FERT	NA	461.26	PS_ARAMIS III_E.EDWIN R	NO		
547021	08/11/2014	ZSCR	551	040-1	NA	'054	A2C81542900	2	A2C81542900	1	3011	054	 	1401	ACU CHRJC MY13 M30 10 08 0 0 0 000	NA	FERT	NA	447.22	PS_ARAMIS 2012_.	NO		
547022	08/11/2014	ZSCR	551	040-1	NA	'054	A2C81542300	1	A2C81542300	1	3011	054	 	1401	ACU CHRJC MY13 M30 13 10 0 0 0 000	NA	FERT	NA	447.22	PS_ARAMIS 2012_.	NO		
547023	08/11/2014	ZSCR	551	040-1	NA	'054	A2C82347402	0	A2C82347402	1	3011	054	 	1401	ACU DAGARM3 MY12 M35 24 XX 0 1 1 000	NA	FERT	NA	534.65	PS_ARAMIS III_E.EDWIN R	NO		
547024	08/11/2014	ZSCR	551	040-1	NA	'054	A2C81542400	2	A2C81542400	2	3011	054	 	1401	ACU CHRJC MY13 M30 09 02 0 0 0 000	NA	FERT	NA	591.72	PS_ARAMIS 2012_.	NO		
547025	08/11/2014	ZSCR	551	040-1	NA	'054	A2C81542700	3	A2C81542700	1	3011	054	 	1401	ACU CHRJC MY13 M30 13 08 0 0 0 000	NA	FERT	NA	447.22	PS_ARAMIS 2012_.	NO		
547026	08/11/2014	ZSCR	551	040-1	NA	'054	A2C81542600	2	A2C81542600	1	3011	054	 	1401	ACU CHRJC MY13 M30 10 10 0 0 0 000	NA	FERT	NA	451.08	PS_ARAMIS 2012_.	NO		
547027	08/11/2014	ZSCR	551	040-1	NA	'054	A2C81542800	2	A2C81542800	1	3011	054	 	1401	ACU M30 XX 0 0 0 000	NA	FERT	NA	447.22	PS_ARAMIS 2012_.	NO		
547028	08/11/2014	ZSCR	551	040-1	NA	'054	A2C81542700	2	A2C81542700	2	3011	054	 	1401	ACU CHRJC MY13 M30 13 08 0 0 0 000	NA	FERT	NA	894.44	PS_ARAMIS 2012_.	NO		
547029	08/11/2014	ZSCR	551	040-1	NA	'054	A2C86816802	87AB	A2C86816802	1	3011	054	 	1401	ACU DAGARM3 MY10 M35 18 XX 0 1 0 000	NA	FERT	NA	453.99	PS_ARAMIS III_E.EDWIN R	NO		
547030	08/11/2014	ZSCR	551	042-4	NA	'054	A2C80644602	67AA	A2C80644602	1	3011	054	 	1424	ACU DAGARM3 MY12 M35 24 XX 0 1 0 000	NA	FERT	NA	461.26	PS_ARAMIS III_E.EDWIN R	NO		
547031	08/11/2014	ZSCR	551	042-4	NA	'054	A2C80644602	67AA	A2C80644602	1	3011	054	 	1424	ACU DAGARM3 MY12 M35 24 XX 0 1 0 000	NA	FERT	NA	461.26	PS_ARAMIS III_E.EDWIN R	NO		
547032	08/11/2014	ZSCR	551	040-1	NA	'054	A2C81542700	2	A2C81542700	1	3011	054	 	1401	ACU CHRJC MY13 M30 13 08 0 0 0 000	NA	FERT	NA	447.22	PS_ARAMIS 2012_.	NO		
547034	08/11/2014	ZSCR	551	042-4	NA	'054	A2C91085500	2800	A2C91085500	1	3011	054	 	1424	ACU MY11 G40 12 XX 0 1 0 000	NA	FERT	NA	390.9	PS_SDM10+_.	NO		
547038	08/11/2014	ZSCR	551	034-8	NA	'054	5WK44252	2	5WK44252	2	3011	054	 	1348	BoSe VW	NA	FERT	NA	208.06	OC_BOSE VW_A.ANA TAPIA-	NO		
547047	08/11/2014	ZSCR	551	040-3	NA	'054	A2C83971900	NA	A2C8397190093	1	3011	054	 	1403	pcb topSMD top	NA	HALB	S.Real	332.31	PS_SDM10+_.	NO		
547052	08/11/2014	ZSCR	551	040-2	NA	'054	A2C91085500	2800	A2C91085500	1	3011	054	 	1402	ACU MY11 G40 12 XX 0 1 0 000	NA	FERT	NA	390.9	PS_SDM30_.	NO		
547058	08/11/2014	ZSCR	551	034-4	NA	'054	A2C94819900	NA	A2C5340491402	1	3011	054	 	1344	pcb assy HONHRS5 V30 REV 02	NA	HALB	S.Real	326.89	PS_HONDA HRS6_J.JUAN CH	NO		
547450	09/11/2014	ZSCR	551	030-1	NA	'054	A2C86816802	NA	A2C86617100	1	3011	054	 	1301	pcb assy DAGARM3 RO V17EDR	NA	HALB	S.Real	426.57	PS_ARAMIS III_E.EDWIN R	NO		
547527	09/11/2014	ZSCR	551	040-3	NA	'054	A2C91764100	2800	A2C91764100	1	3011	054	 	1403	ACU GMSDM30 MY14 S15 12 XX 0 0 0 000	NA	FERT	NA	313.1	PS_SDM30_.	NO		
547535	09/11/2014	ZSCR	551	040-3	NA	'054	A2C86816802	NA	A2C86617100	1	3011	054	 	1403	pcb assy DAGARM3 RO V17EDR	NA	HALB	S.Real	426.57	PS_ARAMIS III_E.EDWIN R	NO		
547540	09/11/2014	ZSCR	551	034-1	NA	'054	5WK44252		5WK44252	1	3011	054	 	1341	BoSe VW	NA	FERT	NA	104.03	OC_BOSE VW_A.ANA TAPIA-	NO		
547544	09/11/2014	ZSCR	551	034-2	NA	'054	A2C86816802	87AB	A2C86816802	1	3011	054	 	1342	ACU DAGARM3 MY10 M35 18 XX 0 1 0 000	NA	FERT	NA	453.99	PS_ARAMIS III_E.EDWIN R	NO		
547546	09/11/2014	ZSCR	551	040-3	NA	'054	A2C86852400	NA	A2C87110200	3	3011	054	 	1403	pcb assy PTFSPEED10 D_26	NA	HALB	S.Real	612.6	PS_HYUNDAI_.	NO		
547553	09/11/2014	ZSCR	551	034-2	NA	'054	A2C91764300	NA	A2C40000025	3	3011	054	 	1342	"C ELEC,AL,6.8mF,20%,35V"	NA	ROH	NA	20.49	PS_SDM10+_.	NO		
547570	09/11/2014	ZSCR	551	034-2	NA	'054	A2C86852400	NA	A2C53334853	100	3011	054	 	1342	certification label identi spool part p	NA	ROH	NA	50	PS_HYUNDAI_.	NO		
547616	09/11/2014	ZSCR	551	040-1	NA	'054	A2C86852400	NA	A2C87110200	1	3011	054	 	1401	pcb assy PTFSPEED10 D_26	NA	HALB	S.Real	204.2	PS_HYUNDAI_.	NO		
547670	09/11/2014	ZSCR	551	040-1	NA	'054	A2C86852400	NA	A2C87110200	1	3011	054	 	1401	pcb assy PTFSPEED10 D_26	NA	HALB	S.Real	204.2	PS_HYUNDAI_.	NO		
547825	10/11/2014	ZSCR	551	030-1	NA	'054	A2C83971900	NA	A2C8397190093	1	3011	054	 	1301	pcb topSMD top	NA	HALB	S.Real	332.31	PS_SDM10+_.	NO		
547855	10/11/2014	ZSCR	551	030-1	NA	'054	A2C83972000	NA	A2C8397200093	1	3011	054	 	1301	pcb topSMD Top	NA	HALB	S.Real	358.75	PS_SDM10+_.	NO		
547966	10/11/2014	ZSCR	551	040-1	NA	'054	A2C91764200	NA	A2C53338471	1	3011	054	 	1401	contact element	NA	ROH	NA	1.02	PS_SDM10+_.	NO		
547966	10/11/2014	ZSCR	551	040-1	NA	'054	A2C91764200	NA	A2C53395715	1	3011	054	 	1401	housing WIC P BK A-B	NA	ROH	NA	34.8	PS_SDM10+_.	NO		
547966	10/11/2014	ZSCR	551	040-1	NA	'054	A2C91764200	NA	A2C40000025	1	3011	054	 	1401	"C ELEC,AL,6.8mF,20%,35V"	NA	ROH	NA	6.83	PS_SDM10+_.	NO		
547981	10/11/2014	ZSCR	551	034-2	NA	'054	A2C91763900	NA	A2C40000022	2	3011	054	 	1342	"C ELEC,AL,4.7mF,20%,35V"	NA	ROH	NA	13.46	PS_SDM10+_.	NO		
547984	10/11/2014	ZSCR	551	034-2	NA	'054	A2C91763900	NA	A2C40000022	3	3011	054	 	1342	"C ELEC,AL,4.7mF,20%,35V"	NA	ROH	NA	20.19	PS_SDM10+_.	NO		
547987	10/11/2014	ZSCR	551	040-3	NA	'054	A2C86852400	NA	A2C87110200	1	3011	054	 	1403	pcb assy PTFSPEED10 D_26	NA	HALB	S.Real	204.2	PS_HYUNDAI_.	NO		
547994	10/11/2014	ZSCR	551	040-3	NA	'054	A2C91764100	2800	A2C91764100	2	3011	054	 	1403	ACU GMSDM30 MY14 S15 12 XX 0 0 0 000	NA	FERT	NA	626.2	PS_SDM30_.	NO		
547996	10/11/2014	ZSCR	551	034-2	NA	'054	5WK44252		5WK44252	1	3011	054	 	1342	BoSe VW	NA	FERT	NA	104.03	OC_BOSE VW_A.ANA TAPIA-	NO		
547999	10/11/2014	ZSCR	551	040-3	NA	'054	A2C32453912	3	A2C32453912	1	3011	054	 	1403	ACU DAGS2W222 MY12 S15 24 09 0 1 0 000	NA	FERT	NA	425.24	PSAD_DAIMLER STAR 2_A.A	NO		
548033	10/11/2014	ZSCR	551	040-5	NA	'054	A2C96636001	NA	A2C95898800	2	3011	054	 	1405	multipoint connector 56/ 20P H 2SYS CE 3	NA	ROH	NA	47.74	PS_FIAT BRAZIL_E.EDWIN	NO		
548100	10/11/2014	ZSCR	551	022-2	NA	'054	NA	1	5WK44323	4	3011	054	 	1222	C218204 WPyroPPSg WRO WOPO Aramis 3	NA	FERT	NA	1863.72	PS_ARAMIS III_E.EDWIN R	NO		
548141	10/11/2014	ZSCR	551	022-2	NA	'054	A2C85901111	NA	A2C32523400	3	3011	054	 	1222	base plate B	NA	ROH	NA	30.6	PSAD_DAIMLER STAR 2_A.A	NO		
548141	10/11/2014	ZSCR	551	022-2	NA	'054	A2C85901111	NA	A2C83435000	3	3011	054	 	1222	cover FIP T BK	NA	ROH	NA	57.06	PSAD_DAIMLER STAR 2_A.A	NO		
548141	10/11/2014	ZSCR	551	022-2	NA	'054	A2C85901111	NA	A2C87057001	3	3011	054	 	1222	pcb assy DAGSTAR2 D_18	NA	HALB	S.Real	1260.99	PSAD_DAIMLER STAR 2_A.A	NO		
548141	10/11/2014	ZSCR	551	022-2	NA	'054	A2C85901111	NA	A2C53424040	15	3011	054	 	1222	"pan head screw M3,5 x 12,00 1268"	NA	ROH	NA	4.05	PSAD_DAIMLER STAR 2_A.A	NO		
548163	10/11/2014	ZSCR	551	050-3	NA	'054	A2C83377600	NA	A2C83377700	1	3011	054	 	1503	pcb assy RCMT5 LR	NA	HALB	S.Real	466.91	PSAD_LAND ROVER_J.JOSE	NO		
548191	10/11/2014	ZSCR	551	040-1	NA	'054	A2C91764100	2800	A2C91764100	1	3011	054	 	1401	ACU GMSDM30 MY14 S15 12 XX 0 0 0 000	NA	FERT	NA	313.1	PS_SDM30_.	NO		
548193	10/11/2014	ZSCR	551	040-3	NA	'054	A2C91764400	2800	A2C91764400	1	3011	054	 	1403	ACU MY14 S15 18 XX 0 1 0 000	NA	FERT	NA	441.94	PS_SDM30_.	NO		
548195	10/11/2014	ZSCR	551	040-3	NA	'054	A2C91764100	2800	A2C91764100	1	3011	054	 	1403	ACU GMSDM30 MY14 S15 12 XX 0 0 0 000	NA	FERT	NA	313.1	PS_SDM30_.	NO		
548203	10/11/2014	ZSCR	551	050-3	NA	'054	5WK44285		5WK44285	3	3011	054	 	1503	ACU VW10 MY09 M35	NA	FERT	NA	694.38	PS_VW10 LC_U.ULISES VIL	NO		
548206	10/11/2014	ZSCR	551	040-1	NA	'054	A2C96660500	NA	A2C96660500	1	3011	054	 	1401	pcb assy FIA326 OCS V15_1	NA	HALB	S.Real	156.04	PS_FIAT BRAZIL_E.EDWIN	NO		
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8661730093	NA	A2C00028102	30	3011	054	 	1351	"2,OP AMP,0Hz,TSSOP8,OP-COMP/TLC2272-QPW"		ROH	NA	53.1	PS_ARAMIS III_F.FERNAND	NO		
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8661730093	NA	A2C00046196	6	3011	054	 	1351	"47uF,20%,35V,SMD,AL,ELEC CAP/"		ROH	NA	4.02	PS_ARAMIS III_F.FERNAND	NO		
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8661730093	NA	A2C00037522	2	3011	054	 	1351	"1,P_CHAN,MOS,POWER,30V,5.3A,48mOhm,TSOP"		ROH	NA	1.76	PS_ARAMIS III_F.FERNAND	NO		
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8661730093	NA	A2C00029909	1	3011	054	 	1351	"10MHz,0.5%,CSTCE,CER RESONATOR"		ROH	NA	0.84	PS_ARAMIS III_F.FERNAND	NO		
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8661730093	NA	A2C00034350	1	3011	054	 	1351	"32V,33V,7VA,FLYBACKCONV,TRAFO/"		ROH	NA	7.1	PS_ARAMIS III_F.FERNAND	NO		
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8661730093	NA	A2C00047538	1	3011	054	 	1351	"27V,500mW,SOD123,ZENER/MMSZ5254B"		ROH	NA	0.12	PS_ARAMIS III_F.FERNAND	NO		
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8661730093	NA	A2C00035033	7	3011	054	 	1351	"1,N_CHAN,MOS,POWER,55V,23A,40mOhm,TO252/"		ROH	NA	10.64	PS_ARAMIS III_F.FERNAND	NO		
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8661730092	NA	A2C40002657	28	3011	054	 	1351	"D SUP/MMBZ27VDA,SOT23"		ROH	NA	5.88	PS_ARAMIS III_F.FERNAND	NO		
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8661730092	NA	A2C00054239	1	3011	054	 	1351	"600V,1.5A,1,STANDARD,SMB/DO214AA,RECT DI"		ROH	NA	0.27	PS_ARAMIS III_F.FERNAND	NO		
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8661730092	NA	A2C00035033	2	3011	054	 	1351	"1,N_CHAN,MOS,POWER,55V,23A,40mOhm,TO252/"		ROH	NA	3.04	PS_ARAMIS III_F.FERNAND	NO		
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8661730092	NA	A2C00054901	6	3011	054	 	1351	"IC MEM/M95128-WDW3TP/PC,A1,128KBit,EEPRO"		ROH	NA	17.16	PS_ARAMIS III_F.FERNAND	NO		
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8661730092	NA	A2C00003885	33	3011	054	 	1351	"75R,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	2.64	PS_ARAMIS III_F.FERNAND	NO		
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8661730092	NA	A2C00039667	34	3011	054	 	1351	"22K,0.1%,TK25,100mW,0603,LIN RES/"		ROH	NA	9.86	PS_ARAMIS III_F.FERNAND	NO		
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8661730092	NA	A2C00007729	1	3011	054	 	1351	"R LIN,12K4,1%,TK100,100mW,0603"		ROH	NA	0.01	PS_ARAMIS III_F.FERNAND	NO		
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8661710093	NA	A2C00034350	8	3011	054	 	1351	"32V,33V,7VA,FLYBACKCONV,TRAFO/"		ROH	NA	56.8	PS_ARAMIS III_F.FERNAND	NO		
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8661710093	NA	A2C40002678	16	3011	054	 	1351	"T BIP/BC846B (3k reel),SOT23"		ROH	NA	1.12	PS_ARAMIS III_F.FERNAND	NO		
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8661710093	NA	A2C00037522	1	3011	054	 	1351	"1,P_CHAN,MOS,POWER,30V,5.3A,48mOhm,TSOP"		ROH	NA	0.88	PS_ARAMIS III_F.FERNAND	NO		
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8661710093	NA	A2C00046196	15	3011	054	 	1351	"47uF,20%,35V,SMD,AL,ELEC CAP/"		ROH	NA	10.05	PS_ARAMIS III_F.FERNAND	NO		
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8661710093	NA	A2C00028102	97	3011	054	 	1351	"2,OP AMP,0Hz,TSSOP8,OP-COMP/TLC2272-QPW"		ROH	NA	171.69	PS_ARAMIS III_F.FERNAND	NO		
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8661710093	NA	A2C00035033	15	3011	054	 	1351	"1,N_CHAN,MOS,POWER,55V,23A,40mOhm,TO252/"		ROH	NA	22.8	PS_ARAMIS III_F.FERNAND	NO		
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8661710093	NA	A2C00019595	1	3011	054	 	1351	"R LIN,22K1,1%,TK100,63mW,0402"		ROH	NA	0.01	PS_ARAMIS III_F.FERNAND	NO		
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8661710092	NA	A2C00047538	5	3011	054	 	1351	"27V,500mW,SOD123,ZENER/MMSZ5254B"		ROH	NA	0.6	PS_ARAMIS III_F.FERNAND	NO		
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8661710092	NA	A2C00020895	75	3011	054	 	1351	"70V,150mA,2, common anode, FAST,SOT323_3"		ROH	NA	5.25	PS_ARAMIS III_F.FERNAND	NO		
