No.Item	Fecha		Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP		
225067	29/10/2012		ZSCR	551	035-1	0	'054	A2C53189515B	NA	A2C00000568	84	1351	"T BIP/BC 847S E6327,SOT363"		ROH	NA	15.12	PS_ARAMIS II MCG_FERNAN	NO	4962326287		
225067	29/10/2012		ZSCR	551	035-1	0	'054	A2C53189515B	NA	A2C00007049	44	1351	"340R,1%,TK100,63mW,0603,LIN RES/"		ROH	NA	0.44	PS_ARAMIS II MCG_FERNAN	NO	4962326287		
225067	29/10/2012		ZSCR	551	035-1	0	'054	A2C53189515B	NA	A2C00037377	80	1351	"6.8uH,570mA,SMD,COIL/SIMID 1210-H100"		ROH	NA	22.4	PS_ARAMIS II MCG_FERNAN	NO	4962326287		
225067	29/10/2012		ZSCR	551	035-1	0	'054	A2C53189515B	NA	A2C00021084	18	1351	"2K55,1%,TK100,63mW,0402,LIN RES/Thick fi"		ROH	NA	0.18	PS_ARAMIS II MCG_FERNAN	NO	4962326287		
225067	29/10/2012		ZSCR	551	035-1	0	'054	A2C53189515B	NA	A2C00004318	39	1351	"R LIN,1K,1%,TK100,100mW,0603"		ROH	NA	0.39	PS_ARAMIS II MCG_FERNAN	NO	4962326287		
225067	29/10/2012		ZSCR	551	035-1	0	'054	A2C53189515B	NA	A2C00004070	102	1351	"51K1,1%,TK100,125mW,0805,LIN RES/"		ROH	NA	2.04	PS_ARAMIS II MCG_FERNAN	NO	4962326287		
225067	29/10/2012		ZSCR	551	035-1	0	'054	A2C53189515B	NA	A2C00000609	18	1351	"1,N_CHAN,-,SMALLSIGNAL,50V,200mA,3.5Ohm,"		ROH	NA	3.96	PS_ARAMIS II MCG_FERNAN	NO	4962326287		
225067	29/10/2012		ZSCR	551	035-1	0	'054	A2C53189515B	NA	A2C00041425	140	1351	"36K5,0.1%,TK25,100mW,0603,LIN RES/RT"		ROH	NA	46.2	PS_ARAMIS II MCG_FERNAN	NO	4962326287		
225067	29/10/2012		ZSCR	551	035-1	0	'054	A2C53189515B	NA	A2C00004058	54	1351	"499R,1%,TK100,125mW,0805,LIN RES/"		ROH	NA	1.08	PS_ARAMIS II MCG_FERNAN	NO	4962326287		
225067	29/10/2012		ZSCR	551	035-1	0	'054	A2C53189515B	NA	A2C00023869	14	1351	"1,N_CHAN,MOS,POWER,55V,20A,40mOhm,TO252/"		ROH	NA	22.68	PS_ARAMIS II MCG_FERNAN	NO	4962326287		
225067	29/10/2012		ZSCR	551	035-1	0	'054	A2C53189515B	NA	A2C00019591	144	1351	"R LIN,4K12,1%,TK100,63mW,0402"		ROH	NA	1.44	PS_ARAMIS II MCG_FERNAN	NO	4962326287		
225067	29/10/2012		ZSCR	551	035-1	0	'054	A2C53189515B	NA	A2C00011374	44	1351	"8K25,1%,TK100,63mW,0402,LIN RES/ERJ"		ROH	NA	0.44	PS_ARAMIS II MCG_FERNAN	NO	4962326287		
225067	29/10/2012		ZSCR	551	035-1	0	'054	A2C53189515B	NA	A2C00045900	64	1351	"C CER,X7R,470nF,10%,16V,0603,Sn,STANDARD"		ROH	NA	3.84	PS_ARAMIS II MCG_FERNAN	NO	4962326287		
225068	29/10/2012		ZSCR	551	035-1	0	'054	A2C3797550093	NA	A2C00003779	25	1351	"R LIN,100R,5%,TK200,100mW,0603"		ROH	NA	0.25	PS_ARAMIS II MCG_FERNAN	NO	4962326268		
225068	29/10/2012		ZSCR	551	035-1	0	'054	A2C3797550093	NA	A2C00010465	1	1351	"10K,1%,TK100,63mW,0402,LIN RES/CRCW"		ROH	NA	0.01	PS_ARAMIS II MCG_FERNAN	NO	4962326268		
225068	29/10/2012		ZSCR	551	035-1	0	'054	A2C3797550093	NA	A2C00004322	40	1351	"5K62,1%,TK100,63mW,0603,LIN RES/"		ROH	NA	0.4	PS_ARAMIS II MCG_FERNAN	NO	4962326268		
225068	29/10/2012		ZSCR	551	035-1	0	'054	A2C3797550093	NA	A2C00004324	14	1351	"R LIN,22K1,1%,TK100,100mW,0603"		ROH	NA	0.14	PS_ARAMIS II MCG_FERNAN	NO	4962326268		
225068	29/10/2012		ZSCR	551	035-1	0	'054	A2C3797550093	NA	A2C00033760	136	1351	"220nF,10%,50V,X7R,0805,Sn,CER CAP/GCM"		ROH	NA	9.52	PS_ARAMIS II MCG_FERNAN	NO	4962326268		
225068	29/10/2012		ZSCR	551	035-1	0	'054	A2C3797550093	NA	A2C00034350	9	1351	"32V,33V,7VA,FLYBACKCONV,TRAFO/"		ROH	NA	69.03	PS_ARAMIS II MCG_FERNAN	NO	4962326268		
225068	29/10/2012		ZSCR	551	035-1	0	'054	A2C3797550093	NA	A2C00023869	1	1351	"1,N_CHAN,MOS,POWER,55V,20A,40mOhm,TO252/"		ROH	NA	1.62	PS_ARAMIS II MCG_FERNAN	NO	4962326268		
225068	29/10/2012		ZSCR	551	035-1	0	'054	A2C3797550093	NA	A2C00019592	10	1351	"R LIN,5K62,1%,TK100,63mW,0402"		ROH	NA	0.1	PS_ARAMIS II MCG_FERNAN	NO	4962326268		
225068	29/10/2012		ZSCR	551	035-1	0	'054	A2C53189515B	NA	A2C00046692	65	1351	"100nF,10%,50V,X7R,0603,Sn,CER CAP/GCM"		ROH	NA	1.95	PS_ARAMIS II MCG_FERNAN	NO	4962326287		
225068	29/10/2012		ZSCR	551	035-1	0	'054	A2C53189515B	NA	A2C00010877	7	1351	"R LIN,3K24,1%,TK100,100mW,0603"		ROH	NA	0.07	PS_ARAMIS II MCG_FERNAN	NO	4962326287		
225068	29/10/2012		ZSCR	551	035-1	0	'054	A2C53189515B	NA	A2C00004981	257	1351	"F BEAD/BLM18B,140Ohm,140Ohm,200mA,SMD"		ROH	NA	12.85	PS_ARAMIS II MCG_FERNAN	NO	4962326287		
225068	29/10/2012		ZSCR	551	035-1	0	'054	A2C53189515B	NA	A2C00059117	2	1351	"5R6,1%,TK50,100mW,0603,LIN RES/"		ROH	NA	0.1	PS_ARAMIS II MCG_FERNAN	NO	4962326287		
225068	29/10/2012		ZSCR	551	035-1	0	'054	A2C53189515B	NA	A2C00007695	251	1351	"2,NPN,RET,100mA,50V,SOT363,BIP/BCR135/R<"		ROH	NA	42.67	PS_ARAMIS II MCG_FERNAN	NO	4962326287		
225068	29/10/2012		ZSCR	551	035-1	0	'054	A2C53189515B	NA	A2C00010442	11	1351	"1K,1%,TK100,63mW,0402,LIN RES/CRCW"		ROH	NA	0.11	PS_ARAMIS II MCG_FERNAN	NO	4962326287		
225068	29/10/2012		ZSCR	551	035-1	0	'054	A2C53189515B	NA	A2C00010465	25	1351	"10K,1%,TK100,63mW,0402,LIN RES/CRCW"		ROH	NA	0.25	PS_ARAMIS II MCG_FERNAN	NO	4962326287		
225068	29/10/2012		ZSCR	551	035-1	0	'054	A2C53189515B	NA	A2C00000568	38	1351	"T BIP/BC 847S E6327,SOT363"		ROH	NA	6.84	PS_ARAMIS II MCG_FERNAN	NO	4962326287		
225068	29/10/2012		ZSCR	551	035-1	0	'054	A2C53189515B	NA	A2C00004463	34	1351	"R LIN,10K,1%,TK100,100mW,0603"		ROH	NA	0.34	PS_ARAMIS II MCG_FERNAN	NO	4962326287		
225068	29/10/2012		ZSCR	551	035-1	0	'054	A2C53189515B	NA	A2C00004337	1	1351	"4K12,1%,TK100,63mW,0603,LIN RES/"		ROH	NA	0.01	PS_ARAMIS II MCG_FERNAN	NO	4962326287		
225068	29/10/2012		ZSCR	551	035-1	0	'054	A2C53189515B	NA	A2C00010918	1	1351	"100K,1%,TK100,63mW,0402,LIN RES/ERJ"		ROH	NA	0.01	PS_ARAMIS II MCG_FERNAN	NO	4962326287		
225068	29/10/2012		ZSCR	551	035-1	0	'054	A2C53189515B	NA	A2C00000508	7	1351	"T BIP/BC 857S E6433,SOT363"		ROH	NA	1.26	PS_ARAMIS II MCG_FERNAN	NO	4962326287		
225068	29/10/2012		ZSCR	551	035-1	0	'054	A2C53189515B	NA	A2C00004532	50	1351	"169R,1%,TK100,125mW,0805,LIN RES/"		ROH	NA	1	PS_ARAMIS II MCG_FERNAN	NO	4962326287		
225068	29/10/2012		ZSCR	551	035-1	0	'054	A2C53189515B	NA	A2C00023274	7	1351	"D REC/BAS16S E6327,70V,200mA,SOT363,0s"		ROH	NA	1.26	PS_ARAMIS II MCG_FERNAN	NO	4962326287		
225068	29/10/2012		ZSCR	551	035-1	0	'054	A2C53189515B	NA	A2C00010549	3	1351	"100R,1%,TK50,1W,MELF0207,LIN RES/"		ROH	NA	0.72	PS_ARAMIS II MCG_FERNAN	NO	4962326287		
225068	29/10/2012		ZSCR	551	035-1	0	'054	A2C53189515B	NA	A2C00028102	2	1351	"2,OP AMP,0Hz,TSSOP8,OP-COMP/TLC2272-QPW"		ROH	NA	4.12	PS_ARAMIS II MCG_FERNAN	NO	4962326287		
225068	29/10/2012		ZSCR	551	035-1	0	'054	A2C53189515B	NA	A2C53041436	33	1351	"1,NPN,RET,R<b>=10k,R<e-b>=47k,100mA,50V,"		ROH	NA	2.97	PS_ARAMIS II MCG_FERNAN	NO	4962326287		
225068	29/10/2012		ZSCR	551	035-1	0	'054	A2C53189515B	NA	A2C00004058	2	1351	"499R,1%,TK100,125mW,0805,LIN RES/"		ROH	NA	0.04	PS_ARAMIS II MCG_FERNAN	NO	4962326287		
225068	29/10/2012		ZSCR	551	035-1	0	'054	A2C53189515B	NA	A2C00019591	1	1351	"R LIN,4K12,1%,TK100,63mW,0402"		ROH	NA	0.01	PS_ARAMIS II MCG_FERNAN	NO	4962326287		
225068	29/10/2012		ZSCR	551	035-1	0	'054	A2C53189515B	NA	A2C00019592	46	1351	"R LIN,5K62,1%,TK100,63mW,0402"		ROH	NA	0.46	PS_ARAMIS II MCG_FERNAN	NO	4962326287		
225068	29/10/2012		ZSCR	551	035-1	0	'054	A2C53189515B	NA	A2C00011344	2	1351	"0R05,1W,4.47A,5nH,2512,SHUNT/"		ROH	NA	2.32	PS_ARAMIS II MCG_FERNAN	NO	4962326287		
225069	29/10/2012		ZSCR	551	035-1	0	'054	A2C53395077	NA	A2C00058606	326	1351	"IC MEM/M95320-WMN3TP/PC,A1,32KBit,EEPROM"		ROH	NA	749.8	OC_BOSE VW_GERARDO ECHE	NO	4962325132		
225069	29/10/2012		ZSCR	551	035-1	0	'054	A2C53395077	NA	A2C00025363	1	1351	"22nF,10%,50V,X7R,0603,TINNED,CER CAP/"		ROH	NA	0.02	OC_BOSE VW_GERARDO ECHE	NO	4962325132		
225069	29/10/2012		ZSCR	551	035-1	0	'054	A2C53395077	NA	A2C00007010	12	1351	"1,N_CHAN,-,SMALLSIGNAL,100V,150mA,6Ohm,S"		ROH	NA	2.76	OC_BOSE VW_GERARDO ECHE	NO	4962325132		
225069	29/10/2012		ZSCR	551	035-1	0	'054	A2C53395077	NA	A2C00004463	282	1351	"R LIN,10K,1%,TK100,100mW,0603"		ROH	NA	2.82	OC_BOSE VW_GERARDO ECHE	NO	4962325132		
225069	29/10/2012		ZSCR	551	035-1	0	'054	A2C53395077	NA	A2C00022328	2	1351	"1M,1%,TK100,63mW,0603,LIN RES/MCR"		ROH	NA	0.02	OC_BOSE VW_GERARDO ECHE	NO	4962325132		
225069	29/10/2012		ZSCR	551	035-1	0	'054	A2C53364457A	NA	A2C00033760	9	1351	"220nF,10%,50V,X7R,0805,Sn,CER CAP/GCM"		ROH	NA	0.63	OC_BOSE VW_GERARDO ECHE	NO	4962325108		
225069	29/10/2012		ZSCR	551	035-1	0	'054	A2C53364457A	NA	A2C00017677	210	1351	"R LIN,470R,1%,TK100,100mW,0603"		ROH	NA	2.1	OC_BOSE VW_GERARDO ECHE	NO	4962325108		
225069	29/10/2012		ZSCR	551	035-1	0	'054	A2C53364457A	NA	A2C00035209	5	1351	"200V,3A,1,SCHOTTKY,SMB,RECT DIODE/ MBRS3"		ROH	NA	4.4	OC_BOSE VW_GERARDO ECHE	NO	4962325108		
225069	29/10/2012		ZSCR	551	035-1	0	'054	A2C53364457A	NA	A2C00033344	12	1351	"4.7uF,10%,25V,X7R,1206,CER CAP/"		ROH	NA	3.36	OC_BOSE VW_GERARDO ECHE	NO	4962325108		
225069	29/10/2012		ZSCR	551	035-1	0	'054	A2C53364457A	NA	A2C00039386	12	1351	"17V,52V,0603,VARISTOR/AVR"		ROH	NA	2.28	OC_BOSE VW_GERARDO ECHE	NO	4962325108		
225069	29/10/2012		ZSCR	551	035-1	0	'054	A2C53395078	NA	A2C00004463	22	1351	"R LIN,10K,1%,TK100,100mW,0603"		ROH	NA	0.22	OC_BOSE VW_GERARDO ECHE	NO	4962325142		
225069	29/10/2012		ZSCR	551	035-1	0	'054	A2C53395078	NA	A2C00011772	46	1351	"432K,1%,TK100,63mW,0603,LIN RES/"		ROH	NA	0.46	OC_BOSE VW_GERARDO ECHE	NO	4962325142		
225069	29/10/2012		ZSCR	551	035-1	0	'054	A2C53395078	NA	A2C00004934	1	1351	"33uH,105mA,SMD,COIL/B82422"		ROH	NA	0.28	OC_BOSE VW_GERARDO ECHE	NO	4962325142		
225069	29/10/2012		ZSCR	551	035-1	0	'054	A2C53395078	NA	A2C00029072	6	1351	"10nF,10%,50V,X7R,0603,TINNED,CER CAP/GCM"		ROH	NA	0.12	OC_BOSE VW_GERARDO ECHE	NO	4962325142		
225069	29/10/2012		ZSCR	551	035-1	0	'054	A2C53395078	NA	A2C00058606	567	1351	"IC MEM/M95320-WMN3TP/PC,A1,32KBit,EEPROM"		ROH	NA	1304.1	OC_BOSE VW_GERARDO ECHE	NO	4962325142		
225069	29/10/2012		ZSCR	551	035-1	0	'054	A2C53395078	NA	A2C00055060	1	1351	"Capacitive Occupant Detection,OTHER IC/B"		ROH	NA	32.05	OC_BOSE VW_GERARDO ECHE	NO	4962325142		
225070	29/10/2012		ZSCR	551	035-1	0	'054	A2C53364457A	NA	A2C00052860	1	1351	"R LIN,5K1,1%,TK100,100mW,0603"		ROH	NA	0.01	OC_BOSE VW_GERARDO ECHE	NO	4962325108		
225070	29/10/2012		ZSCR	551	035-1	0	'054	A2C53364457A	NA	A2C00032411	14	1351	"100nF,10%,100V,X7R,1206,Sn,CER CAP/++ op"		ROH	NA	3.64	OC_BOSE VW_GERARDO ECHE	NO	4962325108		
225070	29/10/2012		ZSCR	551	035-1	0	'054	A2C53364457A	NA	A2C00003466	3	1351	"1R,5%,TK250,250mW,1206,LIN RES/"		ROH	NA	0.06	OC_BOSE VW_GERARDO ECHE	NO	4962325108		
225070	29/10/2012		ZSCR	551	035-1	0	'054	A2C53364457A	NA	A2C00033760	4	1351	"220nF,10%,50V,X7R,0805,Sn,CER CAP/GCM"		ROH	NA	0.28	OC_BOSE VW_GERARDO ECHE	NO	4962325108		
225070	29/10/2012		ZSCR	551	035-1	0	'054	A2C53364457A	NA	A2C00039362	5	1351	"12MHz,0.5%,CSTCE,CER RESONATOR"		ROH	NA	4.9	OC_BOSE VW_GERARDO ECHE	NO	4962325108		
225070	29/10/2012		ZSCR	551	035-1	0	'054	A2C53364457A	NA	A2C00025918	18	1351	"10nF,5%,50V,C0G,0805,-,CER CAP/"		ROH	NA	2.88	OC_BOSE VW_GERARDO ECHE	NO	4962325108		
225070	29/10/2012		ZSCR	551	035-1	0	'054	A2C53364457A	NA	A2C40000085	10	1351	"F BEAD/,0Ohm,600Ohm,500mA,SMD"		ROH	NA	0.7	OC_BOSE VW_GERARDO ECHE	NO	4962325108		
225070	29/10/2012		ZSCR	551	035-1	0	'054	A2C53364457A	NA	A2C00045065	4	1351	"20MHz,0.5%,CSTCE-V,CER RESONATOR,OVER MO"		ROH	NA	4.76	OC_BOSE VW_GERARDO ECHE	NO	4962325108		
225070	29/10/2012		ZSCR	551	035-1	0	'054	A2C53364457A	NA	A2C00002190	5	1351	"2.2nF,10%,50V,X7R,0603,TINNED,CER CAP/"		ROH	NA	0.1	OC_BOSE VW_GERARDO ECHE	NO	4962325108		
225070	29/10/2012		ZSCR	551	035-1	0	'054	A2C53364457A	NA	A2C00039386	20	1351	"17V,52V,0603,VARISTOR/AVR"		ROH	NA	3.8	OC_BOSE VW_GERARDO ECHE	NO	4962325108		
225070	29/10/2012		ZSCR	551	035-1	0	'054	A2C53364457A	NA	A2C00055943	5	1351	"1M2,1%,TK100,125mW,0805,LIN RES/Compact"		ROH	NA	0.05	OC_BOSE VW_GERARDO ECHE	NO	4962325108		
225071	29/10/2012		ZSCR	551	035-1	0	'054	A2C53287874	NA	A2C00004463	212	1351	"R LIN,10K,1%,TK100,100mW,0603"		ROH	NA	2.12	OC_OCS NISSAN_GERARDO E	NO	4962325204		
225071	29/10/2012		ZSCR	551	035-1	0	'054	A2C53287874	NA	A2C00004981	284	1351	"F BEAD/BLM18B,140Ohm,140Ohm,200mA,SMD"		ROH	NA	14.2	OC_OCS NISSAN_GERARDO E	NO	4962325204		
225071	29/10/2012		ZSCR	551	035-1	0	'054	A2C53287874	NA	A2C00004463	117	1351	"R LIN,10K,1%,TK100,100mW,0603"		ROH	NA	1.17	OC_OCS NISSAN_GERARDO E	NO	4962325204		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C5339962593	NA	A2C00004349	11	1351	"R JUMP,0R05,100mW,1A,0603"		ROH	NA	0.11	PS_HONDA HRS5_GERARDO E	NO	4962326997		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C5339962593	NA	A2C00023789	4	1351	"47nF,10%,50V,X7R,0603,Sn,CER CAP/GCM"		ROH	NA	0.08	PS_HONDA HRS5_GERARDO E	NO	4962326997		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C5339962593	NA	A2C00059117	1	1351	"5R6,1%,TK50,100mW,0603,LIN RES/"		ROH	NA	0.05	PS_HONDA HRS5_GERARDO E	NO	4962326997		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C5339962593	NA	A2C00020588	1	1351	"R LIN,82R5,1%,TK100,100mW,0603"		ROH	NA	0.01	PS_HONDA HRS5_GERARDO E	NO	4962326997		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C5339962593	NA	A2C00052765	3	1351	"220uH,400mA,SMD,COIL/"		ROH	NA	4.5	PS_HONDA HRS5_GERARDO E	NO	4962326997		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C5339962592	NA	A2C00020588	3	1351	"R LIN,82R5,1%,TK100,100mW,0603"		ROH	NA	0.03	PS_HONDA HRS5_GERARDO E	NO	4962326997		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C5339962592	NA	A2C00004366	6	1351	"R LIN,68K1,1%,TK100,100mW,0603"		ROH	NA	0.06	PS_HONDA HRS5_GERARDO E	NO	4962326997		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C5339962593	NA	A2C00006609	2	1351	"R LIN,100R,5%,TK200,63mW,0402"		ROH	NA	0.02	PS_HONDA HRS5_GERARDO E	NO	4962326997		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C5339962593	NA	A2C00007895	7	1351	"C CER,C0G,470pF,5%,50V,0603,Sn"		ROH	NA	0.21	PS_HONDA HRS5_GERARDO E	NO	4962326997		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C5339962593	NA	A2C00044582	7	1351	"L COIL/-,22uH,1.25A,SMD"		ROH	NA	10.5	PS_HONDA HRS5_GERARDO E	NO	4962326997		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C5339962592	NA	A2C00037882	147	1351	"R LIN,2K4,1%,TK100,63mW,0402"		ROH	NA	1.47	PS_HONDA HRS5_GERARDO E	NO	4962326997		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C5339962592	NA	A2C00007895	9	1351	"C CER,C0G,470pF,5%,50V,0603,Sn"		ROH	NA	0.27	PS_HONDA HRS5_GERARDO E	NO	4962326997		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C5339962592	NA	A2C00054422	5	1351	"0R12,5%,TK50,1W,MELF0207,LIN RES/MMB 020"		ROH	NA	3.15	PS_HONDA HRS5_GERARDO E	NO	4962326997		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C5339962592	NA	A2C00052689	1	1351	"R LIN,3K24,1%,TK100,63mW,0402"		ROH	NA	0.01	PS_HONDA HRS5_GERARDO E	NO	4962326997		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C5339962592	NA	A2C00019592	1	1351	"R LIN,5K62,1%,TK100,63mW,0402"		ROH	NA	0.01	PS_HONDA HRS5_GERARDO E	NO	4962326997		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C5339962592	NA	A2C00011220	2	1351	"R LIN,33K2,1%,TK100,63mW,0402"		ROH	NA	0.02	PS_HONDA HRS5_GERARDO E	NO	4962326997		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C5339962592	NA	A2C00019591	7	1351	"R LIN,4K12,1%,TK100,63mW,0402"		ROH	NA	0.07	PS_HONDA HRS5_GERARDO E	NO	4962326997		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C5339962592	NA	A2C00025363	16	1351	"22nF,10%,50V,X7R,0603,TINNED,CER CAP/"		ROH	NA	0.32	PS_HONDA HRS5_GERARDO E	NO	4962326997		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C8162560093	NA	A2C00052765	7	1351	"220uH,400mA,SMD,COIL/"		ROH	NA	10.5	PS_HONDA HRS5_GERARDO E	NO	4962327026		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C8162560093	NA	A2C00020588	6	1351	"R LIN,82R5,1%,TK100,100mW,0603"		ROH	NA	0.06	PS_HONDA HRS5_GERARDO E	NO	4962327026		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C8162560093	NA	A2C00019591	6	1351	"R LIN,4K12,1%,TK100,63mW,0402"		ROH	NA	0.06	PS_HONDA HRS5_GERARDO E	NO	4962327026		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C8162560093	NA	A2C00061928	7	1351	"IC MEM/M95640-WDW3TP/PC/AT25640A-TQ27U1,"		ROH	NA	18.55	PS_HONDA HRS5_GERARDO E	NO	4962327026		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C8162560093	NA	A2C00044582	1	1351	"L COIL/-,22uH,1.25A,SMD"		ROH	NA	1.5	PS_HONDA HRS5_GERARDO E	NO	4962327026		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C8162560093	NA	A2C00038737	2	1351	"15nF,10%,100V,X7R,0603,,CER CAP/"		ROH	NA	0.08	PS_HONDA HRS5_GERARDO E	NO	4962327026		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C8162560092	NA	A2C00004363	1	1351	"R LIN,15K4,1%,TK100,100mW,0603"		ROH	NA	0.01	PS_HONDA HRS5_GERARDO E	NO	4962327026		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C8162560092	NA	A2C00004366	8	1351	"R LIN,68K1,1%,TK100,100mW,0603"		ROH	NA	0.08	PS_HONDA HRS5_GERARDO E	NO	4962327026		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C8162560092	NA	A2C00020588	3	1351	"R LIN,82R5,1%,TK100,100mW,0603"		ROH	NA	0.03	PS_HONDA HRS5_GERARDO E	NO	4962327026		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C8162560092	NA	A2C00004349	1	1351	"R JUMP,0R05,100mW,1A,0603"		ROH	NA	0.01	PS_HONDA HRS5_GERARDO E	NO	4962327026		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C8162560092	NA	A2C00019592	4	1351	"R LIN,5K62,1%,TK100,63mW,0402"		ROH	NA	0.04	PS_HONDA HRS5_GERARDO E	NO	4962327026		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C8162560092	NA	A2C00030420	138	1351	"4,EQ ISO,0804,10K,5%,31mW,NET RES/ARV"		ROH	NA	11.04	PS_HONDA HRS5_GERARDO E	NO	4962327026		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C8162560092	NA	A2C00038706	1	1351	"NUP2105L/350W,24V,SOT23,Dual SUP DIODE ("		ROH	NA	0.41	PS_HONDA HRS5_GERARDO E	NO	4962327026		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C8162560092	NA	A2C00022829	92	1351	"56K,1%,TK100,63mW,0402,LIN RES/"		ROH	NA	0.92	PS_HONDA HRS5_GERARDO E	NO	4962327026		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C8162560092	NA	A2C00037882	377	1351	"R LIN,2K4,1%,TK100,63mW,0402"		ROH	NA	3.77	PS_HONDA HRS5_GERARDO E	NO	4962327026		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C8162560092	NA	A2C00007729	1	1351	"R LIN,12K4,1%,TK100,100mW,0603"		ROH	NA	0.01	PS_HONDA HRS5_GERARDO E	NO	4962327026		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C8162560092	NA	A2C00019595	71	1351	"R LIN,22K1,1%,TK100,63mW,0402"		ROH	NA	0.71	PS_HONDA HRS5_GERARDO E	NO	4962327026		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C5339962993	NA	A2C00052765	13	1351	"220uH,400mA,SMD,COIL/"		ROH	NA	19.5	PS_HONDA HRS5_GERARDO E	NO	4962327012		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C5339962993	NA	A2C00020588	19	1351	"R LIN,82R5,1%,TK100,100mW,0603"		ROH	NA	0.19	PS_HONDA HRS5_GERARDO E	NO	4962327012		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C5339962993	NA	A2C00059117	3	1351	"5R6,1%,TK50,100mW,0603,LIN RES/"		ROH	NA	0.15	PS_HONDA HRS5_GERARDO E	NO	4962327012		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C5339962993	NA	A2C00061928	8	1351	"IC MEM/M95640-WDW3TP/PC/AT25640A-TQ27U1,"		ROH	NA	21.2	PS_HONDA HRS5_GERARDO E	NO	4962327012		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C5339962993	NA	A2C00025460	4	1351	"330R,5%,TK200,63mW,0402,LIN RES/ERJ2GEJ3"		ROH	NA	0.04	PS_HONDA HRS5_GERARDO E	NO	4962327012		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C5339962993	NA	A2C00025363	1	1351	"22nF,10%,50V,X7R,0603,TINNED,CER CAP/"		ROH	NA	0.02	PS_HONDA HRS5_GERARDO E	NO	4962327012		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C5339962993	NA	A2C00004349	26	1351	"R JUMP,0R05,100mW,1A,0603"		ROH	NA	0.26	PS_HONDA HRS5_GERARDO E	NO	4962327012		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C5339962993	NA	A2C00033507	12	1351	"11K,0.1%,TK25,63mW,0603,LIN RES/"		ROH	NA	4.32	PS_HONDA HRS5_GERARDO E	NO	4962327012		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C5339962993	NA	A2C00044582	8	1351	"L COIL/-,22uH,1.25A,SMD"		ROH	NA	12	PS_HONDA HRS5_GERARDO E	NO	4962327012		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C5339962993	NA	A2C00007895	1	1351	"C CER,C0G,470pF,5%,50V,0603,Sn"		ROH	NA	0.03	PS_HONDA HRS5_GERARDO E	NO	4962327012		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C5339962992	NA	A2C00042782	3	1351	"T BIP/BCP56-16,SOT223"		ROH	NA	0.96	PS_HONDA HRS5_GERARDO E	NO	4962327012		
