No.Item	Fecha		Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP		
225244	30/10/2012		ZSCR	551	030-1	NA	'054	A2C53375498MI2	NA	A2C53375498A2	1	1301	SMD Assy X204 W/PyroPPSg W/RO WO/PO	NA	HALB	S.Real	400.27	PS_ARAMIS III_FERNANDO	NO			
225245	30/10/2012		ZSCR	551	030-1	NA	'054	A2C53375498MI2	NA	A2C53375498A2	1	1301	SMD Assy X204 W/PyroPPSg W/RO WO/PO	NA	HALB	S.Real	400.27	PS_ARAMIS III_FERNANDO	NO			
225246	30/10/2012		ZSCR	551	030-1	NA	'054	A2C53375498MI2	NA	A2C53375498A2	1	1301	SMD Assy X204 W/PyroPPSg W/RO WO/PO	NA	HALB	S.Real	400.27	PS_ARAMIS III_FERNANDO	NO			
225249	30/10/2012		ZSCR	551	030-1	NA	'054	A2C53364457A	NA	A2C53364453	3	1301	pcb IEEZZDIV BOSE IEE VW3	NA	ROH	NA	25.74	OC_BOSE VW_ANA TAPIA-VI	NO	4962325108		
225250	30/10/2012		ZSCR	551	030-1	NA	'054	A2C81542500	NA	A2C53388687	1	1301	circuit board assy	NA	HALB	S.Real	390.78	PS_ARAMIS 2012_EDWIN RO	NO			
225251	30/10/2012		ZSCR	551	030-1	NA	'054	A2C81542500	NA	A2C53388687	1	1301	circuit board assy	NA	HALB	S.Real	390.78	PS_ARAMIS 2012_EDWIN RO	NO			
225252	30/10/2012		ZSCR	551	030-1	NA	'054	A2C81542500	NA	A2C53388687	1	1301	circuit board assy	NA	HALB	S.Real	390.78	PS_ARAMIS 2012_EDWIN RO	NO			
225253	30/10/2012		ZSCR	551	030-1	NA	'054	A2C81542300	NA	A2C53388687	1	1301	circuit board assy	NA	HALB	S.Real	390.78	PS_ARAMIS 2012_EDWIN RO	NO			
225254	30/10/2012		ZSCR	551	030-1	NA	'054	A2C81542500	NA	A2C53388687	1	1301	circuit board assy	NA	HALB	S.Real	390.78	PS_ARAMIS 2012_EDWIN RO	NO			
225255	30/10/2012		ZSCR	551	030-1	NA	'054	A2C81542600	NA	A2C53388687	1	1301	circuit board assy	NA	HALB	S.Real	390.78	PS_ARAMIS 2012_EDWIN RO	NO			
225256	30/10/2012		ZSCR	551	030-1	NA	'054	A2C81542500	NA	A2C53388687	1	1301	circuit board assy	NA	HALB	S.Real	390.78	PS_ARAMIS 2012_EDWIN RO	NO			
225258	30/10/2012		ZSCR	551	030-1	NA	'054	A2C81542500	NA	A2C53388687	1	1301	circuit board assy	NA	HALB	S.Real	390.78	PS_ARAMIS 2012_EDWIN RO	NO			
225259	30/10/2012		ZSCR	551	030-1	NA	'054	A2C81542500	NA	A2C53388687	1	1301	circuit board assy	NA	HALB	S.Real	390.78	PS_ARAMIS 2012_EDWIN RO	NO			
225260	30/10/2012		ZSCR	551	030-1	NA	'054	A2C81542500	NA	A2C53388687	1	1301	circuit board assy	NA	HALB	S.Real	390.78	PS_ARAMIS 2012_EDWIN RO	NO			
225262	30/10/2012		ZSCR	551	030-1	NA	'054	A2C81542500	NA	A2C53388687	1	1301	circuit board assy	NA	HALB	S.Real	390.78	PS_ARAMIS 2012_EDWIN RO	NO			
225263	30/10/2012		ZSCR	551	030-1	NA	'054	A2C81542500	NA	A2C53388687	1	1301	circuit board assy	NA	HALB	S.Real	390.78	PS_ARAMIS 2012_EDWIN RO	NO			
225264	30/10/2012		ZSCR	551	030-1	NA	'054	A2C81542500	NA	A2C53388687	1	1301	circuit board assy	NA	HALB	S.Real	390.78	PS_ARAMIS 2012_EDWIN RO	NO			
225265	30/10/2012		ZSCR	551	030-1	NA	'054	A2C53388687	NA	A2C53342620	1	1301	pcb DC main	NA	ROH	NA	21.93	PS_ARAMIS 2012_EDWIN RO	NO	4962325446		
225266	30/10/2012		ZSCR	551	030-1	NA	'054	A2C53388687	NA	A2C53342620	1	1301	pcb DC main	NA	ROH	NA	21.93	PS_ARAMIS 2012_EDWIN RO	NO	4962325446		
225267	30/10/2012		MB1A	551	070-2	NA	'054	NA	NA	A2C53342620	12	1702	pcb DC main	NA	ROH	NA	263.16	PS_ARAMIS 2012_EDWIN RO	NO	4962324806		
225269	30/10/2012		ZSCR	551	030-1	NA	'054	5WK44252	NA	A2C53364457	1	1301	pcb assy	NA	HALB	S.Real	105.35	OC_BOSE VW_ANA TAPIA-VI	NO			
225270	30/10/2012		ZSCR	551	030-1	NA	'054	5WK44739	NA	A2C53375496MI2	2	1301	MI Assy W/S204 WO/PyroPPSg WO/RO WO/PO	NA	HALB	S.Real	619.76	PS_ARAMIS III_FERNANDO	NO			
225271	30/10/2012		ZSCR	551	030-1	NA	'054	5WK44739	NA	A2C53375496MI2	1	1301	MI Assy W/S204 WO/PyroPPSg WO/RO WO/PO	NA	HALB	S.Real	309.88	PS_ARAMIS III_FERNANDO	NO			
225273	30/10/2012		ZSCR	551	030-1	NA	'054	5WK44288	NA	A2C53367547	1	1301	ACU VW10 MY10 16 NAR BOSE	NA	HALB	S.Real	283.53	PS_VW10 LC_ULISES VILLE	NO			
225274	30/10/2012		ZSCR	551	030-1	NA	'054	5WK44288	NA	A2C53367547	1	1301	ACU VW10 MY10 16 NAR BOSE	NA	HALB	S.Real	283.53	PS_VW10 LC_ULISES VILLE	NO			
225275	30/10/2012		ZSCR	551	030-1	NA	'054	5WK44385	NA	A2C53390474	1	1301	ACU VW10 MY10 12 NAR BOSE	NA	HALB	S.Real	273.35	PS_VW10 LC_ULISES VILLE	NO			
225276	30/10/2012		ZSCR	551	030-1	NA	'054	5WK44739	NA	A2C53375496MI2	1	1301	MI Assy W/S204 WO/PyroPPSg WO/RO WO/PO	NA	HALB	S.Real	309.88	PS_ARAMIS III_FERNANDO	NO			
225278	30/10/2012		ZSCR	551	030-1	NA	'054	5WK44739	NA	A2C53375496MI2	1	1301	MI Assy W/S204 WO/PyroPPSg WO/RO WO/PO	NA	HALB	S.Real	309.88	PS_ARAMIS III_FERNANDO	NO			
225279	30/10/2012		ZSCR	551	030-1	NA	'054	5WK44739	NA	A2C53375496MI2	1	1301	MI Assy W/S204 WO/PyroPPSg WO/RO WO/PO	NA	HALB	S.Real	309.88	PS_ARAMIS III_FERNANDO	NO			
225281	30/10/2012		ZSCR	551	030-1	NA	'054	A2C81542600	NA	A2C81543200	1	1301	pcb assy	NA	HALB	S.Real	435.03	PS_ARAMIS 2012_EDWIN RO	NO			
225285	30/10/2012		ZSCR	551	030-1	NA	'054	A2C53375499MI2	NA	A2C53375499A2	1	1301	SMD Assy W/S 204 W/PyroPPSg WO/RO WO/PO	NA	HALB	S.Real	285.41	PS_ARAMIS III_FERNANDO	NO			
225286	30/10/2012		ZSCR	551	030-1	NA	'054	A2C53375499MI2	NA	A2C53375499A2	1	1301	SMD Assy W/S 204 W/PyroPPSg WO/RO WO/PO	NA	HALB	S.Real	285.41	PS_ARAMIS III_FERNANDO	NO			
225287	30/10/2012		ZSCR	551	030-1	NA	'054	A2C53375499MI2	NA	A2C53375499A2	1	1301	SMD Assy W/S 204 W/PyroPPSg WO/RO WO/PO	NA	HALB	S.Real	285.41	PS_ARAMIS III_FERNANDO	NO			
225288	30/10/2012		ZSCR	551	030-1	NA	'054	A2C53375499MI2	NA	A2C53375499A2	1	1301	SMD Assy W/S 204 W/PyroPPSg WO/RO WO/PO	NA	HALB	S.Real	285.41	PS_ARAMIS III_FERNANDO	NO			
225292	30/10/2012		ZSCR	551	030-1	NA	'054	A2C53189515MI	NA	A2C53189515A	1	1301	SMD assy W/S 212 WITH PPS/RO side A	NA	HALB	S.Real	473.77	PS_ARAMIS II MCG_FERNAN	NO			
225293	30/10/2012		ZSCR	551	030-1	NA	'054	A2C53243155MI	NA	A2C53243155A	1	1301	SMD assy C207 WITH PPS/WITHOUT RO side A	NA	HALB	S.Real	357.61	PS_ARAMIS II MCG_FERNAN	NO			
225294	30/10/2012		ZSCR	551	030-1	NA	'054	A2C53243155MI	NA	A2C53243155A	1	1301	SMD assy C207 WITH PPS/WITHOUT RO side A	NA	HALB	S.Real	357.61	PS_ARAMIS II MCG_FERNAN	NO			
225298	30/10/2012		ZSCR	551	030-1	NA	'054	5WK44252	NA	A2C53364457	1	1301	pcb assy	NA	HALB	S.Real	105.35	OC_BOSE VW_ANA TAPIA-VI	NO			
225299	30/10/2012		ZSCR	551	030-1	NA	'054	5WK44291	NA	A2C53395078	2	1301	pcb assy	NA	HALB	S.Real	165.28	OC_BOSE BMW_ANA TAPIA-V	NO			
