No.Item	Txs SAP	Mov	Código Scrap	O.I.	Parte Padre	Batch ID	No.Parte	Cantidad		Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	No.Docto.SAP
151053	ZSCR	551	042-4	NA	A2C53345109	NA	A2C53402231	1		1424	parts kit assy TPM 315 MHz	NA	HALB	S.Real/AutoBF	47.54	S5_TG1C HONDA_ (APROBA	4957990519
151054	ZSCR	551	042-4	NA	A2C53345109	NA	A2C53402231	1		1424	parts kit assy TPM 315 MHz	NA	HALB	S.Real/AutoBF	47.54	S5_TG1C HONDA_ (APROBA	4957990519
151055	ZSCR	551	042-4	NA	A2C53345109	NA	A2C53402231	1		1424	parts kit assy TPM 315 MHz	NA	HALB	S.Real/AutoBF	47.54	S5_TG1C HONDA_ (APROBA	4957990519
151058	ZSCR	551	042-4	NA	S180052025	NA	A2C53345109	1		1424	wheel unit TPM 315 MHz TMPS	NA	HALB	S.Real/AutoBF	56.85	S5_TG1C HONDA_ (APROBA	4957990457
151059	ZSCR	551	034-2	NA	5WY8547	NA	A2C53402830	1		1342	parts kit assy TPM	NA	HALB	S.Real/AutoBF	48.31	S1_TG1C DCX_ (APROBACI	4957988826
151060	ZSCR	551	034-2	NA	5WY8547	NA	A2C53402830	2		1342	parts kit assy TPM	NA	HALB	S.Real/AutoBF	96.62	S1_TG1C DCX_ (APROBACI	4957988826
151061	ZSCR	551	034-2	NA	5WY8547	NA	A2C53402830	11		1342	parts kit assy TPM	NA	HALB	S.Real/AutoBF	531.41	S1_TG1C DCX_ (APROBACI	4957988826
151062	ZSCR	551	034-2	NA	S180052017	NA	A2C53402099	2		1342	parts kit assy TPM	NA	HALB	S.Real/AutoBF	188.62	S1_TG1C HYUNDAI_ (APRO	4957988742
151063	ZSCR	551	034-2	NA	A2C37350900	NA	A2C37350900	4		1342	housing assy TPM 315 MHz	NA	HALB	S.Real/AutoBF	171.52	S1_TG1C NISSAN_ (APROB	4957988357
151064	ZSCR	551	034-2	NA	A2C32163600	NA	A2C32163600	4		1342	module assy TPM	NA	HALB	S.Real/AutoBF	192	S1_TG1C DCX_ (APROBACI	4957986285
151066	ZSCR	551	040-2	NA	A2C53402099	NA	A2C53402099	1		1402	parts kit assy TPM	NA	HALB	S.Real/AutoBF	94.31	S1_TG1C HYUNDAI_ (APRO	4957989202
151067	ZSCR	551	034-2	NA	A2C53402231	NA	A2C53402230	1		1342	module assy TPM 315 MHz	NA	HALB	S.Real/AutoBF	47.15	S5_TG1C HONDA_ (APROBA	4957988780
151068	ZSCR	551	040-2	NA	A2C53345109	NA	A2C53402231	1		1402	parts kit assy TPM 315 MHz	NA	HALB	S.Real/AutoBF	47.54	S5_TG1C HONDA_ (APROBA	4957989244
151069	ZSCR	551	034-2	NA	A2C53402830	NA	A2C53402830	1		1342	parts kit assy TPM	NA	HALB	S.Real/AutoBF	48.31	S1_TG1C DCX_ (APROBACI	4957988826
151070	ZSCR	551	034-2	NA	A2C81582700	NA	A2C81582700	1		1342	circuit board assy TPM	NA	HALB	S.Real/AutoBF	30.84	S1_TG1C NISSAN_ (APROB	4957988917
151073	ZSCR	551	022-2	NA	5WY8547	NA	A2C53348715	25		1222	control device TPM 315 MHz	NA	HALB	S.Real/AutoBF	1448	S1_TG1C DCX_ (APROBACI	4957985470
151074	ZSCR	551	034-2	NA	A2C53402100	NA	A2C53402100	2		1342	module assy TPM	NA	HALB	S.Real/AutoBF	94.3	S1_TG1C HYUNDAI_ (APRO	4957988762
151075	ZSCR	551	034-2	NA	S180052036	NA	A2C31556400	10		1342	module assy TPM 433 MHz	NA	HALB	S.Real/AutoBF	471.8	S1_TG1C HYUNDAI_ (APRO	4957986209
151077	ZSCR	551	034-2	NA	A2C37350900	NA	A2C37350900	3		1342	housing assy TPM 315 MHz	NA	HALB	S.Real/AutoBF	128.64	S1_TG1C NISSAN_ (APROB	4957988357
151078	ZSCR	551	034-2	NA	A2C32163600	NA	A2C32163600	1		1342	module assy TPM	NA	HALB	S.Real/AutoBF	48	S1_TG1C DCX_ (APROBACI	4957986285
151079	ZSCR	551	040-1	NA	A2C53402099	NA	A2C53402099	1		1401	parts kit assy TPM	NA	HALB	S.Real/AutoBF	94.31	S1_TG1C HYUNDAI_ (APRO	4957988978
151080	ZSCR	551	040-1	NA	A2C32163600	NA	A2C32163600	4		1401	module assy TPM	NA	HALB	S.Real/AutoBF	192	S1_TG1C DCX_ (APROBACI	4957988947
151081	ZSCR	551	034-2	NA	A2C37350900	NA	A2C37350900	1		1342	housing assy TPM 315 MHz	NA	HALB	S.Real/AutoBF	42.88	S1_TG1C NISSAN_ (APROB	4957988357
151084	MB1A	551	022-2	B30301-01495	NA	NA	A2C53304051	4		1095	housing	NA	ROH	NA	9.8	S1_DCU_LUIS LIZARRAGA-T	4957983741
151087	ZSCR	551	034-2	NA	A2C53426161	NA	A2C53426161	1		1342	circuit board assy HON HONDA	NA	HALB	S.Real/AutoBF	55.07	S5_FOB ACURA 09_ENRIQUE	4957988873
151088	ZSCR	551	034-2	NA	A2C53335966	NA	A2C53335966	9		1342	SMD Assy Fob Mobilio HP (Top side)	NA	HALB	S.Real/AutoBF	317.61	S5_FOB ACURA 08_ENRIQUE	4957988670
151090	ZSCR	551	034-2	NA	5WY8547	NA	A2C53348715	50		1342	control device TPM 315 MHz	NA	HALB	S.Real/AutoBF	2896	S1_TG1C DCX_ (APROBACI	4957988724
151167	ZSCR	551	042-4	NA	5WY8547	NA	A2C53348715	4		1424	control device TPM 315 MHz	NA	HALB	S.Real/AutoBF	231.68	S1_TG1C DCX_ (APROBACI	4957990474
151168	ZSCR	551	034-2	NA	5WY8547	NA	A2C53402830	1		1342	parts kit assy TPM	NA	HALB	S.Real/AutoBF	48.31	S1_TG1C DCX_ (APROBACI	4957988826
151169	ZSCR	551	042-4	NA	5WY8547	NA	A2C53348715	1		1424	control device TPM 315 MHz	NA	HALB	S.Real/AutoBF	57.92	S1_TG1C DCX_ (APROBACI	4957990474
151170	ZSCR	551	042-4	NA	5WY8547	NA	A2C53402830	2		1424	parts kit assy TPM	NA	HALB	S.Real/AutoBF	96.62	S1_TG1C DCX_ (APROBACI	4957990538
151171	ZSCR	551	042-4	NA	5WY8547	NA	A2C53348715	1		1424	control device TPM 315 MHz	NA	HALB	S.Real/AutoBF	57.92	S1_TG1C DCX_ (APROBACI	4957990474
151172	ZSCR	551	040-3	NA	5WY8547	NA	A2C53348715	2		1403	control device TPM 315 MHz	NA	HALB	S.Real/AutoBF	115.84	S1_TG1C DCX_ (APROBACI	4957989978
151173	ZSCR	551	034-2	NA	5WY8547	NA	A2C32163600	8		1342	module assy TPM	NA	HALB	S.Real/AutoBF	384	S1_TG1C DCX_ (APROBACI	4957986285
151174	ZSCR	551	034-2	NA	5WY8547	NA	A2C32163600	2		1342	module assy TPM	NA	HALB	S.Real/AutoBF	96	S1_TG1C DCX_ (APROBACI	4957986285
151175	ZSCR	551	040-2	NA	5WY8547	NA	A2C53402830	5		1402	parts kit assy TPM	NA	HALB	S.Real/AutoBF	241.55	S1_TG1C DCX_ (APROBACI	4957989303
151176	ZSCR	551	040-2	NA	5WY8547	NA	A2C32163600	1		1402	module assy TPM	NA	HALB	S.Real/AutoBF	48	S1_TG1C DCX_ (APROBACI	4957989179
151178	ZSCR	551	034-2	NA	5WY8547	NA	A2C53402830	11		1342	parts kit assy TPM	NA	HALB	S.Real/AutoBF	531.41	S1_TG1C DCX_ (APROBACI	4957988826
151179	ZSCR	551	042-4	NA	5WY8547	NA	A2C53402830	5		1424	parts kit assy TPM	NA	HALB	S.Real/AutoBF	241.55	S1_TG1C DCX_ (APROBACI	4957990538
151180	ZSCR	551	034-2	NA	5WY8547	NA	A2C32163600	5		1342	module assy TPM	NA	HALB	S.Real/AutoBF	240	S1_TG1C DCX_ (APROBACI	4957986285
151182	ZSCR	551	042-4	NA	5WY8547	NA	A2C53402830	3		1424	parts kit assy TPM	NA	HALB	S.Real/AutoBF	144.93	S1_TG1C DCX_ (APROBACI	4957990538
151263	ZSCR	551	034-2	NA	5WY8547	NA	A2C53348715	16		1342	control device TPM 315 MHz	NA	HALB	S.Real/AutoBF	926.72	S1_TG1C DCX_ (APROBACI	4957988724
151269	ZSCR	551	042-4	NA	5WY8547	NA	A2C53402830	6		1424	parts kit assy TPM	NA	HALB	S.Real/AutoBF	289.86	S1_TG1C DCX_ (APROBACI	4957990538
151271	ZSCR	551	042-4	NA	5WY8547	NA	A2C53402830	6		1424	parts kit assy TPM	NA	HALB	S.Real/AutoBF	289.86	S1_TG1C DCX_ (APROBACI	4957990538
151272	ZSCR	551	042-4	NA	5WY8547	NA	A2C53402830	9		1424	parts kit assy TPM	NA	HALB	S.Real/AutoBF	434.79	S1_TG1C DCX_ (APROBACI	4957990538
151274	ZSCR	551	034-2	NA	5WY8547	NA	A2C53402830	7		1342	parts kit assy TPM	NA	HALB	S.Real/AutoBF	338.17	S1_TG1C DCX_ (APROBACI	4957988826
151275	ZSCR	551	042-4	NA	5WY8547	NA	A2C53348715	1		1424	control device TPM 315 MHz	NA	HALB	S.Real/AutoBF	57.92	S1_TG1C DCX_ (APROBACI	4957990474
151276	ZSCR	551	034-2	NA	5WY8547	NA	A2C53402830	2		1342	parts kit assy TPM	NA	HALB	S.Real/AutoBF	96.62	S1_TG1C DCX_ (APROBACI	4957988826
151277	ZSCR	551	042-4	NA	5WY8547	NA	A2C32163600	1		1424	module assy TPM	NA	HALB	S.Real/AutoBF	48	S1_TG1C DCX_ (APROBACI	4957990335
151278	ZSCR	551	042-4	NA	A2C53407348	NA	A2C53407348	1		1424	housing assy TPM	NA	FERT	NA	16	S1_TG1C DCX_ (APROBACI	4957990623
151285	ZSCR	551	034-2	NA	A2C53345109	NA	A2C53402231	16		1342	parts kit assy TPM 315 MHz	NA	HALB	S.Real/AutoBF	760.64	S5_TG1C HONDA_ (APROBA	4957988807
151288	ZSCR	551	034-2	NA	A2C53345109	NA	A2C53402231	5		1342	parts kit assy TPM 315 MHz	NA	HALB	S.Real/AutoBF	237.7	S5_TG1C HONDA_ (APROBA	4957988807
151291	ZSCR	551	042-4	NA	A2C53345109	NA	A2C53402231	4		1424	parts kit assy TPM 315 MHz	NA	HALB	S.Real/AutoBF	190.16	S5_TG1C HONDA_ (APROBA	4957990519
151299	ZSCR	551	034-2	NA	S180052044	NA	A2C31498900	1		1342	wheel unit TPM LL SP37	NA	HALB	S.Real/AutoBF	58.5	S5_TG1C HONDA_ (APROBA	4957986179
151301	ZSCR	551	040-2	NA	S180052044	NA	A2C31499000	2		1402	parts kit assy TPM	NA	HALB	S.Real/AutoBF	97.34	S5_TG1C HONDA_ (APROBA	4957989150
151302	ZSCR	551	042-4	NA	S180052044	NA	A2C31499000	1		1424	parts kit assy TPM	NA	HALB	S.Real/AutoBF	48.67	S5_TG1C HONDA_ (APROBA	4957990091
151328	ZSCR	551	042-4	NA	S180052033	NA	A2C53407338	1		1424	Control device TG1C NISSAN 315 ASK	NA	HALB	S.Real/AutoBF	51.92	S1_TG1C NISSAN_ (APROB	4957990562
151332	ZSCR	551	042-4	NA	S180052033	NA	A2C53407338	1		1424	Control device TG1C NISSAN 315 ASK	NA	HALB	S.Real/AutoBF	51.92	S1_TG1C NISSAN_ (APROB	4957990562
151334	ZSCR	551	040-2	NA	S180052033	NA	A2C53407338	1		1402	Control device TG1C NISSAN 315 ASK	NA	HALB	S.Real/AutoBF	51.92	S1_TG1C NISSAN_ (APROB	4957989314
151337	ZSCR	551	034-2	NA	S180052033	NA	A2C37350900	1		1342	housing assy TPM 315 MHz	NA	HALB	S.Real/AutoBF	42.88	S1_TG1C NISSAN_ (APROB	4957988357
151339	ZSCR	551	034-2	NA	S180052033	NA	A2C37350900	1		1342	housing assy TPM 315 MHz	NA	HALB	S.Real/AutoBF	42.88	S1_TG1C NISSAN_ (APROB	4957988357
151348	ZSCR	551	034-2	NA	S180052036	NA	A2C31556400	17		1342	module assy TPM 433 MHz	NA	HALB	S.Real/AutoBF	802.06	S1_TG1C HYUNDAI_ (APRO	4957986209
151351	ZSCR	551	034-2	NA	A2C31556400	NA	A2C31556400	1		1342	module assy TPM 433 MHz	NA	HALB	S.Real/AutoBF	47.18	S1_TG1C HYUNDAI_ (APRO	4957986209
151353	ZSCR	551	042-4	NA	S180052036	NA	A2C31556700	1		1424	parts kit assy TPM 433 MHz	NA	HALB	S.Real/AutoBF	57.77	S1_TG1C HYUNDAI_ (APRO	4957990316
151366	ZSCR	551	034-2	NA	5WK49393	NA	A2C53242673	2		1342	circuit board assy HONDA ZZDI	NA	HALB	S.Real/AutoBF	103.94	S5_INMMO_ (APROBACION	4957988566
151367	ZSCR	551	034-2	NA	5WK49393	NA	A2C53242673	2		1342	circuit board assy HONDA ZZDI	NA	HALB	S.Real/AutoBF	103.94	S5_INMMO_ (APROBACION	4957988566
151368	ZSCR	551	034-2	NA	5WY8547	NA	A2C53348715	1		1342	control device TPM 315 MHz	NA	HALB	S.Real/AutoBF	57.92	S1_TG1C DCX_ (APROBACI	4957988724
151369	ZSCR	551	034-2	NA	5WY8547	NA	A2C32163600	9		1342	module assy TPM	NA	HALB	S.Real/AutoBF	432	S1_TG1C DCX_ (APROBACI	4957986285
151370	ZSCR	551	034-2	NA	5WY8547	NA	A2C32163600	1		1342	module assy TPM	NA	HALB	S.Real/AutoBF	48	S1_TG1C DCX_ (APROBACI	4957986285
151371	ZSCR	551	034-2	NA	5WY8548	NA	A2C53402832	1		1342	parts kit assy TPM	NA	HALB	S.Real/AutoBF	47.71	S1_TG1C DCX_ (APROBACI	4957988840
151372	ZSCR	551	034-2	NA	5WY8547	NA	A2C53402830	10		1342	parts kit assy TPM	NA	HALB	S.Real/AutoBF	483.1	S1_TG1C DCX_ (APROBACI	4957988826
151374	ZSCR	551	034-2	NA	S180052036	NA	A2C31556400	2		1342	module assy TPM 433 MHz	NA	HALB	S.Real/AutoBF	94.36	S1_TG1C HYUNDAI_ (APRO	4957986209
151375	ZSCR	551	034-2	NA	S180052036	NA	A2C31556400	7		1342	module assy TPM 433 MHz	NA	HALB	S.Real/AutoBF	330.26	S1_TG1C HYUNDAI_ (APRO	4957986209
151376	ZSCR	551	034-2	NA	S180052036	NA	A2C31556400	1		1342	module assy TPM 433 MHz	NA	HALB	S.Real/AutoBF	47.18	S1_TG1C HYUNDAI_ (APRO	4957986209
151377	ZSCR	551	034-2	NA	A2C38189400	NA	A2C38189400	5		1342	circuit board assy TPM 315 MHz	NA	HALB	S.Real/AutoBF	182.7	S1_TG1C HYUNDAI_ (APRO	4957988378
151378	ZSCR	551	040-2	NA	S180052036	NA	A2C31556400	4		1402	module assy TPM 433 MHz	NA	HALB	S.Real/AutoBF	188.72	S1_TG1C HYUNDAI_ (APRO	4957989157
151379	ZSCR	551	042-4	NA	S180052036	NA	A2C31556400	3		1424	module assy TPM 433 MHz	NA	HALB	S.Real/AutoBF	141.54	S1_TG1C HYUNDAI_ (APRO	4957990113
151380	ZSCR	551	040-3	NA	S180052036	NA	A2C31556400	1		1403	module assy TPM 433 MHz	NA	HALB	S.Real/AutoBF	47.18	S1_TG1C HYUNDAI_ (APRO	4957989323
151381	ZSCR	551	034-2	NA	S180052036	NA	A2C31556400	2		1342	module assy TPM 433 MHz	NA	HALB	S.Real/AutoBF	94.36	S1_TG1C HYUNDAI_ (APRO	4957986209
151382	ZSCR	551	040-3	NA	A2C31556700	NA	A2C31556700	1		1403	parts kit assy TPM 433 MHz	NA	HALB	S.Real/AutoBF	57.77	S1_TG1C HYUNDAI_ (APRO	4957989486
151383	ZSCR	551	040-2	NA	A2C31556700	NA	A2C31556700	1		1402	parts kit assy TPM 433 MHz	NA	HALB	S.Real/AutoBF	57.77	S1_TG1C HYUNDAI_ (APRO	4957989163
151384	ZSCR	551	040-2	NA	A2C53402100	NA	A2C53402100	8		1402	module assy TPM	NA	HALB	S.Real/AutoBF	377.2	S1_TG1C HYUNDAI_ (APRO	4957989208
151385	ZSCR	551	034-2	NA	A2C38189400	NA	A2C38189400	1		1342	circuit board assy TPM 315 MHz	NA	HALB	S.Real/AutoBF	36.54	S1_TG1C HYUNDAI_ (APRO	4957988378
151386	ZSCR	551	034-2	NA	S180052017	NA	A2C53402100	3		1342	module assy TPM	NA	HALB	S.Real/AutoBF	141.45	S1_TG1C HYUNDAI_ (APRO	4957988762
151387	ZSCR	551	042-4	NA	A2C34828100	NA	A2C34828100	4		1424	parts kit assy TPM	NA	HALB	S.Real/AutoBF	204.44	S1_TG1C UNIVERSAL_ (AP	4957990375
151388	ZSCR	551	042-4	NA	5WY8817	NA	A2C34827100	1		1424	parts kit assy TPM	NA	HALB	S.Real/AutoBF	52.61	S1_TG1C UNIVERSAL_ (AP	4957990357
151389	ZSCR	551	034-2	NA	A2C34828200	NA	A2C34828200	18		1342	circuit board assy TPM 433 MHz	NA	HALB	S.Real/AutoBF	723.06	S1_TG1C UNIVERSAL_ (AP	4957986378
151390	ZSCR	551	034-2	NA	A2C34828100	NA	A2C34828100	12		1342	parts kit assy TPM	NA	HALB	S.Real/AutoBF	613.32	S1_TG1C UNIVERSAL_ (AP	4957986370
151391	ZSCR	551	034-2	NA	A2C53402231	NA	A2C53402230	3		1342	module assy TPM 315 MHz	NA	HALB	S.Real/AutoBF	141.45	S5_TG1C HONDA_ (APROBA	4957988780
151394	ZSCR	551	034-2	NA	A2C53345109	NA	A2C53402231	3		1342	parts kit assy TPM 315 MHz	NA	HALB	S.Real/AutoBF	142.62	S5_TG1C HONDA_ (APROBA	4957988807
151398	ZSCR	551	034-2	NA	A2C53428271	NA	A2C53428272	3		1342	SUB PCB TMI ASSY. D/BUX MY11 DV2 7Ci V1	NA	HALB	S.Real/AutoBF	782.25	S1_TIPM LOGIC_ (APROBA	4957988887
151402	ZSCR	551	030-1	NA	5WK50226	NA	5WK50226	5		1301	RF Receiver TRX BMW 315MHz	NA	FERT	NA	547.05	S1_BMW_ (APROBACION AU	4957990570
151403	MB1A	551	034-2	B30301-01495	NA	NA	A2C53338452	6		1095	circuit board assy	NA	HALB	S.Real	359.34	S1_DCU_ (APROBACION AU	4957983716
151404	MB1A	551	030-1	B30301-01495	NA	NA	A2C53338452	12		1095	circuit board assy	NA	HALB	S.Real	718.68	S1_DCU_ (APROBACION AU	4957983716
151405	MB1A	551	030-1	B30301-01495	NA	NA	A2C53338452	2		1095	circuit board assy	NA	HALB	S.Real	119.78	S1_DCU_ (APROBACION AU	4957983716
151406	MB1A	551	034-2	B30301-01495	NA	NA	A2C53338452	5		1095	circuit board assy	NA	HALB	S.Real	299.45	S1_DCU_ (APROBACION AU	4957983716
151407	MB1A	551	034-2	B30301-01495	NA	NA	A2C53338452	3		1095	circuit board assy	NA	HALB	S.Real	179.67	S1_DCU_ (APROBACION AU	4957983716
151408	MB1A	551	030-1	B30301-01495	NA	NA	A2C53338452	1		1095	circuit board assy	NA	HALB	S.Real	59.89	S1_DCU_ (APROBACION AU	4957983716
151409	MB1A	551	034-2	B30301-01495	NA	NA	A2C53328412	8		1095	circuit board assy	NA	HALB	S.Real	745.04	S1_DCU_ (APROBACION AU	4957983716
151411	MB1A	551	034-2	B30301-01495	NA	NA	A2C53338452	48		1095	circuit board assy	NA	HALB	S.Real	2874.72	S1_DCU_ (APROBACION AU	4957983716
151413	ZSCR	551	034-2	NA	A2C53428271	NA	A2C53428272	4		1342	SUB PCB TMI ASSY. D/BUX MY11 DV2 7Ci V1	NA	HALB	S.Real/AutoBF	1043	S1_TIPM LOGIC_ (APROBA	4957988887
151415	ZSCR	551	034-2	NA	A2C53428272	NA	A2C53428272	2		1342	SUB PCB TMI ASSY. D/BUX MY11 DV2 7Ci V1	NA	HALB	S.Real/AutoBF	521.5	S1_TIPM LOGIC_ (APROBA	4957988887
151423	MB1A	551	023-2	NA	NA	NA	5WK50226	1		1232	RF Receiver TRX BMW 315MHz	NA	FERT	NA	109.41	S1_BMW_ (APROBACION AU	4957984500
151424	MB1A	551	023-2	NA	NA	NA	5WK50226	3		1232	RF Receiver TRX BMW 315MHz	NA	FERT	NA	328.23	S1_BMW_ (APROBACION AU	4957984500
151427	ZSCR	551	034-2	NA	A2C32880100	NA	A2C32880100	2		1342	module assy TPM	NA	HALB	S.Real/AutoBF	75.54	S1_TIS1D_ (APROBACION	4957986349
151428	ZSCR	551	034-2	NA	A2C32880400	NA	A2C32880400	8		1342	housing assy TPM	NA	HALB	S.Real/AutoBF	316	S1_TIS1D_ (APROBACION	4957986356
151430	ZSCR	551	034-2	NA	A2C53407338	NA	A2C53407338	2		1342	Control device TG1C NISSAN 315 ASK	NA	HALB	S.Real/AutoBF	103.84	S1_TG1C NISSAN_ (APROB	4957988854
151431	ZSCR	551	040-3	NA	S180052025	NA	A2C53345109	4		1403	wheel unit TPM 315 MHz TMPS	NA	HALB	S.Real/AutoBF	227.4	S1_TG1C NISSAN_ (APROB	4957989616
151432	ZSCR	551	042-4	NA	5WY8547	NA	A2C53348715	1		1424	control device TPM 315 MHz	NA	HALB	S.Real/AutoBF	57.92	S1_TG1C DCX_ (APROBACI	4957990474
151433	ZSCR	551	034-2	NA	A2C53345109	NA	A2C53402231	1		1342	parts kit assy TPM 315 MHz	NA	HALB	S.Real/AutoBF	47.54	S5_TG1C HONDA_ (APROBA	4957988807
151434	ZSCR	551	040-2	NA	A2C53345109	NA	A2C53402231	1		1402	parts kit assy TPM 315 MHz	NA	HALB	S.Real/AutoBF	47.54	S5_TG1C HONDA_ (APROBA	4957989244
151437	ZSCR	551	034-2	NA	A2C53345109	NA	A2C53402231	2		1342	parts kit assy TPM 315 MHz	NA	HALB	S.Real/AutoBF	95.08	S5_TG1C HONDA_ (APROBA	4957988807
151438	ZSCR	551	040-3	NA	A2C53402099	NA	A2C53402099	3		1403	parts kit assy TPM	NA	HALB	S.Real/AutoBF	282.93	S1_TG1C HYUNDAI_ (APRO	4957989985
151439	ZSCR	551	034-2	NA	A2C37347100	NA	A2C37347100	2		1342	circuit board assy TPM	NA	HALB	S.Real/AutoBF	61.46	S1_TG1C NISSAN_ (APROB	4957988338
151442	ZSCR	551	034-2	NA	A2C53428272	NA	A2C53428272	1		1342	SUB PCB TMI ASSY. D/BUX MY11 DV2 7Ci V1	NA	HALB	S.Real/AutoBF	260.75	S1_TIPM LOGIC_ (APROBA	4957988887
151443	ZSCR	551	034-2	NA	A2C53428700	NA	A2C53428700	1		1342	SUB PCB TMI ASSY. MY11DS GAS LOG DV2S1	NA	HALB	S.Real/AutoBF	235.09	S1_TIPM LOGIC_ (APROBA	4957988905
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C00010059	25		1351	"F BEAD/BLM18A,700mOhm,1KOhm,100mA,SMD"		ROH	NA	1.25	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C00010059	5		1351	"F BEAD/BLM18A,700mOhm,1KOhm,100mA,SMD"		ROH	NA	0.25	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C00010059	5		1351	"F BEAD/BLM18A,700mOhm,1KOhm,100mA,SMD"		ROH	NA	0.25	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C00010059	9		1351	"F BEAD/BLM18A,700mOhm,1KOhm,100mA,SMD"		ROH	NA	0.45	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C00010059	13		1351	"F BEAD/BLM18A,700mOhm,1KOhm,100mA,SMD"		ROH	NA	0.65	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C00010059	6		1351	"F BEAD/BLM18A,700mOhm,1KOhm,100mA,SMD"		ROH	NA	0.3	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C53430026T	NA	A2C00010059	8		1351	"F BEAD/BLM18A,700mOhm,1KOhm,100mA,SMD"		ROH	NA	0.4	S1_SPDJB_	4957984868
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C00019139	13		1351	"47UF,10%,16V,SMD,TA,ELEC CAP/"		ROH	NA	13.78	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C00019139	2		1351	"47UF,10%,16V,SMD,TA,ELEC CAP/"		ROH	NA	2.12	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C00019139	3		1351	"47UF,10%,16V,SMD,TA,ELEC CAP/"		ROH	NA	3.18	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C00019139	5		1351	"47UF,10%,16V,SMD,TA,ELEC CAP/"		ROH	NA	5.3	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C00019139	6		1351	"47UF,10%,16V,SMD,TA,ELEC CAP/"		ROH	NA	6.36	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C00019139	3		1351	"47UF,10%,16V,SMD,TA,ELEC CAP/"		ROH	NA	3.18	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C53430026T	NA	A2C00019139	4		1351	"47UF,10%,16V,SMD,TA,ELEC CAP/"		ROH	NA	4.24	S1_SPDJB_	4957984868
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C00020895	51		1351	"70V,150mA,2, common anode, FAST,SOT323_3"		ROH	NA	4.59	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C00020895	9		1351	"70V,150mA,2, common anode, FAST,SOT323_3"		ROH	NA	0.81	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C00020895	10		1351	"70V,150mA,2, common anode, FAST,SOT323_3"		ROH	NA	0.9	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C00020895	19		1351	"70V,150mA,2, common anode, FAST,SOT323_3"		ROH	NA	1.71	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C00020895	25		1351	"70V,150mA,2, common anode, FAST,SOT323_3"		ROH	NA	2.25	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C00020895	11		1351	"70V,150mA,2, common anode, FAST,SOT323_3"		ROH	NA	0.99	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C00030945	25		1351	"4,EQ ISO,konvex 1206,100K,5%,63mW,NET RE"		ROH	NA	1	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C00030945	5		1351	"4,EQ ISO,konvex 1206,100K,5%,63mW,NET RE"		ROH	NA	0.2	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C00030945	5		1351	"4,EQ ISO,konvex 1206,100K,5%,63mW,NET RE"		ROH	NA	0.2	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C00030945	9		1351	"4,EQ ISO,konvex 1206,100K,5%,63mW,NET RE"		ROH	NA	0.36	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C00030945	13		1351	"4,EQ ISO,konvex 1206,100K,5%,63mW,NET RE"		ROH	NA	0.52	S1_SPDJB_	4957985144
