No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	Planta	APD	Espacio	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP	
615814	02/05/2015	ZSCR	551	034-2	NA	'015	A2C38136400	NA	A2C3813640092	2	3011	015	 	1342	"""SUB FOBIK PCB T-ASM, NA/EU(P U L T RS) B"""	NA	HALB	S.Real	102	S1_PASE FOB CUSW_A.ADRI	NO	4989486010	
615815	02/05/2015	ZSCR	551	034-2	NA	'015	A2C37762500	NA	A2C3776250093	5	3011	015	 	1342	pcb assy V2/V3/V5 Top	NA	HALB	S.Real	304.35	S1_PASE FOB CUSW_A.ADRI	NO	4989485999	
615827	02/05/2015	ZSCR	551	030-1	NA	'050	A2C73789604	NA	A2C73599005	2	3011	050	 	1301	pcb 4-lay ImSn Chrysler MY15 CBC	NA	ROH	NA	159.58	S1_CBC MY15_. (APROBAC	NO	4989487606	
615889	03/05/2015	ZSCR	551	040-2	NA	'015	A2C7365810093	NA	A2C7365810093	2	3011	015	 	1402	SUB PCB TOP THD ASSY. PROD MY13	NA	HALB	S.Real	409.94	S1_TIPM MEDIUM_P.PABLO	NO	4989484898	
615890	03/05/2015	ZSCR	551	040-2	NA	'015	A2C7365810093	NA	A2C7365810093	1	3011	015	 	1402	SUB PCB TOP THD ASSY. PROD MY13	NA	HALB	S.Real	204.97	S1_TIPM MEDIUM_P.PABLO	NO	4989484898	
615902	03/05/2015	ZSCR	551	034-2	NA	'015	A2C81624600	NA	A2C8216770093	5	3011	015	 	1342	pcb assy Top	NA	HALB	S.Real	844.75	S1_WK_WD RFHUB_A.ADRIAN	NO	4989486278	
615903	03/05/2015	ZSCR	551	040-1	NA	'015	A2C86022600	NA	A2C8730230093	2	3011	015	 	1401	pcb assy RKE 433 w/oKG Var#4	NA	HALB	S.Real	320.86	S1_CUSW UF RFHM_A.ADRIA	NO	4989486501	
615912	03/05/2015	ZSCR	551	035-1	0	'050	A2C8083670093	NA	A2C00030945	71	3011	050	 	1351	"4,EQ ISO,konvex 1206,100K,5%,63mW,NET RE"		ROH	NA	2.84	S1_SPDJB_A.ARTURO ARRIE	NO	4989487715	
615912	03/05/2015	ZSCR	551	035-1	0	'050	A2C8086340093	NA	A2C00030945	201	3011	050	 	1351	"4,EQ ISO,konvex 1206,100K,5%,63mW,NET RE"		ROH	NA	8.04	S1_SPDJB_A.ARTURO ARRIE	NO	4989487726	
615912	03/05/2015	ZSCR	551	035-1	0	'050	A2C8083670093	NA	A2C40001843	6	3011	050	 	1351	"R LIN,182R,1%,TK100,125mW,0805"		ROH	NA	0.06	S1_SPDJB_A.ARTURO ARRIE	NO	4989487715	
615912	03/05/2015	ZSCR	551	035-1	0	'050	A2C8086340093	NA	A2C40001843	18	3011	050	 	1351	"R LIN,182R,1%,TK100,125mW,0805"		ROH	NA	0.18	S1_SPDJB_A.ARTURO ARRIE	NO	4989487726	
615912	03/05/2015	ZSCR	551	035-1	0	'050	A2C8086340093	NA	A2C40007573	10	3011	050	 	1351	"D REC/S2G-002/5BT,0V,0A,5.59 X 3.81,0s"		ROH	NA	2.7	S1_SPDJB_A.ARTURO ARRIE	NO	4989487726	
615912	03/05/2015	ZSCR	551	035-1	0	'050	A2C8083670093	NA	A2C40012025	63	3011	050	 	1351	"R LIN,61R9,1%,TK100,250mW,1206"		ROH	NA	1.26	S1_SPDJB_A.ARTURO ARRIE	NO	4989487715	
615912	03/05/2015	ZSCR	551	035-1	0	'050	A2C8086340093	NA	A2C40012025	221	3011	050	 	1351	"R LIN,61R9,1%,TK100,250mW,1206"		ROH	NA	4.42	S1_SPDJB_A.ARTURO ARRIE	NO	4989487726	
615912	03/05/2015	ZSCR	551	035-1	0	'050	A2C8083670093	NA	A2C40015015	2	3011	050	 	1351	"L COIL/12N,12nH,700mA,SMD"		ROH	NA	0.7	S1_SPDJB_A.ARTURO ARRIE	NO	4989487715	
615912	03/05/2015	ZSCR	551	035-1	0	'050	A2C8086340093	NA	A2C40015015	14	3011	050	 	1351	"L COIL/12N,12nH,700mA,SMD"		ROH	NA	4.9	S1_SPDJB_A.ARTURO ARRIE	NO	4989487726	
615912	03/05/2015	ZSCR	551	035-1	0	'050	A2C8086340093	NA	A2C40015034	2	3011	050	 	1351	"L COIL/150N,150nH,240mA,SMD"		ROH	NA	0.74	S1_SPDJB_A.ARTURO ARRIE	NO	4989487726	
615915	03/05/2015	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40002141	7	3011	050	 	1351	"R LIN,13K,5%,TK200,100mW,0603"		ROH	NA	0.07	S1_TIPM MEDIUM_A.ARTURO	NO	4989487303	
615915	03/05/2015	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40002196	3	3011	050	 	1351	"R LIN,68K,5%,TK200,100mW,0603"		ROH	NA	0.03	S1_TIPM MEDIUM_A.ARTURO	NO	**	
615915	03/05/2015	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40006055	45	3011	050	 	1351	"TA CAP,TA,15uF,20%,10V,SMD"		ROH	NA	41.85	S1_TIPM MEDIUM_A.ARTURO	NO	4989487303	
615915	03/05/2015	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40007730	10	3011	050	 	1351	"D SUP/MMBZ27VALT1,SOT23"		ROH	NA	1.1	S1_TIPM MEDIUM_A.ARTURO	NO	4989487303	
615915	03/05/2015	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40012024	539	3011	050	 	1351	"R LIN,60R4,1%,TK100,250mW,1206"		ROH	NA	10.78	S1_TIPM MEDIUM_A.ARTURO	NO	4989487303	
615915	03/05/2015	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40014082	1	3011	050	 	1351	"IC VOLT REG/TLE7270G,TO263-5-1"		ROH	NA	7.5	S1_TIPM MEDIUM_A.ARTURO	NO	4989487303	
615916	03/05/2015	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40002143	92	3011	050	 	1351	"R LIN,1K5,5%,TK200,100mW,0603"		ROH	NA	0.92	S1_TIPM MEDIUM_A.ARTURO	NO	4989487303	
615916	03/05/2015	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40002163	20	3011	050	 	1351	"R LIN,27K,5%,TK200,100mW,0603"		ROH	NA	0.2	S1_TIPM MEDIUM_A.ARTURO	NO	4989487303	
615916	03/05/2015	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40002167	56	3011	050	 	1351	"R LIN,2R4,5%,TK200,100mW,0603"		ROH	NA	0.56	S1_TIPM MEDIUM_A.ARTURO	NO	4989487303	
615916	03/05/2015	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40005523	132	3011	050	 	1351	"R NET,10K,5%,63mW,1206"		ROH	NA	3.96	S1_TIPM MEDIUM_A.ARTURO	NO	4989487303	
615916	03/05/2015	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40006055	49	3011	050	 	1351	"TA CAP,TA,15uF,20%,10V,SMD"		ROH	NA	45.57	S1_TIPM MEDIUM_A.ARTURO	NO	4989487303	
615916	03/05/2015	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40010577	17	3011	050	 	1351	"D REC/-,80V,200mA,SOT23-MOTOROLA,0s"		ROH	NA	1.19	S1_TIPM MEDIUM_A.ARTURO	NO	4989487303	
615920	03/05/2015	ZSCR	551	035-1	0	'050	A2C8016300093	NA	A2C00003692	1	3011	050	 	1351	"R LIN,47K,5%,TK200,100mW,0603"		ROH	NA	0.01	S1_RFHM CUSW_J.JORGE AG	NO	4989487702	
615920	03/05/2015	ZSCR	551	035-1	0	'050	A2C8016290093	NA	A2C00027010	2	3011	050	 	1351	"15pF,1%,50V,C0G,0603,TINNED,CER CAP/++ R"		ROH	NA	0.08	S1_RFHM CUSW_J.JORGE AG	NO	4989487691	
615920	03/05/2015	ZSCR	551	035-1	0	'050	A2C8016290093	NA	A2C00039707	24	3011	050	 	1351	"24V,0W,SOD323,ZENER/PESD1LIN"		ROH	NA	10.8	S1_RFHM CUSW_J.JORGE AG	NO	4989487691	
615920	03/05/2015	ZSCR	551	035-1	0	'050	A2C8730220092	NA	A2C00040024	24	3011	050	 	1351	"400V,3A,1,,DO-214AB,RECT DIODE/S3G-3HE3"		ROH	NA	12.48	S1_RFHM CUSW_J.JORGE AG	NO	4989487888	
615920	03/05/2015	ZSCR	551	035-1	0	'050	A2C3229600093	NA	A2C00042658	1	3011	050	 	1351	"6.8uH,3.15A,SMD,COIL/b82475-A1682-01"		ROH	NA	2.52	S1_RFHM CUSW_J.JORGE AG	NO	4989487400	
615920	03/05/2015	ZSCR	551	035-1	0	'050	A2C8730220092	NA	A2C00047807	1	3011	050	 	1351	"100nF,10%,50V,X7R,0805,Sn,CER CAP/++ Ope"		ROH	NA	0.05	S1_RFHM CUSW_J.JORGE AG	NO	4989487888	
615920	03/05/2015	ZSCR	551	035-1	0	'050	A2C3229600093	NA	A2C40005330	3	3011	050	 	1351	"R JUMP,0R05,63mW,1A,0402"		ROH	NA	0.03	S1_RFHM CUSW_J.JORGE AG	NO	4989487400	
615920	03/05/2015	ZSCR	551	035-1	0	'050	A2C8016290092	NA	A2C40005330	20	3011	050	 	1351	"R JUMP,0R05,63mW,1A,0402"		ROH	NA	0.2	S1_RFHM CUSW_J.JORGE AG	NO	4989487665	
615920	03/05/2015	ZSCR	551	035-1	0	'050	A2C8216760093	NA	A2C52000562	51				1351	"330R,5%,TK200,250mW,1206,LIN RES/RC01 33"		HIBE	NA	0.51	S1_RFHM CUSW_J.JORGE AG	NO	HIBE	
615920	03/05/2015	ZSCR	551	035-1	0	'050	A2C8016300093	NA	A2C52000562	10				1351	"330R,5%,TK200,250mW,1206,LIN RES/RC01 33"		HIBE	NA	0.1	S1_RFHM CUSW_J.JORGE AG	NO	HIBE	
615920	03/05/2015	ZSCR	551	035-1	0	'050	A2C8730220093	NA	A2C53331174	22	3011	050	 	1351	antenna		ROH	NA	39.82	S1_RFHM CUSW_J.JORGE AG	NO	4989487904	
615920	03/05/2015	ZSCR	551	035-1	0	'050	A2C8016290093	NA	A2C53331174	21	3011	050	 	1351	antenna		ROH	NA	38.01	S1_RFHM CUSW_J.JORGE AG	NO	4989487691	
615921	03/05/2015	ZSCR	551	035-1	0	'050	A2C3229710093	NA	A2C00010737	53	3011	050	 	1351	"100pF,5%,50V,C0G,0402,TINNED,CER CAP/VJ"		ROH	NA	0.53	S1_RKE FOB CUSW_J.JORGE	NO	4989487407	
615921	03/05/2015	ZSCR	551	035-1	0	'050	A2C3229710093	NA	A2C00020090	26	3011	050	 	1351	"C CER,X7R,47nF,10%,16V,0402,Sn"		ROH	NA	0.26	S1_RKE FOB CUSW_J.JORGE	NO	4989487407	
615921	03/05/2015	ZSCR	551	035-1	0	'050	A2C3229710093	NA	A2C00024522	5	3011	050	 	1351	"C CER,X7R,1uF,10%,25V,0805,Sn,STANDARD"		ROH	NA	0.4	S1_RKE FOB CUSW_J.JORGE	NO	4989487407	
615921	03/05/2015	ZSCR	551	035-1	0	'050	A2C3229710093	NA	A2C00026679	30	3011	050	 	1351	"8pF,0.1pF,50V,C0G,0402,TINNED,CER CAP/RF"		ROH	NA	0.6	S1_RKE FOB CUSW_J.JORGE	NO	4989487407	
615921	03/05/2015	ZSCR	551	035-1	0	'050	A2C3229710093	NA	A2C00047242	28	3011	050	 	1351	"2.36mH,30mA,SMD,LEADFREE_COIL/"		ROH	NA	59.64	S1_RKE FOB CUSW_J.JORGE	NO	4989487407	
615922	03/05/2015	ZSCR	551	035-1	0	'050	A2C3229720093	NA	A2C00033344	1	3011	050	 	1351	"4.7uF,10%,25V,X7R,1206,CER CAP/"		ROH	NA	0.19	S1_IGNM CUSW_J.JORGE AG	NO	4989487418	
615922	03/05/2015	ZSCR	551	035-1	0	'050	A2C3229720093	NA	A2C00033760	314	3011	050	 	1351	"220nF,10%,50V,X7R,0805,Sn,CER CAP/GCM"		ROH	NA	18.84	S1_IGNM CUSW_J.JORGE AG	NO	4989487418	
615922	03/05/2015	ZSCR	551	035-1	0	'050	A2C3229720093	NA	A2C00034103	78	3011	050	 	1351	"100nF,10%,100V,X7R,0805,Sn,CER CAP/GCM"		ROH	NA	4.68	S1_IGNM CUSW_J.JORGE AG	NO	4989487418	
615922	03/05/2015	ZSCR	551	035-1	0	'050	A2C3229720093	NA	A2C00060691	1	3011	050	 	1351	"T BIP/BCR35PN or PUMD9,SOT363"		ROH	NA	0.16	S1_IGNM CUSW_J.JORGE AG	NO	4989487418	
615922	03/05/2015	ZSCR	551	035-1	0	'050	A2C3229720093	NA	A2C40001444	192	3011	050	 	1351	"C CER,X7R,22nF,10%,100V,0805,Sn++ Open M"		ROH	NA	7.68	S1_IGNM CUSW_J.JORGE AG	NO	4989487418	
615922	03/05/2015	ZSCR	551	035-1	0	'050	A2C3229720093	NA	A2C53289111	1	3011	050	 	1351	pin header 3P V 1R SMT WH		ROH	NA	2.19	S1_IGNM CUSW_J.JORGE AG	NO	4989487418	
615923	03/05/2015	ZSCR	551	035-1	0	'050	A2C3813640093	NA	A2C00020090	26	3011	050	 	1351	"C CER,X7R,47nF,10%,16V,0402,Sn"		ROH	NA	0.26	S1_PASE FOB CUSW_J.JORG	NO	4989487539	
615923	03/05/2015	ZSCR	551	035-1	0	'050	A2C3813640093	NA	A2C00026675	398	3011	050	 	1351	"9pF,0.1pF,50V,C0G,0402,TINNED,CER CAP/"		ROH	NA	7.96	S1_PASE FOB CUSW_J.JORG	NO	4989487539	
615923	03/05/2015	ZSCR	551	035-1	0	'050	A2C8393050093	NA	A2C00026675	47	3011	050	 	1351	"9pF,0.1pF,50V,C0G,0402,TINNED,CER CAP/"		ROH	NA	0.94	S1_PASE FOB CUSW_J.JORG	NO	4989487807	
615923	03/05/2015	ZSCR	551	035-1	0	'050	A2C3813640093	NA	A2C40001030	924	3011	050	 	1351	"R LIN,120K,5%,TK200,63mW,0402"		ROH	NA	9.24	S1_PASE FOB CUSW_J.JORG	NO	4989487539	
615925	03/05/2015	ZSCR	551	035-1	0	'050	A2C7449340193	NA	A2C00022797	8	3011	050	 	1351	"12pF,1%,50V,C0G,0603,TINNED,CER CAP/"		ROH	NA	0.32	S1_CBC_A.ARTURO ARRIETA	NO	4989487638	
615925	03/05/2015	ZSCR	551	035-1	0	'050	A2C7449340193	NA	A2C00044334	26	3011	050	 	1351	"TA CAP,TA,47uF,10%,10V,SMD"		ROH	NA	14.3	S1_CBC_A.ARTURO ARRIETA	NO	4989487638	
615925	03/05/2015	ZSCR	551	035-1	0	'050	A2C7378970693	NA	A2C00059932	52	3011	050	 	1351	"8,41V,900mOhm,PG-SSOP-24-5,Relay and LED"		ROH	NA	457.6	S1_CBC_A.ARTURO ARRIETA	NO	4989487614	
615925	03/05/2015	ZSCR	551	035-1	0	'050	A2C7449340193	NA	A2C00059932	55	3011	050	 	1351	"8,41V,900mOhm,PG-SSOP-24-5,Relay and LED"		ROH	NA	484	S1_CBC_A.ARTURO ARRIETA	NO	4989487638	
615925	03/05/2015	ZSCR	551	035-1	0	'050	A2C7378970693	NA	A2C00695800	2760	3011	050	 	1351	"C CER,X7R,100nF,10%,100V,0805,Sn,FLOATIN"		ROH	NA	552	S1_CBC_A.ARTURO ARRIETA	NO	4989487614	
615925	03/05/2015	ZSCR	551	035-1	0	'050	A2C7449340193	NA	A2C00695800	371	3011	050	 	1351	"C CER,X7R,100nF,10%,100V,0805,Sn,FLOATIN"		ROH	NA	74.2	S1_CBC_A.ARTURO ARRIETA	NO	4989487638	
615925	03/05/2015	ZSCR	551	035-1	0	'050	A2C7378970693	NA	A2C40001448	1096	3011	050	 	1351	"C CER,X7R,1nF,10%,50V,C0603,Sn"		ROH	NA	21.92	S1_CBC_A.ARTURO ARRIETA	NO	4989487614	
615925	03/05/2015	ZSCR	551	035-1	0	'050	A2C7378970693	NA	A2C40007237	39	3011	050	 	1351	"D SC/BAT54C,SOT23"		ROH	NA	4.29	S1_CBC_A.ARTURO ARRIETA	NO	4989487614	
615925	03/05/2015	ZSCR	551	035-1	0	'050	A2C7449340193	NA	A2C40007237	378	3011	050	 	1351	"D SC/BAT54C,SOT23"		ROH	NA	41.58	S1_CBC_A.ARTURO ARRIETA	NO	4989487638	
615925	03/05/2015	ZSCR	551	035-1	0	'050	A2C7449340193	NA	A2C40007242	65	3011	050	 	1351	"70V,200mA,2,STANDARD,SOT323,RECT DIODE/B"		ROH	NA	4.55	S1_CBC_A.ARTURO ARRIETA	NO	4989487638	
615925	03/05/2015	ZSCR	551	035-1	0	'050	A2C7378970693	NA	A2C40007382	136	3011	050	 	1351	"D REC/S1PG,400V,1A,DO220AA/SMP,0s"		ROH	NA	25.84	S1_CBC_A.ARTURO ARRIETA	NO	4989487614	
615925	03/05/2015	ZSCR	551	035-1	0	'050	A2C7449340193	NA	A2C40007382	544	3011	050	 	1351	"D REC/S1PG,400V,1A,DO220AA/SMP,0s"		ROH	NA	103.36	S1_CBC_A.ARTURO ARRIETA	NO	4989487638	
615925	03/05/2015	ZSCR	551	035-1	0	'050	A2C7378970693	NA	A2C40012033	31	3011	050	 	1351	"R LIN,3K74,1%,TK100,250mW,R1206"		ROH	NA	0.62	S1_CBC_A.ARTURO ARRIETA	NO	4989487614	
615925	03/05/2015	ZSCR	551	035-1	0	'050	A2C7449340193	NA	A2C40012033	380	3011	050	 	1351	"R LIN,3K74,1%,TK100,250mW,R1206"		ROH	NA	7.6	S1_CBC_A.ARTURO ARRIETA	NO	4989487638	
615926	03/05/2015	ZSCR	551	035-1	0	'050	A2C8216770093	NA	A2C53331174	7	3011	050	 	1351	antenna		ROH	NA	12.67	S1_WK_WD RFHUB_J.JORGE	NO	4989487770	
615927	03/05/2015	ZSCR	551	035-1	0	'050	A2C3813640092	NA	A2C00017679	251	3011	050	 	1351	Contact spring		ROH	NA	223.39	S1_CUSW UF PASE_J.JORGE	NO	4989487528	
615928	03/05/2015	ZSCR	551	035-1	0	'050	A2C8673320193	NA	A2C00019748	20	3011	050	 	1351	"R LIN,2K2,1%,TK100,63mW,0402"		ROH	NA	0.2	S1_CUSW UF PASE_J.JORGE	NO	4989487874	
615928	03/05/2015	ZSCR	551	035-1	0	'050	A2C8673310193	NA	A2C00019748	6	3011	050	 	1351	"R LIN,2K2,1%,TK100,63mW,0402"		ROH	NA	0.06	S1_CUSW UF PASE_J.JORGE	NO	4989487867	
615928	03/05/2015	ZSCR	551	035-1	0	'050	A2C7393640093	NA	A2C00022910	1	3011	050	 	1351	"C CER,X7R,22nF,10%,25V,0402,Sn"		ROH	NA	0.01	S1_CUSW UF PASE_J.JORGE	NO	4989487617	
615928	03/05/2015	ZSCR	551	035-1	0	'050	A2C7393640093	NA	A2C00026675	10	3011	050	 	1351	"9pF,0.1pF,50V,C0G,0402,TINNED,CER CAP/"		ROH	NA	0.2	S1_CUSW UF PASE_J.JORGE	NO	4989487617	
615928	03/05/2015	ZSCR	551	035-1	0	'050	A2C7395960193	NA	A2C00026675	93	3011	050	 	1351	"9pF,0.1pF,50V,C0G,0402,TINNED,CER CAP/"		ROH	NA	1.86	S1_CUSW UF PASE_J.JORGE	NO	4989487625	
615928	03/05/2015	ZSCR	551	035-1	0	'050	A2C3808140093	NA	A2C00026675	7	3011	050	 	1351	"9pF,0.1pF,50V,C0G,0402,TINNED,CER CAP/"		ROH	NA	0.14	S1_CUSW UF PASE_J.JORGE	NO	4989487519	
615928	03/05/2015	ZSCR	551	035-1	0	'050	A2C8393040093	NA	A2C00026675	10	3011	050	 	1351	"9pF,0.1pF,50V,C0G,0402,TINNED,CER CAP/"		ROH	NA	0.2	S1_CUSW UF PASE_J.JORGE	NO	4989487794	
615928	03/05/2015	ZSCR	551	035-1	0	'050	A2C8673320193	NA	A2C00031131	3	3011	050	 	1351	"R LIN,470R,1%,TK100,63mW,0402"		ROH	NA	0.03	S1_CUSW UF PASE_J.JORGE	NO	4989487874	
615928	03/05/2015	ZSCR	551	035-1	0	'050	A2C8673320193	NA	A2C00032101	1	3011	050	 	1351	"47pF,1%,50V,C0G,0402,TINNED,CER CAP/"		ROH	NA	0.02	S1_CUSW UF PASE_J.JORGE	NO	4989487874	
615928	03/05/2015	ZSCR	551	035-1	0	'050	A2C8673310193	NA	A2C00032101	24	3011	050	 	1351	"47pF,1%,50V,C0G,0402,TINNED,CER CAP/"		ROH	NA	0.48	S1_CUSW UF PASE_J.JORGE	NO	4989487867	
615928	03/05/2015	ZSCR	551	035-1	0	'050	A2C8673320193	NA	A2C00038140	1	3011	050	 	1351	"82pF,1%,50V,C0G,0402,Sn,CER CAP/ ++ RF p"		ROH	NA	0.02	S1_CUSW UF PASE_J.JORGE	NO	4989487874	
615928	03/05/2015	ZSCR	551	035-1	0	'050	A2C3808140093	NA	A2C00039709	14	3011	050	 	1351	"FRANTIC PCF7900NHN,TRANSMITTER,QFN16 3x"		ROH	NA	56.7	S1_CUSW UF PASE_J.JORGE	NO	4989487519	
615928	03/05/2015	ZSCR	551	035-1	0	'050	A2C8673310193	NA	A2C00040655	307	3011	050	 	1351	"10nH,200mA,SMD,COIL/MLK1005S10NJT"		ROH	NA	21.49	S1_CUSW UF PASE_J.JORGE	NO	4989487867	
615928	03/05/2015	ZSCR	551	035-1	0	'050	A2C7395960193	NA	A2C00049349	3	3011	050	 	1351	"4pF,0.1pF,50V,C0G,0402,Sn,CER CAP/++ RF-"		ROH	NA	0.06	S1_CUSW UF PASE_J.JORGE	NO	4989487625	
615928	03/05/2015	ZSCR	551	035-1	0	'050	A2C8673310193	NA	A2C00057187	339	3011	050	 	1351	"C CER,C0G,8.2pF,0.1pF,50V,0402,Sn"		ROH	NA	6.78	S1_CUSW UF PASE_J.JORGE	NO	4989487867	
615946	03/05/2015	ZSCR	551	034-2	NA	'015	A2C74493401	NA	A2C7449340193	16	3011	015	 	1342	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	6200.8	S1_CBC MY15_. (APROBAC	NO	4989486221	
615947	03/05/2015	ZSCR	551	034-2	NA	'015	A2C74493401	NA	A2C7449340193	1	3011	015	 	1342	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	387.55	S1_CBC MY15_. (APROBAC	NO	4989486221	
615950	03/05/2015	ZSCR	551	034-2	NA	'015	A2C74493401	NA	A2C7449340193	1	3011	015	 	1342	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	387.55	S1_CBC MY15_. (APROBAC	NO	4989486221	
615984	04/05/2015	ZSCR	551	034-2	NA	'015	A2C82167600	NA	A2C8216760093	1	3011	015	 	1342	pcb assy Top	NA	HALB	S.Real	170.73	S1_WK_WD RFHUB_A.ADRIAN	NO	4989486317	
616051	04/05/2015	ZSCR	551	034-2	NA	'015	A2C81624000	NA	A2C82167800	4	3011	015	 	1342	pcb assy	NA	HALB	S.Real/AutoBF	654.92	S1_WK_WD RFHUB_A.ADRIAN	NO	4989486777	
616056	04/05/2015	ZSCR	551	050-3	NA	'015	A2C81624200	NA	A2C82167600	4	3011	015	 	1503	pcb assy	NA	HALB	S.Real/AutoBF	689.68	S1_WK_WD RFHUB_A.ADRIAN	NO	4989486895	
616067	04/05/2015	ZSCR	551	034-2	NA	'015	A2C32297200	3	A2C32297200	10	3011	015	 	1342	pcb assy IMMO IGNM AT	NA	FERT	NA	754.4	S1_IGNM CUSW_A.ADRIANA	NO	4989485201	
616081	04/05/2015	ZSCR	551	042-4	NA	'015	A2C73601801	NA	A2C73637100	4	3011	015	 	1424	"HOUSING, UPPER CBC"	NA	ROH	NA	97.64	S1_CBC MY15_. (APROBAC	NO	4989486041	
616081	04/05/2015	ZSCR	551	042-4	NA	'015	A2C73601801	NA	A2C73637200	3	3011	015	 	1424	"COVER, LOWER CBC"	NA	ROH	NA	21.18	S1_CBC MY15_. (APROBAC	NO	4989486041	
616086	04/05/2015	ZSCR	551	042-4	NA	'015	A2C73601801	NA	A2C73637100	2	3011	015	 	1424	"HOUSING, UPPER CBC"	NA	ROH	NA	48.82	S1_CBC MY15_. (APROBAC	NO	4989486041	
616094	04/05/2015	ZSCR	551	034-2	NA	'015	A2C73789609	8570	A2C73789609	4	3011	015	 	1342	BCU CHR MY15 Wx CBC2	NA	FERT	NA	1684.6	S1_CBC MY15_. (APROBAC	NO	4989485213	
616101	04/05/2015	ZSCR	551	042-4	NA	'015	A2C73637001	NA	A2C73742400	2	3011	015	 	1424	TYPE LABEL UNPRINTED	NA	ROH	NA	0.24	S1_CBC MY15_. (APROBAC	NO	4989486050	
616101	04/05/2015	ZSCR	551	042-4	NA	'015	A2C73789609	8570	A2C73789609	3	3011	015	 	1424	BCU CHR MY15 Wx CBC2	NA	FERT	NA	1263.45	S1_CBC MY15_. (APROBAC	NO	4989485225	
616101	04/05/2015	ZSCR	551	042-4	NA	'015	A2C74493401	NA	A2C74493401	3	3011	015	 	1424	pcb topTHD BCU CHRDX CBC2	NA	HALB	S.Real/AutoBF	1173.96	S1_CBC MY15_. (APROBAC	NO	4989486831	
616119	04/05/2015	MB1A	951	025-3	NA	'015	NA	NA	A2C86398501	14				1253	housing assy	VUT019664	ROH	NA	110.32	S1_RFHM CUSW_A.ADRIANA	NO	4989483062	
616183	04/05/2015	ZSCR	551	030-1	NA	'015	A2C74493401	NA	A2C7449340193	1	3011	015	 	1301	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	387.55	S1_CBC MY15_. (APROBAC	NO	4989486221	
616193	04/05/2015	ZSCR	551	040-5	NA	'015	A2C74493401	NA	A2C7449340193	1	3011	015	 	1405	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	387.55	S1_CBC MY15_. (APROBAC	NO	4989486221	
616361	04/05/2015	ZSCR	551	030-1	NA	'015	A2C73658100	NA	A2C73658100	2	3011	015	 	1301	pcb topMAN BCU CHR PRODMY13	NA	HALB	S.Real/AutoBF	425.08	S1_TIPM MEDIUM_P.PABLO	NO	4989485121	
616365	04/05/2015	ZSCR	551	042-4	NA	'015	A2C73658100	NA	A2C73658100	1	3011	015	 	1424	pcb topMAN BCU CHR PRODMY13	NA	HALB	S.Real/AutoBF	212.54	S1_TIPM MEDIUM_P.PABLO	NO	4989485167	
616557	05/05/2015	ZSCR	551	040-3	NA	'050	A2C3229720093	NA	A2C3229720093	1	3011	050	 	1403	CUSW PCB ASSY TOP	NA	HALB	S.Real	65.98	S1_IGNM CUSW_A.ADRIANA	NO	4989487435	
616609	05/05/2015	ZSCR	551	040-2	NA	'015	A2C73601801	NA	A2C73637100	2	3011	015	 	1402	"HOUSING, UPPER CBC"	NA	ROH	NA	48.82	S1_CBC MY15_. (APROBAC	NO	4989486041	
616645	05/05/2015	ZSCR	551	040-2	NA	'015	A2C73789706	NA	A2C73789706	1	3011	015	 	1402	pcb topTHD BCU CHR Wx CBC2	NA	HALB	S.Real/AutoBF	386.26	S1_CBC MY15_. (APROBAC	NO	4989486794	
616653	05/05/2015	ZSCR	551	042-4	NA	'015	A2C74493401	NA	A2C74493401	1	3011	015	 	1424	pcb topTHD BCU CHRDX CBC2	NA	HALB	S.Real/AutoBF	391.32	S1_CBC MY15_. (APROBAC	NO	4989486831	
616658	05/05/2015	ZSCR	551	050-1	NA	'015	68163903AB	NA	A2C73658100	1	3011	015	 	1501	pcb topMAN BCU CHR PRODMY13	NA	HALB	S.Real/AutoBF	212.54	S1_TIPM MEDIUM_P.PABLO	NO	4989485172	
