No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	Planta	APD	E	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
633227	21/06/2015	ZSCR	551	035-1	0	'050	A2C7501700093	NA	A2C00004446	5	3011	050	 	1351	"R LIN,15K,1%,TK100,100mW,0603"		ROH	NA	0.05	S1_CBC_A.ARTURO ARRIETA	NO	4991018576
633227	21/06/2015	ZSCR	551	035-1	0	'050	A2C7378970693	NA	A2C00022797	2	3011	050	 	1351	"12pF,1%,50V,C0G,0603,TINNED,CER CAP/"		ROH	NA	0.08	S1_CBC_A.ARTURO ARRIETA	NO	4991018471
633227	21/06/2015	ZSCR	551	035-1	0	'050	A2C7378970693	NA	A2C00040131	17	3011	050	 	1351	"150W,27V,SC74,SUP DIODE/MMQA27VT1"		ROH	NA	5.1	S1_CBC_A.ARTURO ARRIETA	NO	4991018471
633227	21/06/2015	ZSCR	551	035-1	0	'050	A2C7449340193	NA	A2C00041099	115	3011	050	 	1351	"C CER,X7R,470nF,10%,50V,0805,Sn"		ROH	NA	11.5	S1_CBC_A.ARTURO ARRIETA	NO	4991018560
633227	21/06/2015	ZSCR	551	035-1	0	'050	A2C7501700093	NA	A2C00041099	44	3011	050	 	1351	"C CER,X7R,470nF,10%,50V,0805,Sn"		ROH	NA	4.4	S1_CBC_A.ARTURO ARRIETA	NO	4991018576
633227	21/06/2015	ZSCR	551	035-1	0	'050	A2C7378970693	NA	A2C00041099	355	3011	050	 	1351	"C CER,X7R,470nF,10%,50V,0805,Sn"		ROH	NA	35.5	S1_CBC_A.ARTURO ARRIETA	NO	4991018471
633227	21/06/2015	ZSCR	551	035-1	0	'050	A2C7449340193	NA	A2C00046655	54	3011	050	 	1351	"400V,700mA,1,FAST,SOD123F,RECT DIODE/RR2"		ROH	NA	10.26	S1_CBC_A.ARTURO ARRIETA	NO	4991018560
633227	21/06/2015	ZSCR	551	035-1	0	'050	A2C7449340193	NA	A2C00059932	17	3011	050	 	1351	"8,41V,900mOhm,PG-SSOP-24-5,Relay and LED"		ROH	NA	149.6	S1_CBC_A.ARTURO ARRIETA	NO	4991018560
633227	21/06/2015	ZSCR	551	035-1	0	'050	A2C7501700093	NA	A2C00059932	4	3011	050	 	1351	"8,41V,900mOhm,PG-SSOP-24-5,Relay and LED"		ROH	NA	35.2	S1_CBC_A.ARTURO ARRIETA	NO	4991018576
633227	21/06/2015	ZSCR	551	035-1	0	'050	A2C7449340193	NA	A2C00062237	2	3011	050	 	1351	"IC SMART POW/TLE7237SL,PG-SSOP-24-5"		ROH	NA	15.68	S1_CBC_A.ARTURO ARRIETA	NO	4991018560
633227	21/06/2015	ZSCR	551	035-1	0	'050	A2C7378970693	NA	A2C40002645	2019	3011	050	 	1351	"C CER,X7R,10nF,10%,50V,0603,Sn"		ROH	NA	40.38	S1_CBC_A.ARTURO ARRIETA	NO	4991018471
633227	21/06/2015	ZSCR	551	035-1	0	'050	A2C7378970693	NA	A2C40006674	797	3011	050	 	1351	"C CER,X7R,100nF,10%,25V,C0603,Sn"		ROH	NA	15.94	S1_CBC_A.ARTURO ARRIETA	NO	4991018471
633228	21/06/2015	ZSCR	551	035-1	0	'050	A2C8216770092	NA	A2C00033344	1	3011	050	 	1351	"4.7uF,10%,25V,X7R,1206,CER CAP/"		ROH	NA	0.19	S1_WK_WD RFHUB_J.JORGE	NO	4991018691
633228	21/06/2015	ZSCR	551	035-1	0	'050	A2C8216770093	NA	A2C00034103	5	3011	050	 	1351	"100nF,10%,100V,X7R,0805,Sn,CER CAP/GCM"		ROH	NA	0.3	S1_WK_WD RFHUB_J.JORGE	NO	4991018698
633228	21/06/2015	ZSCR	551	035-1	0	'050	A2C8216770093	NA	A2C00038706	12	3011	050	 	1351	"NUP2105L/350W,24V,SOT23,Dual SUP DIODE ("		ROH	NA	3.72	S1_WK_WD RFHUB_J.JORGE	NO	4991018698
633230	21/06/2015	ZSCR	551	035-1	0	'050	A2C8673310193	NA	A2C00031131	5	3011	050	 	1351	"R LIN,470R,1%,TK100,63mW,0402"		ROH	NA	0.05	S1_CUSW UF PASE_J.JORGE	NO	4991018742
633230	21/06/2015	ZSCR	551	035-1	0	'050	A2C8673320193	NA	A2C00031131	6	3011	050	 	1351	"R LIN,470R,1%,TK100,63mW,0402"		ROH	NA	0.06	S1_CUSW UF PASE_J.JORGE	NO	4991018748
633230	21/06/2015	ZSCR	551	035-1	0	'050	A2C8673320193	NA	A2C00032099	3	3011	050	 	1351	"27pF,1%,50V,C0G,0402,TINNED,CER CAP/RF a"		ROH	NA	0.06	S1_CUSW UF PASE_J.JORGE	NO	4991018748
633230	21/06/2015	ZSCR	551	035-1	0	'050	A2C8673310193	NA	A2C00040655	26	3011	050	 	1351	"10nH,200mA,SMD,COIL/MLK1005S10NJT"		ROH	NA	1.82	S1_CUSW UF PASE_J.JORGE	NO	4991018742
633230	21/06/2015	ZSCR	551	035-1	0	'050	A2C8673320193	NA	A2C00040655	11	3011	050	 	1351	"10nH,200mA,SMD,COIL/MLK1005S10NJT"		ROH	NA	0.77	S1_CUSW UF PASE_J.JORGE	NO	4991018748
633280	22/06/2015	ZSCR	551	034-2	NA	'050	A2C3229710093	NA	A2C3229710093	3	3011	050	 	1342	CUSW PCB ASSY BOT	NA	HALB	S.Real	74.43	S1_RKE FOB CUSW_A.ADRIA	NO	4991017862
633296	22/06/2015	ZSCR	551	042-4	NA	'015	A2C73601801	NA	A2C73637100	7	3011	015	 	1424	"HOUSING, UPPER CBC"	NA	ROH	NA	170.87	S1_CBC MY15_. (APROBAC	NO	4991017402
633301	22/06/2015	ZSCR	551	034-3	NA	'015	A2C73789706	NA	A2C73789706	1				1343	pcb topTHD BCU CHR Wx CBC2	NA	HALB	S.Real/AutoBF	386.26	S1_CBC MY15_. (APROBAC	NO	4991016674
633305	22/06/2015	ZSCR	551	034-2	NA	'015	A2C7449340193	NA	A2C7449340193	2				1342	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	775.1	S1_CBC MY15_. (APROBAC	NO	4991016382
633308	22/06/2015	ZSCR	551	034-2	NA	'015	A2C74493401	NA	A2C74493401	2				1342	pcb topTHD BCU CHRDX CBC2	NA	HALB	S.Real/AutoBF	782.64	S1_CBC MY15_. (APROBAC	NO	4991016652
633312	22/06/2015	MB1A	951	064-2	NA	'015	NA	NA	A2C86398501	3				1642	housing assy	NA	ROH	NA	23.64	S1_RFHM CUSW_A.ADRIANA	NO	4991013711
633338	22/06/2015	ZSCR	551	042-4	NA	'015	5WY7211	NA	A2C00004906	22	3011	015	 	1424	"EM OTH BATTERY/CR2032,220mAh,3V"	NA	ROH	NA	35.86	S1_PASE FOB CUSW_A.ADRI	NO	4991017329
633338	22/06/2015	ZSCR	551	042-4	NA	'015	A2C37668700	NA	A2C53105128	48	3011	015	 	1424	Contact Spring positive	NA	ROH	NA	14.88	S1_PASE FOB CUSW_A.ADRI	NO	4991017339
633338	22/06/2015	ZSCR	551	042-4	NA	'015	A2C85886700S	NA	A2C85520000	1	3011	015	 	1424	housing bottom LWR HSG	NA	ROH	NA	2.71	S1_PASE FOB CUSW_A.ADRI	NO	4991017594
633338	22/06/2015	ZSCR	551	042-4	NA	'015	A2C85886700S	NA	A2C85520100	5	3011	015	 	1424	sticker Dodge Jwl	NA	ROH	NA	31.6	S1_PASE FOB CUSW_A.ADRI	NO	4991017594
633345	22/06/2015	ZSCR	551	042-4	NA	'015	A2C7449340193	NA	A2C7449340193	2				1424	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	775.1	S1_CBC MY15_. (APROBAC	NO	4991016477
633351	22/06/2015	ZSCR	551	042-4	NA	'015	A2C80863400	NA	A2C80863400	3				1424	MY12 SPDJB LOOP MODEL A TMI	NA	HALB	S.Real/AutoBF	645.42	S1_SPDJB_P.PABLO PALMER	NO	4991016823
633355	22/06/2015	ZSCR	551	042-4	NA	'015	A2C80836700	NA	A2C80836700	3				1424	MY12 SPDJB LOOP MODEL B TMI	NA	HALB	S.Real/AutoBF	713.01	S1_SPDJB_P.PABLO PALMER	NO	4991016813
633376	22/06/2015	ZSCR	551	030-1	NA	'015	A2C30889900	NA	A2C30889900	1				1301	PCB TOP THD ASSY. (DIESEL)	NA	HALB	S.Real/AutoBF	275.45	S1_TIPM LOGIC_P.PABLO P	NO	4991016596
633385	22/06/2015	ZSCR	551	030-1	NA	'015	A2C31231400T	NA	A2C31231400T	1				1301	SUB PCB TMI ASSY. D/BUX MY12 7Ci S1	NA	HALB	S.Real	232.52	S1_TIPM LOGIC_P.PABLO P	NO	4991015835
633409	22/06/2015	MB1A	551	010-5	95000018	'050	NA	NA	A2C32118900	4				1105	"PCB, MY12 SPDJB W/LOOP ANTENNA ST DRV Z"	QN410095321	ROH	NA	182.24	410095321_SPDJB_	NO	Stock
633444	22/06/2015	ZSCR	551	034-2	NA	'015	A2C7449340193	NA	A2C7449340193	1				1342	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	387.55	S1_CBC MY15_. (APROBAC	NO	4991016382
633490	22/06/2015	ZSCR	551	035-1	0	'015	A2C93975600	NA	A2C00019459	1006	3011	015	 	1351	sticker identi spool unprin		ROH	NA	754.5	S1_RFHM CUSW_J.JORGE AG	NO	4991017632
633491	22/06/2015	ZSCR	551	035-1	0	'015	A2C85886700	NA	A2C53105128	150	3011	015	 	1351	Contact Spring positive		ROH	NA	46.5	S1_PASE FOB CUSW_J.JORG	NO	4991017585
633491	22/06/2015	ZSCR	551	035-1	0	'015	A2C86023300	NA	A2C73750700	56	3011	015	 	1351	pad Jewel		ROH	NA	313.6	S1_PASE FOB CUSW_J.JORG	NO	4991017625
633491	22/06/2015	ZSCR	551	035-1	0	'015	A2C73753201	NA	A2C73750800	58	3011	015	 	1351	pad Jewel		ROH	NA	401.36	S1_PASE FOB CUSW_J.JORG	NO	4991017486
633491	22/06/2015	ZSCR	551	035-1	0	'015	A2C74094300	NA	A2C73750900	58	3011	015	 	1351	pad Jewel Fia		ROH	NA	377.58	S1_PASE FOB CUSW_J.JORG	NO	4991017542
633491	22/06/2015	ZSCR	551	035-1	0	'015	A2C7375190200	NA	A2C73751200	25	3011	015	 	1351	key latch		ROH	NA	54.25	S1_PASE FOB CUSW_J.JORG	NO	Stock
633491	22/06/2015	ZSCR	551	035-1	0	'015	A2C7375190200	NA	A2C73751300	350	3011	015	 	1351	Latch Spring		ROH	NA	38.5	S1_PASE FOB CUSW_J.JORG	NO	4991017467
633491	22/06/2015	ZSCR	551	035-1	0	'015	A2C85886700	NA	A2C85519700	23	3011	015	 	1351	connecting piece Key Latch		ROH	NA	49.91	S1_PASE FOB CUSW_J.JORG	NO	4991017585
633491	22/06/2015	ZSCR	551	035-1	0	'015	A2C85886700	NA	A2C85519800	221	3011	015	 	1351	contact spring Spring		ROH	NA	24.31	S1_PASE FOB CUSW_J.JORG	NO	4991017585
633491	22/06/2015	ZSCR	551	035-1	0	'015	A2C85886700	NA	A2C85520100	189	3011	015	 	1351	sticker Dodge Jwl		ROH	NA	1194.48	S1_PASE FOB CUSW_J.JORG	NO	4991017585
633494	22/06/2015	ZSCR	551	035-1	0	'015	A2C73637001	NA	A2C37575000	4	3011	015	 	1351	"SCR,MACH,6-19,.5IN,STAR,PAN,SS,ZINC/CLEA"		ROH	NA	1.04	S1_CBC_A.ARTURO ARRIETA	NO	4991017425
633494	22/06/2015	ZSCR	551	035-1	0	'015	A2C73637001	NA	A2C73742400	198	3011	015	 	1351	TYPE LABEL UNPRINTED		ROH	NA	23.76	S1_CBC_A.ARTURO ARRIETA	NO	4991017425
633540	22/06/2015	MB1A	951	025-3	NA	'015	NA	NA	A2C86398501	5				1253	housing assy	VUT019664	ROH	NA	39.4	S1_RFHM CUSW_A.ADRIANA	NO	4991013671
633544	22/06/2015	ZSCR	551	042-4	NA	'015	A2C73601801	NA	A2C73637100	4	3011	015	 	1424	"HOUSING, UPPER CBC"	NA	ROH	NA	97.64	S1_CBC MY15_. (APROBAC	NO	4991017402
633555	22/06/2015	ZSCR	551	042-4	NA	'015	5WY8844	NA	A2C31231400	1				1424	pcb topMAN BCU CHR 7Ci S1	NA	HALB	S.Real/AutoBF	240.6	S1_TIPM LOGIC_P.PABLO P	NO	4991016771
633647	22/06/2015	ZSCR	551	042-4	NA	'015	A2C7378970693	NA	A2C7378970693	2				1424	pcb topTHD BCU CHR Wx CBC2	NA	HALB	S.Real	766.64	S1_CBC MY15_. (APROBAC	NO	4991016468
633699	23/06/2015	MB1A	551	010-4	95000051	'050	NA	NA	A2C53428225	12				1104	PCB RIGID MY11 TIPM DV LOGIC PCB	QN410101295	ROH	NA	641.16	410101295_TIPM L	NO	4991013566
633765	23/06/2015	ZSCR	551	040-2	NA	'015	A2C37668700	NA	A2C53105128	25	3011	015	 	1402	Contact Spring positive	NA	ROH	NA	7.75	S1_PASE FOB CUSW_A.ADRI	NO	4991017339
633765	23/06/2015	ZSCR	551	040-2	NA	'015	A2C86022600	NA	A2C73750700	1	3011	015	 	1402	pad Jewel	NA	ROH	NA	5.6	S1_PASE FOB CUSW_A.ADRI	NO	4991017605
633811	23/06/2015	ZSCR	551	034-2	NA	'015	A2C31231400T	NA	A2C31231400T	2				1342	SUB PCB TMI ASSY. D/BUX MY12 7Ci S1	NA	HALB	S.Real	465.04	S1_TIPM LOGIC_P.PABLO P	NO	4991015843
																						
																						
